"Export Date: December 11, 2024"
Export Time: 12:36 GMT
Exported Row Number: 10000
"Funding for The GeneNetwork: NIGMS (R01 GM123489, 2017-2026), NIDA (P30 DA044223, 2017-2022), NIA (R01AG043930, 2013-2018), NIAAA (U01 AA016662, U01 AA013499, U24 AA013513, U01 AA014425, 2006-2017), NIDA/NIMH/NIAAA (P20-DA 21131, 2001-2012), NCI MMHCC (U01CA105417), NCRR/BIRN (U24 RR021760)"

Index,URL,Species,Group,Dataset,Record ID,Symbol,Description,ProbeTarget,PubMed_ID,Chr,Mb,Alias,Gene_ID,Homologene_ID,UniGene_ID,Strand_Probe,Probe_set_specificity,Probe_set_BLAT_score,Probe_set_BLAT_Mb_start,Probe_set_BLAT_Mb_end,QTL_Chr,QTL_Mb,Locus_at_Peak,Max_LRS,P_value_of_MAX,Mean_Expression,C57BL/6ByJ,C57BL/6ByJ_SE,BALB/cByJ,BALB/cByJ_SE,CBF1,CBF1_SE,BCF1,BCF1_SE,CXB1,CXB1_SE,CXB2,CXB2_SE,CXB3,CXB3_SE,CXB4,CXB4_SE,CXB5,CXB5_SE,CXB6,CXB6_SE,CXB7,CXB7_SE,CXB8,CXB8_SE,CXB9,CXB9_SE,CXB10,CXB10_SE,CXB11,CXB11_SE,CXB12,CXB12_SE,CXB13,CXB13_SE
11,https://genenetwork.org/show_trait?trait_id=1435540_at&dataset=UCLA_CXB_Aor_Jan16,mouse,CXB,UCLA_CXB_Aor_Jan16,1435540_at,Irgq1,"immunity-related GTPase family, Q1",,N/A,7,24.538075,FKSG27,210146,N/A,Mm.41108,+,12.35,247.0,24.538075,24.538506,1,157.588921,rs6194543,9.45866717593144,0.243,9.475711186726889,x,x,x,x,x,x,x,x,9.5475,0.163119,9.3907,0.144693,9.3188,0.0653221,x,x,x,x,9.4608,0.0265346,9.642,0.0739925,9.1898,0.0745138,x,x,x,x,9.734,,9.4573,0.147762,9.5405,0.0376696
12,https://genenetwork.org/show_trait?trait_id=1437653_at&dataset=UCLA_CXB_Aor_Jan16,mouse,CXB,UCLA_CXB_Aor_Jan16,1437653_at,Irgq1,"immunity-related GTPase family, Q1",,N/A,7,24.533537,FKSG27,210146,N/A,Mm.41108,+,9.8,196.0,24.533537,24.533995,8,109.412323,rs3662808,12.5241115431608,0.473,6.801399972703722,x,x,x,x,x,x,x,x,6.711,0.0364204,6.7963,0.130729,6.936,0.14589,x,x,x,x,6.5585,0.0405778,6.6995,0.0351647,6.9255,0.209158,x,x,x,x,6.814,,6.87,0.0254646,6.9018,0.125847
13,https://genenetwork.org/show_trait?trait_id=1435540_at&dataset=HC_M2CB_1205_R,mouse,CXB,HC_M2CB_1205_R,1435540_at,Irgq1,"immunity-related GTPase family, Q1",,N/A,7,24.538075,FKSG27,210146,N/A,Mm.41108,+,12.35,247.0,24.538075,24.538506,,,rs3692040,9.43825105382254,0.918,10.6123571428571,10.452,0.009,10.451,,x,x,x,x,10.485,0.027,10.578,0.11,10.482,0.072,10.467,0.287,10.654,0.082,10.395,0.202,10.683,0.137,10.45,0.205,10.347,0.045,10.468,0.065,10.366,0.035,10.471,0.077,10.312,0.191
14,https://genenetwork.org/show_trait?trait_id=1437653_at&dataset=HC_M2CB_1205_R,mouse,CXB,HC_M2CB_1205_R,1437653_at,Irgq1,"immunity-related GTPase family, Q1",,N/A,7,24.533537,FKSG27,210146,N/A,Mm.41108,+,9.8,196.0,24.533537,24.533995,,,gnf17.035.152,20.342242583032597,0.029,7.3225,7.342,0.336,7.15,,x,x,x,x,7.609,0.147,7.249,0.136,7.394,0.053,7.77,0.192,7.391,0.086,7.293,0.167,7.29,0.241,7.377,0.051,7.54,0.03,7.343,0.307,7.434,0.141,7.707,0.039,7.432,0.257
15,https://genenetwork.org/show_trait?trait_id=1435540_at&dataset=STSPL_1107_R,mouse,CXB,STSPL_1107_R,1435540_at,Irgq1,"immunity-related GTPase family, Q1",,N/A,7,24.538075,FKSG27,210146,N/A,Mm.41108,+,12.35,247.0,24.538075,24.538506,7,14.434043,CEL-7_6502564,11.469810877174998,0.55,8.342676,8.30885,0.0540654,8.47473,0.231768,x,x,x,x,8.48045,0.0186287,8.71852,0.128251,8.39897,0.0477509,8.07958,0.456529,8.35853,0.238928,8.44646,0.260827,7.95299,0.666706,8.25168,0.206199,7.80224,0.654159,8.73322,0.142181,8.15017,0.162755,8.51903,0.0316147,8.46472,0.148111
16,https://genenetwork.org/show_trait?trait_id=1437653_at&dataset=STSPL_1107_R,mouse,CXB,STSPL_1107_R,1437653_at,Irgq1,"immunity-related GTPase family, Q1",,N/A,7,24.533537,FKSG27,210146,N/A,Mm.41108,+,9.8,196.0,24.533537,24.533995,X,141.475845,rs13484038,9.41786888132575,0.633,7.85671333333333,7.88952,0.0176423,7.44781,0.00715946,x,x,x,x,7.49725,0.160743,7.77888,0.118709,7.6601,0.108926,8.26861,0.553905,8.2405,0.367247,7.70906,0.240515,7.90876,0.254661,8.03677,0.458237,9.12657,0.997607,7.37396,0.0528492,7.40284,0.11803,7.51914,0.143995,7.99093,0.0617234
17,https://genenetwork.org/show_trait?trait_id=1435540_at&dataset=UCLA_CXB_Liv_Jan16,mouse,CXB,UCLA_CXB_Liv_Jan16,1435540_at,Irgq1,"immunity-related GTPase family, Q1",,N/A,7,24.538075,FKSG27,210146,N/A,Mm.41108,+,12.35,247.0,24.538075,24.538506,,,rs13479513,10.913259008723,0.134,8.997125148773193,x,x,x,x,x,x,x,x,x,x,9.086,0.154149,8.953,0.021213,x,x,x,x,8.878,0.030406,9.074,0.092077,9.028,0.07314,x,x,x,x,8.691,,9.125,0.082024,9.142,0.011314
18,https://genenetwork.org/show_trait?trait_id=1437653_at&dataset=UCLA_CXB_Liv_Jan16,mouse,CXB,UCLA_CXB_Liv_Jan16,1437653_at,Irgq1,"immunity-related GTPase family, Q1",,N/A,7,24.533537,FKSG27,210146,N/A,Mm.41108,+,9.8,196.0,24.533537,24.533995,2,10.142461,rs3696091,14.6955840146017,0.557,6.5776249170303345,x,x,x,x,x,x,x,x,x,x,6.67,0.217082,6.5,0.087681,x,x,x,x,6.68,0.169706,6.668,0.19939,6.549,0.116428,x,x,x,x,6.574,,6.457,0.1492,6.523,0.019092
19,https://genenetwork.org/show_trait?trait_id=1435540_at&dataset=HC_M2CB_1205_P,mouse,CXB,HC_M2CB_1205_P,1435540_at,Irgq1,"immunity-related GTPase family, Q1",,N/A,7,24.538075,FKSG27,210146,N/A,Mm.41108,+,12.35,247.0,24.538075,24.538506,5,65.434463,rs13478300,13.3437444081243,0.338,10.18325,9.907,0.054,9.837,,x,x,x,x,10.044,0.049,10.062,0.181,10.15,0.06,9.952,0.307,10.275,0.147,9.95,0.354,10.169,0.162,10.053,0.178,9.968,0.08,10.061,0.013,9.976,0.043,9.967,0.124,9.934,0.011
20,https://genenetwork.org/show_trait?trait_id=1437653_at&dataset=HC_M2CB_1205_P,mouse,CXB,HC_M2CB_1205_P,1437653_at,Irgq1,"immunity-related GTPase family, Q1",,N/A,7,24.533537,FKSG27,210146,N/A,Mm.41108,+,9.8,196.0,24.533537,24.533995,,,gnf17.035.152,21.4203483690504,0.005,6.29657142857143,6.321,0.303,6.227,,x,x,x,x,6.604,0.184,6.268,0.095,6.389,0.093,6.668,0.12,6.348,0.138,6.3,0.135,6.316,0.158,6.143,0.083,6.532,0.062,6.2,0.176,6.361,0.123,6.562,0.077,6.237,0.151
21,https://genenetwork.org/show_trait?trait_id=1415876_a_at&dataset=UCLA_CXB_Aor_Jan16,mouse,CXB,UCLA_CXB_Aor_Jan16,1415876_a_at,Rps26,40S ribosomal protein S26 (type I diabetes); exons 1 and 2 (confirmed),exons 1 and 2 (confirmed),N/A,10,128.625266,Not available,27370,N/A,Mm.261679,-,1.010638298,190.0,128.625266,128.626218,1,75.033691,D1Mit23,13.6551621345818,0.147,13.91978899637858,x,x,x,x,x,x,x,x,13.78,0.0446219,13.862,0.0595021,13.9888,0.0367405,x,x,x,x,13.6965,0.0918144,14.0555,0.114741,13.9813,0.0333279,x,x,x,x,13.887,,14.0255,0.121429,14.0015,0.0385097
22,https://genenetwork.org/show_trait?trait_id=1415876_a_at&dataset=STSPL_1107_R,mouse,CXB,STSPL_1107_R,1415876_a_at,Rps26,40S ribosomal protein S26 (type I diabetes); exons 1 and 2 (confirmed),exons 1 and 2 (confirmed),N/A,10,128.625266,Not available,27370,N/A,Mm.261679,-,1.010638298,190.0,128.625266,128.626218,3,156.99282,gnf03.160.792,4.84153052760663,0.861,16.1610266666667,16.3015,0.113314,15.9983,0.0660791,x,x,x,x,16.065,0.0748119,16.0198,0.0961665,16.1816,0.0897672,16.4529,0.282701,16.4141,0.267357,16.3363,0.269797,16.5009,0.272802,16.317,0.264635,17.2817,0.854044,16.096,0.0399869,16.1837,0.163518,14.0309,1.31508,16.2357,0.185085
23,https://genenetwork.org/show_trait?trait_id=1415876_a_at&dataset=HC_M2CB_1205_R,mouse,CXB,HC_M2CB_1205_R,1415876_a_at,Rps26,40S ribosomal protein S26 (type I diabetes); exons 1 and 2 (confirmed),exons 1 and 2 (confirmed),N/A,10,128.625266,Not available,27370,N/A,Mm.261679,-,1.010638298,190.0,128.625266,128.626218,,,rs3723947,15.2408373874653,0.282,13.258214285714299,13.383,0.159,13.142,,x,x,x,x,13.281,0.061,13.303,0.045,13.187,0.075,13.207,0.066,13.125,0.131,13.297,0.037,13.366,0.062,13.261,0.027,13.343,0.008,13.347,0.067,13.328,0.05,13.166,0.147,13.244,0.067
24,https://genenetwork.org/show_trait?trait_id=1415876_a_at&dataset=UCLA_CXB_Liv_Jan16,mouse,CXB,UCLA_CXB_Liv_Jan16,1415876_a_at,Rps26,40S ribosomal protein S26 (type I diabetes); exons 1 and 2 (confirmed),exons 1 and 2 (confirmed),N/A,10,128.625266,Not available,27370,N/A,Mm.261679,-,1.010638298,190.0,128.625266,128.626218,4,125.588389,rs3704486,8.00454859253333,0.571,13.875499963760376,x,x,x,x,x,x,x,x,x,x,13.874,0.035355,13.902,0.123037,x,x,x,x,13.866,0.00495,13.861,0.036187,13.889,0.016202,x,x,x,x,13.926,,13.866,0.009192,13.82,0.018385
25,https://genenetwork.org/show_trait?trait_id=1415876_a_at&dataset=HC_M2CB_1205_P,mouse,CXB,HC_M2CB_1205_P,1415876_a_at,Rps26,40S ribosomal protein S26 (type I diabetes); exons 1 and 2 (confirmed),exons 1 and 2 (confirmed),N/A,10,128.625266,Not available,27370,N/A,Mm.261679,-,1.010638298,190.0,128.625266,128.626218,3,52.30866,rs13477110,17.8015351210354,0.232,15.08675,15.326,0.292,14.814,,x,x,x,x,15.296,0.151,15.09,0.099,15.116,0.198,14.995,0.114,14.909,0.261,15.134,0.045,15.271,0.034,15.3,0.018,15.413,0.04,15.293,0.03,15.331,0.1,15.035,0.312,15.081,0.032
26,https://genenetwork.org/show_trait?trait_id=1430332_a_at&dataset=UCLA_CXB_Aor_Jan16,mouse,CXB,UCLA_CXB_Aor_Jan16,1430332_a_at,Gusb,"glucuronidase, beta; exons 2 and 4",exons 2 and 4,N/A,5,129.999926,"Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,7.9,158.0,129.999926,130.000793,,,D4Mit149,19.4375375387523,0.226,6.76029994752672,x,x,x,x,x,x,x,x,6.666,0.0658196,6.733,0.110426,6.6748,0.0435542,x,x,x,x,6.69,0.127945,6.8538,0.146771,6.6555,0.105297,x,x,x,x,6.949,,6.7368,0.166921,6.8838,0.14011
27,https://genenetwork.org/show_trait?trait_id=1430332_a_at&dataset=HC_M2CB_1205_R,mouse,CXB,HC_M2CB_1205_R,1430332_a_at,Gusb,"glucuronidase, beta; exons 2 and 4",exons 2 and 4,N/A,5,129.999926,"Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,7.9,158.0,129.999926,130.000793,5,128.978754,rs13478522,16.392468282573997,0.403,6.34571428571429,6.78,0.248,5.962,,x,x,x,x,5.893,0.116,6.774,0.123,5.89,0.166,6.002,0.148,6.664,0.217,6.72,0.386,6.645,0.384,6.509,0.003,6.301,0.169,6.591,0.035,6.308,0.076,6.241,0.07,6.499,0.462
28,https://genenetwork.org/show_trait?trait_id=1430332_a_at&dataset=STSPL_1107_R,mouse,CXB,STSPL_1107_R,1430332_a_at,Gusb,"glucuronidase, beta; exons 2 and 4",exons 2 and 4,N/A,5,129.999926,"Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,7.9,158.0,129.999926,130.000793,5,125.820495,rs13478508,13.530393414116402,0.454,8.850720666666671,9.26163,0.308624,8.32764,0.357269,x,x,x,x,8.48902,0.254152,9.21355,0.258338,8.09191,0.39464,8.17914,0.294676,9.22454,0.402775,8.91578,0.472651,8.66448,0.281711,9.236,0.373741,8.54057,0.688227,9.13745,0.497273,8.89229,0.214381,9.48629,0.0789697,9.10052,0.493525
29,https://genenetwork.org/show_trait?trait_id=1430332_a_at&dataset=UCLA_CXB_Liv_Jan16,mouse,CXB,UCLA_CXB_Liv_Jan16,1430332_a_at,Gusb,"glucuronidase, beta; exons 2 and 4",exons 2 and 4,N/A,5,129.999926,"Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,7.9,158.0,129.999926,130.000793,7,57.166895,rs3687031,12.733470346318,0.03,8.35449993610382,x,x,x,x,x,x,x,x,x,x,8.542,0.159806,7.465,0.582656,x,x,x,x,8.532,0.4278,8.488,0.055817,8.929,0.146322,x,x,x,x,8.734,,8.283,0.106066,7.863,0.366988
30,https://genenetwork.org/show_trait?trait_id=1430332_a_at&dataset=HC_M2CB_1205_P,mouse,CXB,HC_M2CB_1205_P,1430332_a_at,Gusb,"glucuronidase, beta; exons 2 and 4",exons 2 and 4,N/A,5,129.999926,"Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,7.9,158.0,129.999926,130.000793,5,128.978754,rs13478522,17.3305572421598,0.078,7.00032142857143,7.414,0.274,6.674,,x,x,x,x,6.719,0.094,7.386,0.098,6.571,0.152,6.476,0.159,7.255,0.194,7.387,0.364,7.322,0.402,7.099,0.019,6.989,0.171,7.399,0.018,6.936,0.01,7.028,0.168,7.285,0.444
31,https://genenetwork.org/show_trait?trait_id=1422562_at&dataset=UCLA_CXB_Aor_Jan16,mouse,CXB,UCLA_CXB_Aor_Jan16,1422562_at,Rrad,Ras-related associated with diabetes; last exon and 3' UTR,last exon and 3' UTR,N/A,8,104.628118,"REM3, Rad",56437,N/A,Mm.29467,-,12.1,242.0,104.628118,104.628628,1,76.524829,mCV24115911,9.61228788140453,0.3,8.844233459896511,x,x,x,x,x,x,x,x,9.6028,0.20248,9.292,0.483328,7.843,0.195566,x,x,x,x,8.8975,0.607592,8.628,0.596811,8.869,0.682218,x,x,x,x,9.71,,8.737,0.462708,8.0188,0.390074
32,https://genenetwork.org/show_trait?trait_id=1422562_at&dataset=STSPL_1107_R,mouse,CXB,STSPL_1107_R,1422562_at,Rrad,Ras-related associated with diabetes; last exon and 3' UTR,last exon and 3' UTR,N/A,8,104.628118,"REM3, Rad",56437,N/A,Mm.29467,-,12.1,242.0,104.628118,104.628628,18,27.996535,rs13483268,16.730944683809902,0.183,8.04811133333333,7.47883,0.19322,7.94895,0.216859,x,x,x,x,8.02114,0.179075,7.92838,0.114983,8.09764,0.00270468,8.40524,0.0198626,8.18201,0.0113314,7.97895,0.248205,8.32008,0.125791,8.24281,0.0258907,7.95141,0.0706612,8.0671,0.170483,7.76748,0.125861,8.36201,0.193263,7.96964,0.304639
33,https://genenetwork.org/show_trait?trait_id=1422562_at&dataset=HC_M2CB_1205_R,mouse,CXB,HC_M2CB_1205_R,1422562_at,Rrad,Ras-related associated with diabetes; last exon and 3' UTR,last exon and 3' UTR,N/A,8,104.628118,"REM3, Rad",56437,N/A,Mm.29467,-,12.1,242.0,104.628118,104.628628,,,rs13480880,9.795665499426761,0.477,6.26864285714286,6.294,0.24,6.324,,x,x,x,x,6.39,0.023,6.263,0.055,6.256,0.015,6.736,0.191,6.249,0.09,6.242,0.102,6.42,0.138,6.092,0.138,6.403,0.175,6.191,0.006,6.107,0.035,6.249,0.375,6.023,0.035
34,https://genenetwork.org/show_trait?trait_id=1422562_at&dataset=UCLA_CXB_Liv_Jan16,mouse,CXB,UCLA_CXB_Liv_Jan16,1422562_at,Rrad,Ras-related associated with diabetes; last exon and 3' UTR,last exon and 3' UTR,N/A,8,104.628118,"REM3, Rad",56437,N/A,Mm.29467,-,12.1,242.0,104.628118,104.628628,18,27.996535,rs13483268,8.33051478360528,0.131,6.361999988555908,x,x,x,x,x,x,x,x,x,x,6.351,0.040305,6.4,0.083439,x,x,x,x,6.195,0.045255,6.38,0.017977,6.449,0.171263,x,x,x,x,6.276,,6.542,0.032527,6.303,0.182434
35,https://genenetwork.org/show_trait?trait_id=1422562_at&dataset=HC_M2CB_1205_P,mouse,CXB,HC_M2CB_1205_P,1422562_at,Rrad,Ras-related associated with diabetes; last exon and 3' UTR,last exon and 3' UTR,N/A,8,104.628118,"REM3, Rad",56437,N/A,Mm.29467,-,12.1,242.0,104.628118,104.628628,,,rs13481756,12.3149351527478,0.122,6.12803571428571,6.131,0.191,6.29,,x,x,x,x,6.26,0.074,6.148,0.118,6.03,0.066,6.522,0.075,6.029,0.139,6.03,0.026,6.21,0.161,5.746,0.157,6.156,0.042,5.941,0.155,5.966,0.078,6.133,0.434,5.812,0.201
36,https://genenetwork.org/show_trait?trait_id=1417395_at&dataset=UCLA_CXB_Aor_Jan16,mouse,CXB,UCLA_CXB_Aor_Jan16,1417395_at,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); mid 3' UTR",mid 3' UTR,N/A,4,55.527985,"EZF, Gklf, Zie",16600,N/A,Mm.4325,-,1.3519553069999999,242.0,55.527985,55.527986,,,rs3710199,10.1798867844244,0.374,9.779733233981663,x,x,x,x,x,x,x,x,9.811,0.0923147,9.827,0.132501,9.724,0.106505,x,x,x,x,10.066,0.18565,9.638,0.266952,9.5298,0.173986,x,x,x,x,9.709,,9.7475,0.167709,9.9653,0.180044
37,https://genenetwork.org/show_trait?trait_id=1417395_at&dataset=STSPL_1107_R,mouse,CXB,STSPL_1107_R,1417395_at,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); mid 3' UTR",mid 3' UTR,N/A,4,55.527985,"EZF, Gklf, Zie",16600,N/A,Mm.4325,-,1.3519553069999999,242.0,55.527985,55.527986,,,D2Mit372,10.653456856056799,0.837,7.32613733333333,7.48585,0.135188,7.65523,0.23681,x,x,x,x,7.37613,0.147223,7.05515,0.257656,7.16795,0.0426103,7.41878,0.0671186,7.41502,0.235725,7.47911,0.30144,7.86981,0.0937199,6.88647,0.255753,6.95168,0.519494,7.40822,0.0461423,7.07764,0.191096,7.612,0.110835,7.03302,0.172477
