"Export Date: December 11, 2024"
Export Time: 12:36 GMT
Exported Row Number: 10000
"Funding for The GeneNetwork: NIGMS (R01 GM123489, 2017-2026), NIDA (P30 DA044223, 2017-2022), NIA (R01AG043930, 2013-2018), NIAAA (U01 AA016662, U01 AA013499, U24 AA013513, U01 AA014425, 2006-2017), NIDA/NIMH/NIAAA (P20-DA 21131, 2001-2012), NCI MMHCC (U01CA105417), NCRR/BIRN (U24 RR021760)"

Index,URL,Species,Group,Dataset,Record ID,Symbol,Description,ProbeTarget,PubMed_ID,Chr,Mb,Alias,Gene_ID,Homologene_ID,UniGene_ID,Strand_Probe,Probe_set_specificity,Probe_set_BLAT_score,Probe_set_BLAT_Mb_start,Probe_set_BLAT_Mb_end,QTL_Chr,QTL_Mb,Locus_at_Peak,Max_LRS,P_value_of_MAX,Mean_Expression,WT001,WT001_SE,WT002,WT002_SE,WT003,WT003_SE,WT004,WT004_SE,WT005,WT005_SE,WT006,WT006_SE,WT007,WT007_SE,WT008,WT008_SE,WT009,WT009_SE,WT010,WT010_SE,WT011,WT011_SE,WT012,WT012_SE,WT013,WT013_SE,WT014,WT014_SE,WT015,WT015_SE,WT016,WT016_SE,WT017,WT017_SE,WT018,WT018_SE,WT019,WT019_SE,WT020,WT020_SE,WT021,WT021_SE,WT022,WT022_SE,WT023,WT023_SE,WT024,WT024_SE,TG001,TG001_SE,TG002,TG002_SE,TG003,TG003_SE,TG004,TG004_SE,TG005,TG005_SE,TG006,TG006_SE,TG007,TG007_SE,TG008,TG008_SE,TG009,TG009_SE,TG010,TG010_SE,TG011,TG011_SE,TG012,TG012_SE,TG013,TG013_SE,TG014,TG014_SE,TG015,TG015_SE,TG016,TG016_SE,TG017,TG017_SE,TG018,TG018_SE,TG019,TG019_SE,TG020,TG020_SE,TG021,TG021_SE,TG022,TG022_SE,TG023,TG023_SE,TG024,TG024_SE
11,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000046500&dataset=UVA_HIV-1Tg_PFC_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_PFC_rlog_0720,ENSRNOG00000046500,Irgq,immunity-related GTPase Q,,N/A,1,80.123844,RGD1309409,292708,N/A,,+,,,80.123844,80.127681,,,,,,9.06991778810819,9.16105,,9.20882,,9.08529,,9.21119,,9.14723,,9.10651,,9.15603,,9.14268,,9.05181,,9.1975,,9.12444,,9.26491,,9.29081,,9.2973,,9.08831,,8.90398,,8.97733,,9.17288,,9.15729,,8.81742,,9.0953,,9.00563,,9.01914,,9.03607,,9.19083,,9.10484,,9.12334,,9.07014,,9.13691,,9.18734,,9.14172,,9.17286,,9.06807,,7.36679,,7.96641,,9.11367,,9.19587,,9.25091,,9.13966,,9.18176,,9.19397,,9.25312,,9.23154,,9.15716,,9.06494,,9.09177,,9.15528,,9.0782,
12,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000049811&dataset=UVA_HIV-1Tg_PFC_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_PFC_rlog_0720,ENSRNOG00000049811,Tcim,transcriptional and immune response regulator,,N/A,16,67.5958,Not available,100910163,N/A,,,,,67.5958,67.59612,,,,,,-0.5535817388445139,-0.557433,,-0.557243,,-0.55654,,-0.559391,,-0.557523,,-0.557852,,-0.557061,,-0.559148,,-0.557509,,-0.557446,,-0.557133,,-0.557144,,-0.557787,,-0.556774,,-0.55651,,-0.556926,,-0.557451,,-0.557875,,-0.557876,,-0.458798,,-0.559165,,-0.557827,,-0.557623,,-0.556391,,-0.556934,,-0.557405,,-0.557378,,-0.556897,,-0.557023,,-0.555879,,-0.557334,,-0.556955,,-0.555814,,-0.556901,,-0.558264,,-0.557304,,-0.559466,,-0.559077,,-0.558939,,-0.558247,,-0.557096,,-0.556851,,-0.468295,,-0.556839,,-0.557998,,-0.55723,,-0.558006,,-0.557365,
13,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000013634&dataset=UVA_HIV-1Tg_Str_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_Str_rlog_0720,ENSRNOG00000013634,Myd88,"MYD88, innate immune signal transduction adaptor",,N/A,8,119.0744,Not available,301059,N/A,,-,,,119.0744,119.078768,,,,,,6.816960871219635,6.8116,,6.80173,,6.78123,,7.0357,,6.70323,,6.93621,,6.91975,,6.7196,,6.90467,,6.74218,,6.82214,,6.77528,,6.92525,,6.86885,,6.62986,,6.88254,,6.85947,,6.79106,,6.93501,,6.84069,,6.84588,,6.62714,,6.88743,,6.88322,,6.64347,,6.77906,,6.99277,,6.66215,,6.83245,,6.70014,,6.87863,,6.95261,,6.78879,,6.72225,,6.92445,,6.79664,,6.92058,,6.79326,,6.62515,,6.75867,,6.84101,,6.66988,,6.82448,,6.95134,,6.72905,,6.85421,,6.75487,,6.88851,
14,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000020845&dataset=UVA_HIV-1Tg_Str_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_Str_rlog_0720,ENSRNOG00000020845,Tyrobp,transmembrane immune signaling adaptor Tyrobp,,N/A,1,85.672926,Karap,361537,N/A,,+,,,85.672926,85.676854,,,,,,6.49691919485728,6.51407,,6.35979,,6.74761,,6.76112,,6.38848,,6.33519,,6.69942,,6.40277,,6.72089,,6.67925,,6.46451,,6.50771,,6.82541,,6.46218,,6.61728,,6.40769,,6.27717,,6.93013,,6.65029,,6.59468,,6.33024,,6.07584,,6.43188,,6.59527,,6.45716,,6.5601,,6.42945,,6.63472,,6.55901,,6.50245,,6.12923,,6.64804,,6.19969,,6.45587,,6.55021,,6.39736,,6.55357,,6.53528,,6.43193,,6.45355,,6.54684,,6.00607,,6.63052,,6.51001,,6.42413,,6.46501,,6.57715,,6.41592,
15,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000031138&dataset=UVA_HIV-1Tg_Str_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_Str_rlog_0720,ENSRNOG00000031138,Irgm,immunity-related GTPase M,,N/A,10,33.23356,"Ifggd3, Ifi1",303090,N/A,,-,,,33.23356,33.241552,,,,,,6.389052410920461,6.34076,,6.32611,,6.23976,,6.06592,,6.28311,,6.29271,,6.18436,,6.1742,,6.28682,,6.19245,,6.45047,,6.2533,,6.5251,,6.5257,,6.22438,,6.53012,,6.33874,,6.30066,,6.47207,,6.30163,,6.19131,,6.15667,,6.25323,,6.55334,,6.42686,,6.30074,,6.34326,,6.38874,,6.73211,,6.28933,,6.43247,,6.64587,,6.341,,6.55642,,6.19616,,6.8448,,6.35638,,6.50844,,6.486,,6.49198,,6.66151,,6.53059,,6.58114,,6.43424,,6.28094,,6.57423,,6.40051,,6.40785,
16,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000013634&dataset=UVA_HIV-1Tg_Hip_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_Hip_rlog_0720,ENSRNOG00000013634,Myd88,"MYD88, innate immune signal transduction adaptor",,N/A,8,119.0744,Not available,301059,N/A,,-,,,119.0744,119.078768,,,,,,6.711699386437734,6.83699,,6.68847,,6.59434,,6.81615,,6.67199,,6.77928,,6.66386,,6.75281,,6.63225,,6.76358,,6.70949,,6.66775,,6.58325,,6.6468,,6.80545,,6.80089,,6.7025,,6.71125,,6.88071,,6.68199,,6.59604,,6.76461,,6.67265,,6.76318,,6.60288,,6.6858,,6.65881,,6.91117,,6.89564,,6.69598,,6.67613,,6.6926,,6.59622,,6.7263,,6.65651,,6.79403,,6.66047,,6.50309,,6.67849,,6.64926,,6.65378,,6.82133,,6.79492,,6.73829,,6.72945,,6.69371,,6.61622,,6.84424,
17,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000020845&dataset=UVA_HIV-1Tg_Hip_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_Hip_rlog_0720,ENSRNOG00000020845,Tyrobp,transmembrane immune signaling adaptor Tyrobp,,N/A,1,85.672926,Karap,361537,N/A,,+,,,85.672926,85.676854,,,,,,6.241525421539943,6.24345,,6.19259,,6.09337,,6.14892,,6.08963,,6.11996,,6.1712,,6.20642,,6.15827,,6.07578,,6.29503,,6.34203,,6.30657,,6.4154,,6.432,,6.35626,,6.17863,,6.30971,,6.07379,,6.52343,,6.2991,,6.56515,,6.03234,,6.18136,,6.07707,,6.35472,,6.32932,,6.61622,,6.38485,,6.56349,,6.24966,,6.21751,,6.1657,,6.14373,,6.05684,,6.05282,,6.33408,,5.94438,,6.13738,,6.18921,,6.08591,,6.37374,,6.39481,,6.28189,,6.1963,,6.28828,,6.13093,,6.21399,
18,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000031138&dataset=UVA_HIV-1Tg_Hip_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_Hip_rlog_0720,ENSRNOG00000031138,Irgm,immunity-related GTPase M,,N/A,10,33.23356,"Ifggd3, Ifi1",303090,N/A,,-,,,33.23356,33.241552,,,,,,6.303754697243373,6.14637,,6.05635,,6.26889,,6.1162,,6.38224,,6.37196,,6.22695,,6.42024,,6.21083,,6.27384,,6.40209,,6.28036,,6.3468,,6.16287,,6.10624,,6.18927,,6.12336,,6.36848,,6.42416,,6.42512,,6.10979,,6.08224,,6.13277,,6.13354,,6.35238,,6.34847,,6.29403,,6.51472,,6.37262,,6.33431,,6.28818,,6.47466,,6.2404,,6.30173,,6.45356,,6.14194,,6.40595,,6.30496,,6.41734,,6.25918,,6.38376,,6.39311,,6.61439,,6.54661,,6.29439,,6.19418,,6.48698,,6.40139,
19,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000020845&dataset=UVA_HIV-1Tg_PFC_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_PFC_rlog_0720,ENSRNOG00000020845,Tyrobp,transmembrane immune signaling adaptor Tyrobp,,N/A,1,85.672926,Karap,361537,N/A,,+,,,85.672926,85.676854,,,,,,6.436145792404811,6.53798,,6.44313,,6.5265,,6.39957,,6.49093,,6.76257,,6.30016,,6.2891,,6.41527,,6.44168,,6.56103,,6.34598,,6.4386,,6.46655,,6.30494,,6.40193,,6.69934,,6.27537,,6.45341,,6.42004,,6.59043,,6.17269,,6.63343,,6.15719,,6.41775,,6.48757,,6.37548,,6.29954,,6.30776,,6.33453,,6.46248,,6.2712,,6.16295,,7.64109,,7.06566,,6.35302,,6.35695,,6.32375,,6.54408,,6.12342,,6.19955,,6.53654,,6.42622,,6.42415,,6.25585,,6.27256,,6.45104,,6.31405,
20,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000031138&dataset=UVA_HIV-1Tg_PFC_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_PFC_rlog_0720,ENSRNOG00000031138,Irgm,immunity-related GTPase M,,N/A,10,33.23356,"Ifggd3, Ifi1",303090,N/A,,-,,,33.23356,33.241552,,,,,,6.26350133617719,6.02927,,6.06136,,6.22451,,6.2726,,6.10804,,6.38889,,6.25319,,6.05182,,6.19235,,6.20816,,6.16278,,6.09441,,6.12087,,6.04824,,6.3122,,6.27818,,6.38902,,6.23455,,6.13139,,6.23144,,6.06554,,6.38214,,6.21872,,6.45797,,6.25531,,6.53974,,6.35408,,6.20761,,6.32348,,6.28084,,6.4355,,6.30176,,6.31032,,6.42865,,6.69913,,6.43257,,6.30827,,6.16248,,6.20335,,6.3549,,6.24847,,6.235,,6.29412,,6.3631,,6.22072,,6.25434,,6.20318,,6.31352,
21,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000024257&dataset=UVA_HIV-1Tg_Str_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_Str_rlog_0720,ENSRNOG00000024257,Irgc,immunity related GTPase cinema,,N/A,1,80.020136,"Ifgge, Irgc1, RGD1311107",308428,N/A,,-,,,80.020136,80.023813,,,,,,1.9544848402341206,1.90426,,2.01726,,1.96375,,1.95459,,1.95464,,1.87379,,1.94743,,1.93392,,2.02205,,1.93005,,1.91923,,1.87129,,1.83184,,1.94734,,1.9247,,1.92074,,1.88006,,1.92429,,1.95484,,1.99106,,2.018,,1.83026,,2.23534,,2.03545,,1.88661,,1.98854,,1.8738,,1.89439,,1.9319,,1.9711,,1.92082,,2.05421,,1.9413,,2.21299,,2.00495,,2.06755,,1.90244,,1.91572,,2.14075,,1.86749,,2.02318,,1.82927,,1.85562,,1.86446,,1.92833,,2.04463,,1.85207,,2.05696,
22,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000024257&dataset=UVA_HIV-1Tg_Hip_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_Hip_rlog_0720,ENSRNOG00000024257,Irgc,immunity related GTPase cinema,,N/A,1,80.020136,"Ifgge, Irgc1, RGD1311107",308428,N/A,,-,,,80.020136,80.023813,,,,,,1.8474897841612499,1.78578,,1.78573,,1.78616,,1.99142,,1.8396,,1.78823,,1.89643,,1.8714,,1.90523,,1.95283,,1.8751,,1.83314,,1.83319,,1.77528,,1.89653,,1.86578,,1.83061,,1.87319,,1.82684,,1.78636,,1.84347,,1.99426,,1.83971,,1.7906,,1.78014,,1.87317,,1.87981,,1.82722,,1.96692,,1.82645,,1.78302,,1.96426,,1.83257,,1.8352,,1.8355,,1.78717,,1.78438,,1.83225,,1.78348,,1.84037,,1.87906,,1.92401,,1.87281,,1.83786,,1.84137,,1.78991,,1.84666,,1.78908,
23,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000013634&dataset=UVA_HIV-1Tg_PFC_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_PFC_rlog_0720,ENSRNOG00000013634,Myd88,"MYD88, innate immune signal transduction adaptor",,N/A,8,119.0744,Not available,301059,N/A,,-,,,119.0744,119.078768,,,,,,6.664197067419688,6.66002,,6.43167,,6.62439,,6.67136,,6.79453,,6.74081,,6.70451,,6.70802,,6.72948,,6.74301,,6.71863,,6.68662,,6.5637,,6.72164,,6.56517,,6.69745,,6.79114,,6.61261,,6.62805,,6.75992,,6.68741,,6.65354,,6.7433,,6.64956,,6.69457,,6.82172,,6.69466,,6.55815,,6.62901,,6.68657,,6.67154,,6.50669,,6.65735,,6.60293,,6.91324,,6.60673,,6.67622,,6.64515,,6.68692,,6.68325,,6.67659,,6.56456,,6.58399,,6.76707,,6.59813,,6.54876,,6.64841,,6.47274,
24,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000024257&dataset=UVA_HIV-1Tg_PFC_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_PFC_rlog_0720,ENSRNOG00000024257,Irgc,immunity related GTPase cinema,,N/A,1,80.020136,"Ifgge, Irgc1, RGD1311107",308428,N/A,,-,,,80.020136,80.023813,,,,,,2.0371330256263414,1.85943,,2.04721,,2.03288,,2.05357,,2.10073,,1.99518,,2.05304,,1.98508,,2.07042,,2.07215,,1.98045,,2.08339,,1.85433,,1.91058,,2.17165,,1.86666,,1.93594,,1.92637,,1.85317,,2.07465,,2.15808,,2.05862,,2.03485,,2.10928,,2.02133,,1.97286,,2.04214,,2.05755,,2.01893,,1.88101,,2.0102,,1.98424,,2.09209,,2.85681,,2.34269,,2.0116,,1.91954,,2.04165,,2.04659,,2.01459,,2.05158,,2.02424,,2.04808,,2.02439,,1.9909,,2.08071,,2.02296,,1.93801,
25,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000017220&dataset=UVA_HIV-1Tg_Str_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_Str_rlog_0720,ENSRNOG00000017220,Tcirg1,"T-cell immune regulator 1, ATPase H+ transporting V0 subunit A3",,N/A,1,201.126898,"OC116, TIRC7",293650,N/A,,-,,,201.126898,201.13876,,,,,,8.401507953802744,8.32617,,8.52971,,8.47375,,8.5693,,8.2091,,8.11138,,8.50937,,8.39677,,8.60768,,8.32422,,8.50948,,8.34365,,8.48061,,8.47389,,8.517,,8.48148,,8.43442,,8.51989,,8.6194,,8.55305,,8.25478,,8.13128,,8.36854,,8.68236,,8.46917,,8.35358,,8.08863,,8.30285,,8.53017,,8.35479,,8.06751,,8.54508,,8.28689,,8.38671,,8.43399,,8.36508,,8.47538,,8.42133,,8.16624,,8.45102,,8.28906,,8.10888,,8.5202,,8.47313,,8.47055,,8.399,,8.46005,,8.4258,
