"Export Date: December 11, 2024"
Export Time: 12:36 GMT
Exported Row Number: 10000
"Funding for The GeneNetwork: NIGMS (R01 GM123489, 2017-2026), NIDA (P30 DA044223, 2017-2022), NIA (R01AG043930, 2013-2018), NIAAA (U01 AA016662, U01 AA013499, U24 AA013513, U01 AA014425, 2006-2017), NIDA/NIMH/NIAAA (P20-DA 21131, 2001-2012), NCI MMHCC (U01CA105417), NCRR/BIRN (U24 RR021760)"

Index,URL,Species,Group,Dataset,Record ID,Symbol,Description,ProbeTarget,PubMed_ID,Chr,Mb,Alias,Gene_ID,Homologene_ID,UniGene_ID,Strand_Probe,Probe_set_specificity,Probe_set_BLAT_score,Probe_set_BLAT_Mb_start,Probe_set_BLAT_Mb_end,QTL_Chr,QTL_Mb,Locus_at_Peak,Max_LRS,P_value_of_MAX,Mean_Expression,45155503,45155503_SE,41820003,41820003_SE,43909203,43909203_SE,49890204,49890204_SE,40064203,40064203_SE,23382903,23382903_SE,49426003,49426003_SE,49689904,49689904_SE,41128603,41128603_SE,42133304,42133304_SE,47691204,47691204_SE,44213303,44213303_SE,49890203,49890203_SE,44213304,44213304_SE,41199203,41199203_SE,45863803,45863803_SE,45863804,45863804_SE,22441003,22441003_SE,23712603,23712603_SE,23712604,23712604_SE,41199204,41199204_SE,40205203,40205203_SE,48485704,48485704_SE,42018003,42018003_SE,45994303,45994303_SE,41050803,41050803_SE,45423103,45423103_SE,44632003,44632003_SE,47384403,47384403_SE,41128604,41128604_SE,46247703,46247703_SE,49413503,49413503_SE,47197204,47197204_SE,49413504,49413504_SE,41453704,41453704_SE,47950003,47950003_SE,43306403,43306403_SE,22518103,22518103_SE,22518104,22518104_SE,23054204,23054204_SE,41807703,41807703_SE,41807704,41807704_SE,26600304,26600304_SE,23717104,23717104_SE,24355404,24355404_SE,22727103,22727103_SE,23979003,23979003_SE,23979004,23979004_SE,47691203,47691203_SE,48386303,48386303_SE,43551804,43551804_SE,47950004,47950004_SE,44875103,44875103_SE,47956604,47956604_SE,47183003,47183003_SE,23442304,23442304_SE,24855604,24855604_SE,20350003,20350003_SE,45249904,45249904_SE,49148603,49148603_SE,45155504,45155504_SE,46493903,46493903_SE,40290103,40290103_SE,27197703,27197703_SE,20580903,20580903_SE,20580904,20580904_SE,26042104,26042104_SE,22955103,22955103_SE,22955104,22955104_SE,20890503,20890503_SE,26042103,26042103_SE,21563204,21563204_SE,43671603,43671603_SE,47839104,47839104_SE,48590203,48590203_SE,26904903,26904903_SE,26904904,26904904_SE,21633303,21633303_SE,21633304,21633304_SE,26540304,26540304_SE,49086804,49086804_SE,42087703,42087703_SE,42087704,42087704_SE,41820004,41820004_SE,27202803,27202803_SE,27202804,27202804_SE,27348203,27348203_SE,27348204,27348204_SE,24665704,24665704_SE,43973203,43973203_SE,48590204,48590204_SE,41998104,41998104_SE,46625204,46625204_SE,22386903,22386903_SE,22386904,22386904_SE,22116104,22116104_SE,46903604,46903604_SE,49536104,49536104_SE,49536103,49536103_SE,45173904,45173904_SE,49426004,49426004_SE,24288503,24288503_SE,40991104,40991104_SE,44627004,44627004_SE,26437803,26437803_SE,45103504,45103504_SE,43306404,43306404_SE,43909204,43909204_SE,48443003,48443003_SE,47839103,47839103_SE,40015403,40015403_SE,42193703,42193703_SE,41998103,41998103_SE,22441004,22441004_SE,23734003,23734003_SE,23442303,23442303_SE,20350004,20350004_SE,24183803,24183803_SE,24183804,24183804_SE,21563203,21563203_SE,25056704,25056704_SE,25095603,25095603_SE,20882003,20882003_SE,24665703,24665703_SE,22343103,22343103_SE,23717103,23717103_SE,48443004,48443004_SE,45672703,45672703_SE,49148604,49148604_SE,46955004,46955004_SE,23382904,23382904_SE,21533403,21533403_SE,21533404,21533404_SE,48386304,48386304_SE,20710104,20710104_SE,23731903,23731903_SE,26356204,26356204_SE,22343104,22343104_SE,25754603,25754603_SE,22713203,22713203_SE,25754604,25754604_SE,22713204,22713204_SE,22667703,22667703_SE,22667704,22667704_SE,26446604,26446604_SE,22461003,22461003_SE,22491304,22491304_SE,22461004,22461004_SE,20810703,20810703_SE,26437804,26437804_SE,26446603,26446603_SE,22727104,22727104_SE,26390303,26390303_SE,26390304,26390304_SE,24355403,24355403_SE,21055003,21055003_SE,21055004,21055004_SE,25232603,25232603_SE,21955503,21955503_SE,25232604,25232604_SE,21955504,21955504_SE,23096704,23096704_SE,25292303,25292303_SE,24948503,24948503_SE,22656504,22656504_SE,24874903,24874903_SE,20005604,20005604_SE,22656503,22656503_SE
11,https://genenetwork.org/show_trait?trait_id=ILMN_2186137&dataset=GSE77350_Hu_T_CD8_norm_0621,human,EBV_T_Cells_PERKINS,GSE77350_Hu_T_CD8_norm_0621,ILMN_2186137,RRAD,Ras-related associated with diabetes (RRAD),,N/A,16,65.513318,"RAD, RAD1, REM3",6236,N/A,,-,,,65.513318,65.513367,,,,,,6.022166836829412,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
12,https://genenetwork.org/show_trait?trait_id=ILMN_1683179&dataset=GSE77350_Hu_T_CD8_norm_0621,human,EBV_T_Cells_PERKINS,GSE77350_Hu_T_CD8_norm_0621,ILMN_1683179,RRAD,Ras-related associated with diabetes (RRAD),,N/A,16,65.513576,"RAD, RAD1, REM3",6236,N/A,,-,,,65.513576,65.513625,,,,,,5.9047290200278875,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
13,https://genenetwork.org/show_trait?trait_id=ILMN_2186137&dataset=GSE77350_Hu_EBV_basal_0621,human,EBV_T_Cells_PERKINS,GSE77350_Hu_EBV_basal_0621,ILMN_2186137,RRAD,Ras-related associated with diabetes (RRAD),,N/A,16,65.513318,"RAD, RAD1, REM3",6236,N/A,,-,,,65.513318,65.513367,,,,,,7.730889410075575,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
14,https://genenetwork.org/show_trait?trait_id=ILMN_1683179&dataset=GSE77350_Hu_EBV_basal_0621,human,EBV_T_Cells_PERKINS,GSE77350_Hu_EBV_basal_0621,ILMN_1683179,RRAD,Ras-related associated with diabetes (RRAD),,N/A,16,65.513576,"RAD, RAD1, REM3",6236,N/A,,-,,,65.513576,65.513625,,,,,,7.411310143990092,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
15,https://genenetwork.org/show_trait?trait_id=ILMN_2186137&dataset=GSE77350_Hu_EBV_stim_0621,human,EBV_T_Cells_PERKINS,GSE77350_Hu_EBV_stim_0621,ILMN_2186137,RRAD,Ras-related associated with diabetes (RRAD),,N/A,16,65.513318,"RAD, RAD1, REM3",6236,N/A,,-,,,65.513318,65.513367,,,,,,7.632422223383067,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
16,https://genenetwork.org/show_trait?trait_id=ILMN_1683179&dataset=GSE77350_Hu_EBV_stim_0621,human,EBV_T_Cells_PERKINS,GSE77350_Hu_EBV_stim_0621,ILMN_1683179,RRAD,Ras-related associated with diabetes (RRAD),,N/A,16,65.513576,"RAD, RAD1, REM3",6236,N/A,,-,,,65.513576,65.513625,,,,,,7.350256795785865,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
17,https://genenetwork.org/show_trait?trait_id=ILMN_1792955&dataset=GSE77350_Hu_T_CD4_norm_0621,human,EBV_T_Cells_PERKINS,GSE77350_Hu_T_CD4_norm_0621,ILMN_1792955,IRGQ,"immunity-related GTPase family, Q (IRGQ)",,N/A,19,48.788038,"FKSG27, IRGQ1",126298,N/A,,-,,,48.788038,48.788087,,,,,,6.127928425283993,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
18,https://genenetwork.org/show_trait?trait_id=ILMN_1792955&dataset=GSE77350_Hu_T_CD8_norm_0621,human,EBV_T_Cells_PERKINS,GSE77350_Hu_T_CD8_norm_0621,ILMN_1792955,IRGQ,"immunity-related GTPase family, Q (IRGQ)",,N/A,19,48.788038,"FKSG27, IRGQ1",126298,N/A,,-,,,48.788038,48.788087,,,,,,6.0281136603582475,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
19,https://genenetwork.org/show_trait?trait_id=ILMN_1838319&dataset=GSE77350_Hu_T_CD4_norm_0621,human,EBV_T_Cells_PERKINS,GSE77350_Hu_T_CD4_norm_0621,ILMN_1838319,LOC730249,similar to Immune-responsive protein 1 (LOC730249),,N/A,13,76.430479,"CAD, IRG1",730249,N/A,,+,,,76.430479,76.430528,,,,,,6.157307077856625,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
20,https://genenetwork.org/show_trait?trait_id=ILMN_1838319&dataset=GSE77350_Hu_T_CD8_norm_0621,human,EBV_T_Cells_PERKINS,GSE77350_Hu_T_CD8_norm_0621,ILMN_1838319,LOC730249,similar to Immune-responsive protein 1 (LOC730249),,N/A,13,76.430479,"CAD, IRG1",730249,N/A,,+,,,76.430479,76.430528,,,,,,6.105680783589681,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
21,https://genenetwork.org/show_trait?trait_id=ILMN_1792955&dataset=GSE77350_Hu_EBV_basal_0621,human,EBV_T_Cells_PERKINS,GSE77350_Hu_EBV_basal_0621,ILMN_1792955,IRGQ,"immunity-related GTPase family, Q (IRGQ)",,N/A,19,48.788038,"FKSG27, IRGQ1",126298,N/A,,-,,,48.788038,48.788087,,,,,,6.731615290783419,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
22,https://genenetwork.org/show_trait?trait_id=ILMN_1792955&dataset=GSE77350_Hu_EBV_stim_0621,human,EBV_T_Cells_PERKINS,GSE77350_Hu_EBV_stim_0621,ILMN_1792955,IRGQ,"immunity-related GTPase family, Q (IRGQ)",,N/A,19,48.788038,"FKSG27, IRGQ1",126298,N/A,,-,,,48.788038,48.788087,,,,,,6.756084422675931,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
23,https://genenetwork.org/show_trait?trait_id=ILMN_1838319&dataset=GSE77350_Hu_EBV_basal_0621,human,EBV_T_Cells_PERKINS,GSE77350_Hu_EBV_basal_0621,ILMN_1838319,LOC730249,similar to Immune-responsive protein 1 (LOC730249),,N/A,13,76.430479,"CAD, IRG1",730249,N/A,,+,,,76.430479,76.430528,,,,,,6.773678741832771,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
