"Export Date: December 11, 2024"
Export Time: 12:36 GMT
Exported Row Number: 10000
"Funding for The GeneNetwork: NIGMS (R01 GM123489, 2017-2026), NIDA (P30 DA044223, 2017-2022), NIA (R01AG043930, 2013-2018), NIAAA (U01 AA016662, U01 AA013499, U24 AA013513, U01 AA014425, 2006-2017), NIDA/NIMH/NIAAA (P20-DA 21131, 2001-2012), NCI MMHCC (U01CA105417), NCRR/BIRN (U24 RR021760)"

Index,URL,Species,Group,Dataset,Record ID,Symbol,Description,ProbeTarget,PubMed_ID,Chr,Mb,Alias,Gene_ID,Homologene_ID,UniGene_ID,Strand_Probe,Probe_set_specificity,Probe_set_BLAT_score,Probe_set_BLAT_Mb_start,Probe_set_BLAT_Mb_end,QTL_Chr,QTL_Mb,Locus_at_Peak,Max_LRS,P_value_of_MAX,Mean_Expression,C57BL/6J,C57BL/6J_SE,BTBRT<+>tf/J,BTBRT<+>tf/J_SE,B6BTBRF1,B6BTBRF1_SE,BTBRB6F1,BTBRB6F1_SE,CASE2,CASE2_SE,CASE12,CASE12_SE,CASE16,CASE16_SE,CASE22,CASE22_SE,CASE44,CASE44_SE,CASE45,CASE45_SE,CASE46,CASE46_SE,CASE48,CASE48_SE,CASE57,CASE57_SE,CASE61,CASE61_SE,CASE72,CASE72_SE,CASE75,CASE75_SE,CASE78,CASE78_SE,CASE100,CASE100_SE,CASE105,CASE105_SE,CASE111,CASE111_SE,CASE112,CASE112_SE,CASE116,CASE116_SE,CASE123,CASE123_SE,CASE130,CASE130_SE,CASE134,CASE134_SE,CASE136,CASE136_SE,CASE148,CASE148_SE,CASE153,CASE153_SE,CASE156,CASE156_SE,CASE157,CASE157_SE,CASE159,CASE159_SE,CASE165,CASE165_SE,CASE167,CASE167_SE,CASE169,CASE169_SE,CASE173,CASE173_SE,CASE183,CASE183_SE,CASE184,CASE184_SE,CASE186,CASE186_SE,CASE190,CASE190_SE,CASE194,CASE194_SE,CASE198,CASE198_SE,CASE200,CASE200_SE,CASE207,CASE207_SE,CASE209,CASE209_SE,CASE210,CASE210_SE,CASE212,CASE212_SE,CASE223,CASE223_SE,CASE224,CASE224_SE,CASE228,CASE228_SE,CASE234,CASE234_SE,CASE235,CASE235_SE,CASE248,CASE248_SE,CASE253,CASE253_SE,CASE254,CASE254_SE,CASE260,CASE260_SE,CASE264,CASE264_SE,CASE266,CASE266_SE,CASE268,CASE268_SE,CASE270,CASE270_SE,CASE285,CASE285_SE,CASE309,CASE309_SE,CASE310,CASE310_SE,CASE317,CASE317_SE,CASE318,CASE318_SE,CASE324,CASE324_SE,CASE327,CASE327_SE,CASE328,CASE328_SE,CASE332,CASE332_SE,CASE343,CASE343_SE,CASE413,CASE413_SE,CASE416,CASE416_SE,CASE418,CASE418_SE,CASE419,CASE419_SE,CASE438,CASE438_SE,CASE439,CASE439_SE,CASE440,CASE440_SE,CASE444,CASE444_SE,CASE455,CASE455_SE,CASE458,CASE458_SE,CASE472,CASE472_SE,CASE473,CASE473_SE,CASE474,CASE474_SE,CASE479,CASE479_SE,CASE484,CASE484_SE,CASE486,CASE486_SE,CASE489,CASE489_SE,CASE491,CASE491_SE,CASE493,CASE493_SE,CASE495,CASE495_SE,CASE499,CASE499_SE,CASE501,CASE501_SE,CASE513,CASE513_SE,CASE517,CASE517_SE,CASE518,CASE518_SE,CASE523,CASE523_SE,CASE537,CASE537_SE,CASE548,CASE548_SE,CASE549,CASE549_SE,CASE550,CASE550_SE,CASE553,CASE553_SE,CASE554,CASE554_SE,CASE559,CASE559_SE,CASE560,CASE560_SE,CASE564,CASE564_SE,CASE566,CASE566_SE,CASE575,CASE575_SE,CASE585,CASE585_SE,CASE605,CASE605_SE,CASE608,CASE608_SE,CASE615,CASE615_SE,CASE617,CASE617_SE,CASE620,CASE620_SE,CASE694,CASE694_SE,CASE722,CASE722_SE
11,https://genenetwork.org/show_trait?trait_id=1430332_a_at_A&dataset=LVF2_M_0704_M,mouse,B6BTBRF2,LVF2_M_0704_M,1430332_a_at_A,Gusb,"glucuronidase, beta; exons 2 and 4",exons 2 and 4,N/A,5,129.999926,"Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,7.9,158.0,129.999926,130.000793,,,D9Mit21,11.375480305948798,0.103,7.95496666666667,x,x,x,x,x,x,x,x,8.047,,8.624,,x,x,7.802,,7.226,,x,x,7.688,,x,x,x,x,8.261,,x,x,x,x,x,x,7.808,,8.036,,7.916,,x,x,x,x,7.553,,x,x,x,x,x,x,x,x,x,x,7.886,,x,x,x,x,8.006,,8.302,,x,x,7.746,,x,x,x,x,7.581,,8.155,,8.039,,x,x,8.333,,8.628,,8.07,,x,x,6.962,,6.935,,8.583,,x,x,x,x,x,x,x,x,8.69,,7.856,,7.731,,8.111,,x,x,x,x,x,x,x,x,x,x,7.984,,7.548,,8.118,,8.256,,8.222,,x,x,x,x,7.401,,x,x,7.272,,x,x,8.199,,7.259,,x,x,7.282,,x,x,7.938,,8.644,,8.199,,x,x,7.751,,8.417,,8.109,,8.184,,8.288,,x,x,7.884,,x,x,8.498,,x,x,7.368,,7.617,,x,x,8.38,,x,x,x,x,8.005,,x,x,8.229,,8.352,,7.666,,7.878,,x,x,7.938,,x,x,x,x,x,x,8.051,,7.475,,7.778,,8.533,,x,x,x,x
12,https://genenetwork.org/show_trait?trait_id=1430332_a_at_A&dataset=LVF2_M_0704_R,mouse,B6BTBRF2,LVF2_M_0704_R,1430332_a_at_A,Gusb,"glucuronidase, beta; exons 2 and 4",exons 2 and 4,N/A,5,129.999926,"Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,7.9,158.0,129.999926,130.000793,,,D2Mit241,9.868184111632841,0.236,6.5545,x,x,x,x,x,x,x,x,6.366,,6.545,,x,x,6.49,,6.382,,x,x,6.446,,x,x,x,x,6.8,,x,x,x,x,x,x,6.414,,6.571,,7.232,,x,x,x,x,6.164,,x,x,x,x,x,x,x,x,x,x,6.99,,x,x,x,x,6.306,,6.592,,x,x,6.173,,x,x,x,x,6.601,,6.639,,6.515,,x,x,6.448,,6.959,,6.435,,x,x,6.155,,5.895,,6.901,,x,x,x,x,x,x,x,x,7.011,,6.505,,6.199,,6.534,,x,x,x,x,x,x,x,x,x,x,6.572,,6.254,,6.727,,6.853,,6.909,,x,x,x,x,6.235,,x,x,6.154,,x,x,6.877,,6.096,,x,x,6.158,,x,x,6.64,,7.12,,6.729,,x,x,6.417,,6.938,,6.713,,6.803,,6.642,,x,x,6.012,,x,x,6.665,,x,x,6.256,,6.492,,x,x,6.623,,x,x,x,x,6.632,,x,x,6.616,,6.825,,6.533,,6.942,,x,x,6.764,,x,x,x,x,x,x,6.553,,6.274,,6.416,,6.562,,x,x,x,x
13,https://genenetwork.org/show_trait?trait_id=1422562_at_A&dataset=LVF2_M_0704_M,mouse,B6BTBRF2,LVF2_M_0704_M,1422562_at_A,Rrad,Ras-related associated with diabetes; last exon and 3' UTR,last exon and 3' UTR,N/A,8,104.628118,"REM3, Rad",56437,N/A,Mm.29467,-,12.1,242.0,104.628118,104.628628,14,21.873065,D14Mit126,14.959251153397698,0.016,4.39648333333333,x,x,x,x,x,x,x,x,3.926,,4.234,,x,x,4.222,,3.888,,x,x,4.244,,x,x,x,x,4.144,,x,x,x,x,x,x,4.105,,4.375,,4.356,,x,x,x,x,5.029,,x,x,x,x,x,x,x,x,x,x,4.718,,x,x,x,x,3.858,,4.93,,x,x,4.552,,x,x,x,x,3.805,,4.207,,4.141,,x,x,4.406,,4.478,,4.174,,x,x,4.559,,4.149,,4.294,,x,x,x,x,x,x,x,x,4.391,,3.817,,6.136,,3.751,,x,x,x,x,x,x,x,x,x,x,4.043,,3.973,,3.684,,4.603,,4.014,,x,x,x,x,4.171,,x,x,4.304,,x,x,4.119,,5.012,,x,x,4.059,,x,x,4.367,,4.936,,4.33,,x,x,3.642,,4.158,,4.537,,4.002,,3.688,,x,x,4.017,,x,x,3.775,,x,x,3.86,,4.346,,x,x,6.733,,x,x,x,x,4.038,,x,x,5.704,,5.995,,5.907,,4.041,,x,x,4.428,,x,x,x,x,x,x,4.389,,4.2,,4.209,,5.616,,x,x,x,x
14,https://genenetwork.org/show_trait?trait_id=1422562_at_A&dataset=LVF2_M_0704_R,mouse,B6BTBRF2,LVF2_M_0704_R,1422562_at_A,Rrad,Ras-related associated with diabetes; last exon and 3' UTR,last exon and 3' UTR,N/A,8,104.628118,"REM3, Rad",56437,N/A,Mm.29467,-,12.1,242.0,104.628118,104.628628,,,D13Mit126,12.0171114222809,0.087,6.45876666666667,x,x,x,x,x,x,x,x,6.554,,6.443,,x,x,6.36,,6.338,,x,x,6.788,,x,x,x,x,6.397,,x,x,x,x,x,x,6.311,,6.542,,6.448,,x,x,x,x,6.357,,x,x,x,x,x,x,x,x,x,x,6.408,,x,x,x,x,6.496,,6.746,,x,x,6.607,,x,x,x,x,6.075,,6.837,,6.787,,x,x,6.62,,6.418,,6.666,,x,x,6.2,,6.412,,6.537,,x,x,x,x,x,x,x,x,6.024,,6.491,,6.624,,6.233,,x,x,x,x,x,x,x,x,x,x,6.529,,6.149,,6.28,,6.488,,6.424,,x,x,x,x,6.618,,x,x,6.685,,x,x,6.364,,5.991,,x,x,6.559,,x,x,6.453,,6.254,,6.562,,x,x,5.974,,6.304,,6.428,,6.245,,6.43,,x,x,6.374,,x,x,6.288,,x,x,6.605,,6.888,,x,x,6.421,,x,x,x,x,6.534,,x,x,6.77,,6.502,,6.812,,6.276,,x,x,6.778,,x,x,x,x,x,x,6.625,,6.245,,6.489,,6.463,,x,x,x,x
15,https://genenetwork.org/show_trait?trait_id=1417395_at_A&dataset=LVF2_M_0704_M,mouse,B6BTBRF2,LVF2_M_0704_M,1417395_at_A,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); mid 3' UTR",mid 3' UTR,N/A,4,55.527985,"EZF, Gklf, Zie",16600,N/A,Mm.4325,-,1.3519553072625698,242.0,55.527985,55.527986,,,D15Mit16,8.776523204804871,0.382,7.86396666666667,x,x,x,x,x,x,x,x,7.451,,7.763,,x,x,7.835,,7.848,,x,x,8.095,,x,x,x,x,8.537,,x,x,x,x,x,x,7.939,,8.337,,7.901,,x,x,x,x,7.049,,x,x,x,x,x,x,x,x,x,x,7.158,,x,x,x,x,8.223,,8.602,,x,x,7.838,,x,x,x,x,7.36,,7.679,,7.918,,x,x,8.11,,8.047,,7.964,,x,x,7.644,,8.002,,7.133,,x,x,x,x,x,x,x,x,7.86,,7.946,,7.839,,7.62,,x,x,x,x,x,x,x,x,x,x,7.978,,8.47,,8.034,,8.04,,8.401,,x,x,x,x,7.574,,x,x,8.265,,x,x,7.754,,7.801,,x,x,7.524,,x,x,8.052,,7.899,,7.698,,x,x,8.576,,7.824,,7.8,,8.402,,7.043,,x,x,8.401,,x,x,8.2,,x,x,7.95,,8.125,,x,x,7.613,,x,x,x,x,8.317,,x,x,7.987,,6.712,,7.378,,7.617,,x,x,7.715,,x,x,x,x,x,x,8.088,,7.456,,7.209,,8.237,,x,x,x,x
16,https://genenetwork.org/show_trait?trait_id=1417395_at_A&dataset=LVF2_M_0704_R,mouse,B6BTBRF2,LVF2_M_0704_R,1417395_at_A,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); mid 3' UTR",mid 3' UTR,N/A,4,55.527985,"EZF, Gklf, Zie",16600,N/A,Mm.4325,-,1.3519553072625698,242.0,55.527985,55.527986,2,42.605485,D2Mit297,15.7647662725864,0.015,6.51975,x,x,x,x,x,x,x,x,6.612,,6.516,,x,x,6.547,,6.512,,x,x,6.704,,x,x,x,x,6.885,,x,x,x,x,x,x,6.487,,6.499,,6.548,,x,x,x,x,6.602,,x,x,x,x,x,x,x,x,x,x,6.393,,x,x,x,x,6.753,,6.939,,x,x,6.436,,x,x,x,x,6.487,,6.539,,6.544,,x,x,6.577,,6.532,,6.522,,x,x,6.259,,6.573,,6.509,,x,x,x,x,x,x,x,x,6.375,,6.346,,6.638,,6.32,,x,x,x,x,x,x,x,x,x,x,6.343,,6.705,,6.398,,6.474,,6.607,,x,x,x,x,6.69,,x,x,6.799,,x,x,6.51,,6.492,,x,x,6.588,,x,x,6.439,,6.543,,6.505,,x,x,6.492,,6.535,,6.796,,6.473,,6.183,,x,x,6.637,,x,x,6.594,,x,x,6.676,,6.258,,x,x,6.479,,x,x,x,x,6.449,,x,x,6.488,,6.3,,6.348,,6.116,,x,x,6.613,,x,x,x,x,x,x,6.596,,6.481,,6.518,,6.406,,x,x,x,x
17,https://genenetwork.org/show_trait?trait_id=1421509_at_A&dataset=LVF2_M_0704_M,mouse,B6BTBRF2,LVF2_M_0704_M,1421509_at_A,Sorcs1,VPS10 domain receptor protein SORCS 1 (type 2 diabetes); proximal 3' UTR,proximal 3' UTR,N/A,19,50.15042,"Sorcs, T2dm2",58178,N/A,Mm.313672,-,12.05,241.0,50.15042,50.150871,,,D17Mit122,8.22879759315509,0.462,5.82788333333333,x,x,x,x,x,x,x,x,5.318,,5.22,,x,x,5.335,,5.894,,x,x,7.042,,x,x,x,x,5.03,,x,x,x,x,x,x,6.072,,5.01,,5.666,,x,x,x,x,5.536,,x,x,x,x,x,x,x,x,x,x,5.962,,x,x,x,x,6.045,,5.835,,x,x,4.807,,x,x,x,x,5.794,,5.947,,7.325,,x,x,5.944,,5.679,,5.974,,x,x,7.573,,5.016,,4.605,,x,x,x,x,x,x,x,x,5.307,,5.665,,7.129,,7.508,,x,x,x,x,x,x,x,x,x,x,5.227,,5.718,,4.804,,5.523,,5.712,,x,x,x,x,5.404,,x,x,5.472,,x,x,5.241,,6.494,,x,x,8.03,,x,x,5.868,,5.445,,5.439,,x,x,7.59,,4.987,,4.882,,6.728,,5.172,,x,x,5.726,,x,x,5.532,,x,x,5.261,,6.06,,x,x,6.092,,x,x,x,x,5.642,,x,x,5.874,,8.203,,4.406,,5.864,,x,x,6.877,,x,x,x,x,x,x,4.664,,5.942,,5.86,,5.696,,x,x,x,x
18,https://genenetwork.org/show_trait?trait_id=1421509_at_A&dataset=LVF2_M_0704_R,mouse,B6BTBRF2,LVF2_M_0704_R,1421509_at_A,Sorcs1,VPS10 domain receptor protein SORCS 1 (type 2 diabetes); proximal 3' UTR,proximal 3' UTR,N/A,19,50.15042,"Sorcs, T2dm2",58178,N/A,Mm.313672,-,12.05,241.0,50.15042,50.150871,4,25.683239,D4Mit2,15.5982257705778,0.016,7.20285,x,x,x,x,x,x,x,x,7.112,,7.201,,x,x,7.219,,7.136,,x,x,7.383,,x,x,x,x,7.228,,x,x,x,x,x,x,7.24,,6.909,,7.113,,x,x,x,x,7.235,,x,x,x,x,x,x,x,x,x,x,7.254,,x,x,x,x,7.259,,7.247,,x,x,7.3,,x,x,x,x,7.085,,7.327,,7.478,,x,x,7.092,,7.211,,7.367,,x,x,7.25,,7.164,,7.224,,x,x,x,x,x,x,x,x,7.051,,7.155,,7.084,,7.185,,x,x,x,x,x,x,x,x,x,x,7.027,,7.135,,7.139,,7.164,,7.122,,x,x,x,x,7.379,,x,x,7.173,,x,x,7.095,,7.234,,x,x,7.353,,x,x,7.338,,7.226,,7.121,,x,x,7.422,,7.126,,7.204,,7.277,,7.13,,x,x,7.222,,x,x,7.095,,x,x,7.078,,7.346,,x,x,7.297,,x,x,x,x,7.107,,x,x,7.202,,7.282,,7.292,,7.154,,x,x,7.268,,x,x,x,x,x,x,7.165,,7.223,,7.078,,7.188,,x,x,x,x
19,https://genenetwork.org/show_trait?trait_id=1423529_at_A&dataset=LVF2_M_0704_M,mouse,B6BTBRF2,LVF2_M_0704_M,1423529_at_A,G6pc2,"glucose-6-phosphatase, catalytic, 2 (pancreatic, autoimmunity, diabetes associated); distal 3' UTR",distal 3' UTR,N/A,2,69.227347,"G6pc-rs, IGRP",14378,N/A,Mm.140768,+,12.35,247.0,69.227347,69.227823,,,D2Mit296,14.6582096001113,0.028,7.79096666666667,x,x,x,x,x,x,x,x,8.174,,7.894,,x,x,7.414,,7.722,,x,x,7.425,,x,x,x,x,8.131,,x,x,x,x,x,x,8.277,,7.571,,7.933,,x,x,x,x,7.715,,x,x,x,x,x,x,x,x,x,x,7.652,,x,x,x,x,7.899,,7.927,,x,x,7.769,,x,x,x,x,7.879,,7.85,,8.07,,x,x,7.504,,7.707,,7.924,,x,x,8.205,,7.884,,7.618,,x,x,x,x,x,x,x,x,7.284,,8.003,,8.181,,7.123,,x,x,x,x,x,x,x,x,x,x,8.078,,8.268,,7.785,,7.815,,7.4,,x,x,x,x,8.02,,x,x,8.006,,x,x,8.114,,7.976,,x,x,7.9,,x,x,7.838,,7.896,,8.134,,x,x,8.568,,7.853,,8.181,,7.003,,7.633,,x,x,7.428,,x,x,8.319,,x,x,7.934,,7.658,,x,x,7.581,,x,x,x,x,7.784,,x,x,7.477,,7.868,,7.409,,6.892,,x,x,7.068,,x,x,x,x,x,x,7.5,,8.025,,7.446,,7.866,,x,x,x,x
20,https://genenetwork.org/show_trait?trait_id=1423529_at_A&dataset=LVF2_M_0704_R,mouse,B6BTBRF2,LVF2_M_0704_R,1423529_at_A,G6pc2,"glucose-6-phosphatase, catalytic, 2 (pancreatic, autoimmunity, diabetes associated); distal 3' UTR",distal 3' UTR,N/A,2,69.227347,"G6pc-rs, IGRP",14378,N/A,Mm.140768,+,12.35,247.0,69.227347,69.227823,5,101.11289,D5Mit9,8.06447786975488,0.505,5.45331666666667,x,x,x,x,x,x,x,x,5.727,,5.456,,x,x,5.425,,5.623,,x,x,5.37,,x,x,x,x,5.352,,x,x,x,x,x,x,5.603,,5.214,,5.413,,x,x,x,x,5.27,,x,x,x,x,x,x,x,x,x,x,4.947,,x,x,x,x,5.438,,5.429,,x,x,5.591,,x,x,x,x,5.595,,5.403,,5.521,,x,x,5.321,,5.388,,5.64,,x,x,5.743,,5.43,,5.606,,x,x,x,x,x,x,x,x,5.31,,5.49,,5.723,,5.41,,x,x,x,x,x,x,x,x,x,x,5.743,,5.345,,5.331,,5.296,,5.525,,x,x,x,x,5.386,,x,x,5.64,,x,x,5.665,,5.347,,x,x,5.514,,x,x,5.649,,5.441,,5.389,,x,x,5.848,,5.479,,5.83,,5.155,,5.417,,x,x,5.209,,x,x,5.879,,x,x,5.417,,4.899,,x,x,5.353,,x,x,x,x,5.328,,x,x,5.619,,5.312,,5.658,,4.94,,x,x,5.645,,x,x,x,x,x,x,5.389,,5.513,,5.099,,5.501,,x,x,x,x
21,https://genenetwork.org/show_trait?trait_id=1448124_at_A&dataset=LVF2_M_0704_M,mouse,B6BTBRF2,LVF2_M_0704_M,1448124_at_A,Gusb,"glucuronidase, beta; last exon and 3' UTR",last exon and 3' UTR,N/A,5,129.989167,"Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,Mm.3317,-,11.35,227.0,129.989167,129.989593,13,110.563269,D13Mit76,9.936183903025771,0.228,10.0002166666667,x,x,x,x,x,x,x,x,10.219,,9.947,,x,x,10.32,,9.788,,x,x,9.936,,x,x,x,x,10.029,,x,x,x,x,x,x,9.954,,9.754,,9.959,,x,x,x,x,10.36,,x,x,x,x,x,x,x,x,x,x,9.77,,x,x,x,x,10.209,,10.068,,x,x,9.904,,x,x,x,x,10.134,,9.919,,9.983,,x,x,10.412,,9.965,,9.547,,x,x,9.93,,9.976,,9.913,,x,x,x,x,x,x,x,x,9.819,,9.817,,10.429,,10.061,,x,x,x,x,x,x,x,x,x,x,9.534,,10.044,,9.562,,10.193,,9.374,,x,x,x,x,9.952,,x,x,10.535,,x,x,9.685,,9.741,,x,x,10.17,,x,x,10.165,,10.043,,10.196,,x,x,9.906,,9.764,,10.224,,10.373,,9.981,,x,x,10.332,,x,x,10.139,,x,x,10.331,,10.25,,x,x,10.034,,x,x,x,x,9.766,,x,x,10.171,,9.557,,9.327,,9.81,,x,x,9.954,,x,x,x,x,x,x,10.346,,9.942,,10.281,,10.209,,x,x,x,x
22,https://genenetwork.org/show_trait?trait_id=1448124_at_A&dataset=LVF2_M_0704_R,mouse,B6BTBRF2,LVF2_M_0704_R,1448124_at_A,Gusb,"glucuronidase, beta; last exon and 3' UTR",last exon and 3' UTR,N/A,5,129.989167,"Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,Mm.3317,-,11.35,227.0,129.989167,129.989593,2,42.605485,D2Mit297,12.2784861911648,0.088,9.51218333333333,x,x,x,x,x,x,x,x,9.523,,9.479,,x,x,9.878,,9.316,,x,x,9.404,,x,x,x,x,9.197,,x,x,x,x,x,x,9.293,,9.288,,9.755,,x,x,x,x,9.451,,x,x,x,x,x,x,x,x,x,x,9.538,,x,x,x,x,9.367,,9.299,,x,x,9.432,,x,x,x,x,9.515,,9.406,,9.275,,x,x,9.684,,9.585,,9.033,,x,x,9.57,,9.351,,9.615,,x,x,x,x,x,x,x,x,9.753,,9.543,,9.557,,9.775,,x,x,x,x,x,x,x,x,x,x,9.498,,9.329,,9.524,,9.553,,9.597,,x,x,x,x,9.28,,x,x,9.607,,x,x,9.604,,9.269,,x,x,9.251,,x,x,9.559,,9.379,,9.734,,x,x,9.043,,9.67,,9.571,,9.996,,9.8,,x,x,9.431,,x,x,9.513,,x,x,9.409,,9.407,,x,x,9.596,,x,x,x,x,9.649,,x,x,9.685,,9.437,,9.252,,9.972,,x,x,9.925,,x,x,x,x,x,x,9.717,,9.51,,9.464,,9.618,,x,x,x,x
23,https://genenetwork.org/show_trait?trait_id=1417394_at_A&dataset=LVF2_M_0704_M,mouse,B6BTBRF2,LVF2_M_0704_M,1417394_at_A,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); mid 3' UTR",mid 3' UTR,N/A,4,55.527415,"EZF, Gklf, Zie, EZF, GKLF, KLF4",16600,N/A,Mm.4325,-,1.0541871921182302,214.0,55.527415,55.527727,,,D6Mit86,14.419830961697599,0.036,7.6502666666666705,x,x,x,x,x,x,x,x,7.789,,7.52,,x,x,7.756,,7.333,,x,x,8.215,,x,x,x,x,7.776,,x,x,x,x,x,x,6.644,,8.061,,7.554,,x,x,x,x,8.064,,x,x,x,x,x,x,x,x,x,x,7.06,,x,x,x,x,8.421,,8.009,,x,x,7.238,,x,x,x,x,7.301,,7.188,,8.29,,x,x,7.816,,7.845,,7.731,,x,x,7.6,,7.959,,7.507,,x,x,x,x,x,x,x,x,7.385,,7.588,,7.094,,8.063,,x,x,x,x,x,x,x,x,x,x,7.482,,7.443,,7.789,,7.753,,7.612,,x,x,x,x,7.836,,x,x,6.827,,x,x,8.224,,7.646,,x,x,8.102,,x,x,7.913,,8.008,,7.646,,x,x,7.747,,7.288,,8.147,,7.917,,7.977,,x,x,7.626,,x,x,7.272,,x,x,7.016,,7.268,,x,x,7.409,,x,x,x,x,7.562,,x,x,7.628,,7.479,,7.691,,7.363,,x,x,6.788,,x,x,x,x,x,x,7.749,,7.874,,7.529,,8.598,,x,x,x,x
24,https://genenetwork.org/show_trait?trait_id=1417394_at_A&dataset=LVF2_M_0704_R,mouse,B6BTBRF2,LVF2_M_0704_R,1417394_at_A,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); mid 3' UTR",mid 3' UTR,N/A,4,55.527415,"EZF, Gklf, Zie, EZF, GKLF, KLF4",16600,N/A,Mm.4325,-,1.0541871921182302,214.0,55.527415,55.527727,12,79.456952,D12Mit156,13.9521057803154,0.039,7.497416666666671,x,x,x,x,x,x,x,x,7.47,,7.44,,x,x,7.721,,7.348,,x,x,7.264,,x,x,x,x,7.454,,x,x,x,x,x,x,7.399,,7.688,,7.466,,x,x,x,x,7.764,,x,x,x,x,x,x,x,x,x,x,7.332,,x,x,x,x,7.663,,7.968,,x,x,7.507,,x,x,x,x,7.545,,7.194,,7.697,,x,x,7.706,,7.608,,7.459,,x,x,7.369,,7.719,,7.472,,x,x,x,x,x,x,x,x,7.287,,7.195,,7.727,,7.506,,x,x,x,x,x,x,x,x,x,x,7.497,,7.52,,7.572,,7.243,,7.534,,x,x,x,x,7.511,,x,x,7.507,,x,x,7.466,,7.533,,x,x,7.821,,x,x,7.403,,7.725,,7.407,,x,x,7.381,,7.337,,7.542,,7.678,,7.816,,x,x,7.54,,x,x,7.082,,x,x,7.01,,7.682,,x,x,7.311,,x,x,x,x,7.545,,x,x,7.215,,7.399,,7.292,,7.524,,x,x,7.408,,x,x,x,x,x,x,7.469,,7.488,,7.783,,7.636,,x,x,x,x
25,https://genenetwork.org/show_trait?trait_id=1456950_at_B&dataset=LVF2_M_0704_M,mouse,B6BTBRF2,LVF2_M_0704_M,1456950_at_B,Alms1,"Alstrom syndrome 1 (pigmentary retinopathy, deafness, cardiomyopathy, obesity, diabetes); four of last six exons",four of last six exons,N/A,6,85.696716,"ALSS, ALMS, KIAA0328",236266,N/A,Mm.246967,+,7.55,151.0,85.696716,85.696717,,,D10Mit35,10.283705891197,0.187,7.90465,x,x,x,x,x,x,x,x,6.483,,8.383,,x,x,7.332,,7.655,,x,x,7.131,,x,x,x,x,8.274,,x,x,x,x,x,x,8.754,,8.244,,8.639,,x,x,x,x,8.291,,x,x,x,x,x,x,x,x,x,x,8.389,,x,x,x,x,8.35,,6.076,,x,x,8.474,,x,x,x,x,8.71,,8.262,,8.252,,x,x,8.069,,7.876,,8.575,,x,x,7.806,,8.431,,8.531,,x,x,x,x,x,x,x,x,6.326,,8.261,,8.137,,7.288,,x,x,x,x,x,x,x,x,x,x,8.082,,8.549,,8.486,,7.962,,7.783,,x,x,x,x,7.183,,x,x,8.061,,x,x,6.415,,8.04,,x,x,7.501,,x,x,8.603,,7.801,,8.233,,x,x,7.87,,8.032,,8.185,,8.321,,8.898,,x,x,6.408,,x,x,6.437,,x,x,8.2,,6.551,,x,x,8.434,,x,x,x,x,8.926,,x,x,7.358,,6.532,,8.202,,8.422,,x,x,8.478,,x,x,x,x,x,x,7.976,,7.051,,8.438,,7.862,,x,x,x,x
26,https://genenetwork.org/show_trait?trait_id=1456950_at_B&dataset=LVF2_M_0704_R,mouse,B6BTBRF2,LVF2_M_0704_R,1456950_at_B,Alms1,"Alstrom syndrome 1 (pigmentary retinopathy, deafness, cardiomyopathy, obesity, diabetes); four of last six exons",four of last six exons,N/A,6,85.696716,"ALSS, ALMS, KIAA0328",236266,N/A,Mm.246967,+,7.55,151.0,85.696716,85.696717,14,30.481498,D14Mit14,20.9486295062811,0.002,8.40866666666667,x,x,x,x,x,x,x,x,8.257,,8.309,,x,x,8.155,,8.337,,x,x,8.464,,x,x,x,x,8.539,,x,x,x,x,x,x,8.492,,8.479,,8.316,,x,x,x,x,8.679,,x,x,x,x,x,x,x,x,x,x,8.403,,x,x,x,x,8.462,,8.359,,x,x,8.423,,x,x,x,x,8.546,,8.453,,8.338,,x,x,8.367,,8.393,,8.442,,x,x,8.43,,8.528,,8.455,,x,x,x,x,x,x,x,x,8.215,,8.256,,8.423,,8.125,,x,x,x,x,x,x,x,x,x,x,8.364,,8.496,,8.282,,8.369,,8.431,,x,x,x,x,8.481,,x,x,8.543,,x,x,8.412,,8.575,,x,x,8.272,,x,x,8.491,,8.332,,8.489,,x,x,8.494,,8.383,,8.442,,8.218,,8.397,,x,x,8.228,,x,x,8.367,,x,x,8.391,,8.363,,x,x,8.435,,x,x,x,x,8.524,,x,x,8.328,,8.41,,8.499,,8.397,,x,x,8.584,,x,x,x,x,x,x,8.418,,8.373,,8.6,,8.487,,x,x,x,x
