"Export Date: December 11, 2024"
Export Time: 12:36 GMT
Exported Row Number: 10000
"Funding for The GeneNetwork: NIGMS (R01 GM123489, 2017-2026), NIDA (P30 DA044223, 2017-2022), NIA (R01AG043930, 2013-2018), NIAAA (U01 AA016662, U01 AA013499, U24 AA013513, U01 AA014425, 2006-2017), NIDA/NIMH/NIAAA (P20-DA 21131, 2001-2012), NCI MMHCC (U01CA105417), NCRR/BIRN (U24 RR021760)"

Index,URL,Species,Group,Dataset,Record ID,Symbol,Description,ProbeTarget,PubMed_ID,Chr,Mb,Alias,Gene_ID,Homologene_ID,UniGene_ID,Strand_Probe,Probe_set_specificity,Probe_set_BLAT_score,Probe_set_BLAT_Mb_start,Probe_set_BLAT_Mb_end,QTL_Chr,QTL_Mb,Locus_at_Peak,Max_LRS,P_value_of_MAX,Mean_Expression,Rep1DS,Rep1DS_SE,Rep2DE,Rep2DE_SE,Rep3NDS,Rep3NDS_SE,Rep4NDE,Rep4NDE_SE,Rep5DS,Rep5DS_SE,Rep6DE,Rep6DE_SE,Rep7NDS,Rep7NDS_SE,Rep8NDE,Rep8NDE_SE,Rep9DS,Rep9DS_SE,Rep10DE,Rep10DE_SE,Rep11NDS,Rep11NDS_SE,Rep12NDE,Rep12NDE_SE,Rep13DS,Rep13DS_SE,Rep14DE,Rep14DE_SE,Rep15NDS,Rep15NDS_SE,Rep16NDE,Rep16NDE_SE
12,https://genenetwork.org/show_trait?trait_id=10513012&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10513012,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor)",,N/A,4,55.531672,"Klf4, RP23-322L22.2, EZF, Gklf, Zie",16600,N/A,,-,0.0,0.0,55.531672,55.531728,,,,,,7.33106255531311,7.026,,7.416,,7.249,,7.28,,7.452,,7.135,,7.537,,7.186,,7.714,,7.284,,7.012,,7.628,,7.238,,7.058,,7.48,,7.602,
13,https://genenetwork.org/show_trait?trait_id=10513013&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10513013,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor)",,N/A,4,55.532011,"Klf4, RP23-322L22.2, EZF, Gklf, Zie",16600,N/A,,-,0.0,0.0,55.532011,55.532161,,,,,,6.489687532186508,6.065,,6.731,,6.448,,5.857,,6.214,,6.665,,6.914,,6.863,,6.517,,6.671,,6.864,,7.091,,6.413,,6.275,,6.361,,5.886,
14,https://genenetwork.org/show_trait?trait_id=10513014&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10513014,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor)",,N/A,4,55.532229,"Klf4, RP23-322L22.2, EZF, Gklf, Zie",16600,N/A,,-,0.0,0.0,55.532229,55.532286,,,,,,8.890000104904175,8.862,,8.909,,8.812,,8.723,,8.82,,8.619,,8.994,,9.018,,8.72,,8.835,,8.935,,8.992,,8.809,,9.046,,9.192,,8.954,
15,https://genenetwork.org/show_trait?trait_id=10513015&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10513015,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor)",,N/A,4,55.532376,"Klf4, RP23-322L22.2, EZF, Gklf, Zie",16600,N/A,,-,0.0,0.0,55.532376,55.532407,,,,,,9.669187605381012,9.522,,9.434,,9.589,,9.842,,9.979,,9.353,,9.744,,9.718,,9.573,,9.758,,9.593,,9.786,,9.585,,9.827,,9.904,,9.5,
16,https://genenetwork.org/show_trait?trait_id=10534103&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10534103,Gusb,"glucuronidase, beta",,N/A,5,129.989542,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.989542,129.989662,,,,,,6.534437537193298,6.468,,6.44,,5.979,,6.485,,6.755,,6.0,,7.021,,6.329,,6.322,,6.405,,6.664,,7.033,,6.788,,6.588,,6.618,,6.656,
17,https://genenetwork.org/show_trait?trait_id=10534104&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10534104,Gusb,"glucuronidase, beta",,N/A,5,129.990048,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.990048,129.990151,,,,,,5.620187491178513,6.213,,5.734,,5.609,,5.725,,5.75,,4.926,,5.958,,5.323,,5.103,,5.845,,5.649,,5.614,,5.792,,5.153,,5.615,,5.914,
18,https://genenetwork.org/show_trait?trait_id=10534105&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10534105,Gusb,"glucuronidase, beta",,N/A,5,129.993424,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.993424,129.993498,,,,,,5.674374997615814,6.814,,5.606,,5.86,,5.88,,5.335,,5.782,,5.202,,5.125,,6.847,,5.585,,5.693,,5.557,,5.516,,5.003,,5.194,,5.791,
19,https://genenetwork.org/show_trait?trait_id=10534106&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10534106,Gusb,"glucuronidase, beta",,N/A,5,129.995448,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.995448,129.995499,,,,,,6.382687479257584,6.896,,5.701,,6.623,,6.75,,5.291,,6.95,,6.428,,6.686,,6.937,,6.916,,7.016,,6.191,,6.264,,5.977,,6.734,,4.763,
20,https://genenetwork.org/show_trait?trait_id=10534107&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10534107,Gusb,"glucuronidase, beta",,N/A,5,129.997787,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.997787,129.99791,,,,,,7.998812675476074,8.374,,8.001,,7.859,,7.911,,7.819,,8.145,,8.06,,7.727,,8.055,,7.822,,7.657,,8.053,,8.189,,8.204,,8.015,,8.09,
21,https://genenetwork.org/show_trait?trait_id=10534108&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10534108,Gusb,"glucuronidase, beta",,N/A,5,129.998032,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.998032,129.998154,,,,,,8.031500041484833,8.016,,7.768,,7.794,,7.885,,7.889,,7.5,,8.183,,8.133,,8.038,,8.269,,8.072,,8.113,,8.194,,8.274,,8.255,,8.121,
22,https://genenetwork.org/show_trait?trait_id=10534109&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10534109,Gusb,"glucuronidase, beta",,N/A,5,129.998413,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.998413,129.99851,,,,,,6.837374985218048,7.266,,6.086,,7.262,,6.547,,6.887,,7.342,,6.572,,6.723,,7.797,,7.049,,6.705,,5.927,,6.908,,6.709,,6.808,,6.81,
23,https://genenetwork.org/show_trait?trait_id=10534110&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10534110,Gusb,"glucuronidase, beta",,N/A,5,129.999044,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.999044,129.999253,,,,,,6.821562558412552,6.918,,7.386,,6.747,,6.735,,6.809,,6.143,,6.672,,7.06,,7.292,,6.466,,6.703,,6.984,,5.971,,6.983,,7.176,,7.1,
24,https://genenetwork.org/show_trait?trait_id=10534111&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10534111,Gusb,"glucuronidase, beta",,N/A,5,129.999372,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.999372,129.999508,,,,,,8.098437458276749,8.48,,8.187,,7.705,,7.973,,8.343,,8.475,,6.886,,7.961,,8.147,,8.292,,8.207,,8.169,,7.785,,8.287,,8.209,,8.469,
25,https://genenetwork.org/show_trait?trait_id=10534112&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10534112,Gusb,"glucuronidase, beta",,N/A,5,129.999543,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.999543,129.999595,,,,,,5.461812496185303,5.124,,4.293,,5.31,,6.007,,5.289,,5.355,,5.895,,4.837,,5.197,,5.569,,5.87,,5.178,,5.841,,5.412,,6.085,,6.127,
26,https://genenetwork.org/show_trait?trait_id=10534113&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10534113,Gusb,"glucuronidase, beta",,N/A,5,129.999702,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.999702,129.999765,,,,,,8.101562470197678,7.675,,8.032,,7.935,,7.899,,8.543,,8.508,,8.09,,7.941,,8.183,,8.271,,7.977,,8.207,,7.796,,8.263,,8.5,,7.805,
27,https://genenetwork.org/show_trait?trait_id=10534114&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10534114,Gusb,"glucuronidase, beta",,N/A,5,129.999987,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.999987,130.000069,,,,,,8.022062510251999,8.088,,8.241,,8.061,,7.962,,7.967,,7.994,,7.996,,7.811,,8.22,,8.137,,8.04,,8.023,,7.753,,7.893,,7.978,,8.189,
28,https://genenetwork.org/show_trait?trait_id=10534116&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10534116,Gusb,"glucuronidase, beta",,N/A,5,130.000366,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,130.000366,130.000449,,,,,,8.577249884605408,8.886,,8.436,,8.8,,8.517,,8.546,,8.922,,8.611,,8.601,,8.966,,8.505,,8.259,,8.427,,8.37,,8.342,,8.346,,8.702,
29,https://genenetwork.org/show_trait?trait_id=10534117&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10534117,Gusb,"glucuronidase, beta",,N/A,5,130.000809,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,130.000809,130.000923,,,,,,8.182999849319458,8.414,,8.233,,8.217,,7.845,,8.215,,8.289,,8.159,,8.063,,8.214,,8.365,,8.219,,8.203,,7.97,,7.99,,8.341,,8.191,
30,https://genenetwork.org/show_trait?trait_id=10534118&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10534118,Gusb,"glucuronidase, beta",,N/A,5,130.002613,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,130.002613,130.002815,,,,,,8.766437411308289,8.679,,8.763,,8.761,,8.643,,8.866,,8.865,,8.726,,8.607,,8.913,,8.702,,8.77,,8.759,,8.679,,8.575,,8.787,,9.168,
31,https://genenetwork.org/show_trait?trait_id=10534119&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10534119,Gusb,"glucuronidase, beta",,N/A,5,130.002896,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,130.002896,130.00296,,,,,,5.657187521457672,5.317,,6.287,,6.064,,5.952,,5.391,,4.986,,5.884,,6.072,,4.834,,6.259,,5.238,,4.716,,5.504,,6.193,,6.464,,5.354,
32,https://genenetwork.org/show_trait?trait_id=10534102&dataset=ScrBXDACC4G0513,mouse,Scripps-2013,ScrBXDACC4G0513,10534102,Gusb,"glucuronidase, beta",,N/A,5,129.989011,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.989011,130.002965,,,,,,8.036124974489212,8.224,,8.035,,7.969,,7.985,,7.987,,8.067,,8.021,,7.874,,8.136,,8.134,,8.035,,8.016,,7.89,,7.914,,8.118,,8.173,
33,https://genenetwork.org/show_trait?trait_id=10513008&dataset=ScrBXDACC4G0513,mouse,Scripps-2013,ScrBXDACC4G0513,10513008,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor)",,N/A,4,55.527143,"Klf4, RP23-322L22.2, EZF, Gklf, Zie",16600,N/A,,-,0.0,0.0,55.527143,55.532466,,,,,,7.512250006198883,7.514,,7.551,,7.538,,7.451,,7.639,,7.323,,7.638,,7.459,,7.561,,7.533,,7.373,,7.694,,7.44,,7.569,,7.461,,7.452,
34,https://genenetwork.org/show_trait?trait_id=10550932&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10550932,Irgq,"immunity-related GTPase family, Q",,N/A,7,24.53075,"Irgq, Fksg27, AF322649, FKSG27, Irgq1",210146,N/A,,+,0.0,0.0,24.53075,24.530904,,,,,,6.406875014305115,6.384,,6.44,,6.241,,6.516,,6.617,,6.399,,6.59,,6.653,,6.538,,7.146,,5.422,,6.713,,6.583,,5.564,,6.261,,6.443,
35,https://genenetwork.org/show_trait?trait_id=10550933&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10550933,Irgq,"immunity-related GTPase family, Q",,N/A,7,24.531397,"Irgq, Fksg27, AF322649, FKSG27, Irgq1",210146,N/A,,+,0.0,0.0,24.531397,24.531868,,,,,,7.874312520027161,7.983,,7.8,,7.975,,7.867,,7.819,,7.851,,7.768,,7.914,,8.041,,7.766,,7.748,,7.96,,7.733,,8.043,,7.899,,7.822,
36,https://genenetwork.org/show_trait?trait_id=10550934&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10550934,Irgq,"immunity-related GTPase family, Q",,N/A,7,24.533319,"Irgq, Fksg27, AF322649, FKSG27, Irgq1",210146,N/A,,+,0.0,0.0,24.533319,24.538445,,,,,,7.8063749969005585,7.905,,7.619,,7.827,,7.865,,7.959,,7.831,,7.637,,7.842,,7.765,,7.84,,7.792,,7.826,,7.835,,7.647,,7.757,,7.955,
37,https://genenetwork.org/show_trait?trait_id=10550931&dataset=ScrBXDACC4G0513,mouse,Scripps-2013,ScrBXDACC4G0513,10550931,Irgq,"immunity-related GTPase family, Q",,N/A,7,24.530689,"Irgq, Fksg27, AF322649, FKSG27, Irgq1",210146,N/A,,+,0.0,0.0,24.530689,24.5386,,,,,,8.288687348365784,8.416,,8.221,,8.355,,8.316,,8.288,,8.287,,8.122,,8.405,,8.374,,8.337,,8.2,,8.35,,8.292,,8.162,,8.242,,8.252,
38,https://genenetwork.org/show_trait?trait_id=10560857&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10560857,Irgc1,"immunity-related GTPase family, cinema 1",,N/A,7,24.431984,"Irgc1, F630044M05Rik, Gm1102, Gm474, Iigp5, Irgc",210145,N/A,,-,0.0,0.0,24.431984,24.432152,,,,,,6.605187475681305,6.313,,6.309,,6.58,,6.475,,6.539,,6.556,,6.713,,6.759,,6.312,,6.626,,6.677,,6.523,,6.559,,6.807,,6.965,,6.97,
39,https://genenetwork.org/show_trait?trait_id=10560858&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10560858,Irgc1,"immunity-related GTPase family, cinema 1",,N/A,7,24.432183,"Irgc1, F630044M05Rik, Gm1102, Gm474, Iigp5, Irgc",210145,N/A,,-,0.0,0.0,24.432183,24.433323,,,,,,7.046125024557114,6.909,,6.776,,6.906,,7.575,,6.928,,6.757,,7.072,,7.247,,7.249,,7.267,,6.914,,6.883,,7.244,,7.005,,7.063,,6.943,
40,https://genenetwork.org/show_trait?trait_id=10560859&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10560859,Irgc1,"immunity-related GTPase family, cinema 1",,N/A,7,24.433416,"Irgc1, F630044M05Rik, Gm1102, Gm474, Iigp5, Irgc",210145,N/A,,-,0.0,0.0,24.433416,24.433446,,,,,,5.148812532424927,5.278,,5.251,,5.238,,4.893,,4.586,,5.224,,5.707,,4.348,,5.918,,5.047,,5.043,,4.477,,5.449,,5.602,,4.388,,5.932,
41,https://genenetwork.org/show_trait?trait_id=10560860&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10560860,Irgc1,"immunity-related GTPase family, cinema 1",,N/A,7,24.435831,"Irgc1, F630044M05Rik, Gm1102, Gm474, Iigp5, Irgc",210145,N/A,,-,0.0,0.0,24.435831,24.435934,,,,,,6.461625009775162,6.138,,6.54,,6.547,,6.28,,6.844,,5.613,,6.3,,6.147,,6.437,,6.585,,6.537,,7.179,,6.02,,6.346,,7.013,,6.86,
42,https://genenetwork.org/show_trait?trait_id=10560861&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10560861,Irgc1,"immunity-related GTPase family, cinema 1",,N/A,7,24.445527,"Irgc1, F630044M05Rik, Gm1102, Gm474, Iigp5, Irgc",210145,N/A,,-,0.0,0.0,24.445527,24.445642,,,,,,7.233125001192093,7.286,,7.004,,7.113,,7.221,,7.255,,7.349,,7.397,,7.364,,6.78,,7.017,,7.12,,7.531,,7.255,,7.015,,7.495,,7.528,
43,https://genenetwork.org/show_trait?trait_id=10560856&dataset=ScrBXDACC4G0513,mouse,Scripps-2013,ScrBXDACC4G0513,10560856,Irgc1,"immunity-related GTPase family, cinema 1",,N/A,7,24.431926,"Irgc1, F630044M05Rik, Gm1102, Gm474, Iigp5, Irgc",210145,N/A,,-,0.0,0.0,24.431926,24.445682,,,,,,7.322749972343445,7.258,,7.2,,7.303,,7.224,,7.26,,7.226,,7.357,,7.356,,7.199,,7.297,,7.385,,7.444,,7.275,,7.4,,7.492,,7.488,
44,https://genenetwork.org/show_trait?trait_id=10376326&dataset=ScrBXDACC4G0513,mouse,Scripps-2013,ScrBXDACC4G0513,10376326,Irgm2,immunity-related GTPase family M member 2,,N/A,11,58.199556,"Irgm2, RP24-499A8.1, AI481100, GTPI, Iigp2, MGC102455",54396,N/A,,+,0.0,0.0,58.199556,58.222783,,,,,,8.311250030994415,11.751,,8.733,,7.42,,7.45,,9.423,,7.669,,7.096,,7.538,,9.386,,9.026,,7.517,,7.332,,8.358,,9.297,,7.689,,7.295,
45,https://genenetwork.org/show_trait?trait_id=10376331&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10376331,Irgm2,immunity-related GTPase family M member 2,,N/A,11,58.219533,"Irgm2, RP24-499A8.1, AI481100, GTPI, Iigp2, MGC102455",54396,N/A,,+,0.0,0.0,58.219533,58.222598,,,,,,8.001562595367432,10.929,,8.324,,7.254,,7.317,,8.862,,7.413,,6.889,,7.356,,8.855,,8.494,,7.206,,7.439,,7.998,,8.987,,7.513,,7.189,
46,https://genenetwork.org/show_trait?trait_id=10506302&dataset=ScrBXDACC4GEx0513,mouse,Scripps-2013,ScrBXDACC4GEx0513,10506302,Lepr,leptin receptor,,N/A,4,101.717479,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.717479,101.717658,,,,,,7.999874979257584,7.907,,7.646,,7.666,,7.69,,8.383,,8.121,,7.913,,8.3,,8.379,,7.751,,7.731,,8.228,,7.857,,8.109,,7.976,,8.341,
