"Export Date: December 11, 2024"
Export Time: 12:36 GMT
Exported Row Number: 10000
"Funding for The GeneNetwork: NIGMS (R01 GM123489, 2017-2026), NIDA (P30 DA044223, 2017-2022), NIA (R01AG043930, 2013-2018), NIAAA (U01 AA016662, U01 AA013499, U24 AA013513, U01 AA014425, 2006-2017), NIDA/NIMH/NIAAA (P20-DA 21131, 2001-2012), NCI MMHCC (U01CA105417), NCRR/BIRN (U24 RR021760)"

Index,URL,Species,Group,Dataset,Record ID,Symbol,Description,ProbeTarget,PubMed_ID,Chr,Mb,Alias,Gene_ID,Homologene_ID,UniGene_ID,Strand_Probe,Probe_set_specificity,Probe_set_BLAT_score,Probe_set_BLAT_Mb_start,Probe_set_BLAT_Mb_end,QTL_Chr,QTL_Mb,Locus_at_Peak,Max_LRS,P_value_of_MAX,Mean_Expression,AKR/J,AKR/J_SE,DBA/2J,DBA/2J_SE,AKF1,AKF1_SE,KAF1,KAF1_SE,AKXD1,AKXD1_SE,AKXD2,AKXD2_SE,AKXD3,AKXD3_SE,AKXD6,AKXD6_SE,AKXD7,AKXD7_SE,AKXD8,AKXD8_SE,AKXD9,AKXD9_SE,AKXD10,AKXD10_SE,AKXD11,AKXD11_SE,AKXD12,AKXD12_SE,AKXD13,AKXD13_SE,AKXD14,AKXD14_SE,AKXD15,AKXD15_SE,AKXD16,AKXD16_SE,AKXD18,AKXD18_SE,AKXD20,AKXD20_SE,AKXD21,AKXD21_SE,AKXD22,AKXD22_SE,AKXD23,AKXD23_SE,AKXD24,AKXD24_SE,AKXD25,AKXD25_SE,AKXD26,AKXD26_SE,AKXD27,AKXD27_SE,AKXD28,AKXD28_SE
16,https://genenetwork.org/show_trait?trait_id=1417395_at_A&dataset=MA_M_0704_R,mouse,AKXD,MA_M_0704_R,1417395_at_A,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); mid 3' UTR",mid 3' UTR,N/A,4,55.527985,"EZF, Gklf, Zie",16600,N/A,Mm.4325,-,1.3519553072625698,242.0,55.527985,55.527986,,,CEL-7_88140553,16.801978124285903,0.028,7.8187648148888895,x,x,x,x,x,x,x,x,x,x,7.991,,7.70433,,x,x,8.09267,,x,x,7.58367,,7.81567,,7.733,,x,x,7.85367,,7.46367,,x,x,8.19633,,7.907,,7.68567,,7.35533,,8.01,,8.01533,,7.94167,,7.8305,,x,x,7.8596,,7.69867,
17,https://genenetwork.org/show_trait?trait_id=1421509_at_A&dataset=MA_M_0704_M,mouse,AKXD,MA_M_0704_M,1421509_at_A,Sorcs1,VPS10 domain receptor protein SORCS 1 (type 2 diabetes); proximal 3' UTR,proximal 3' UTR,N/A,19,50.15042,"Sorcs, T2dm2",58178,N/A,Mm.313672,-,12.05,241.0,50.15042,50.150871,5,20.266752,gnf05.014.723,14.9534834085337,0.123,5.76202314811111,x,x,x,x,x,x,x,x,x,x,5.9075,,4.45333,,x,x,5.90233,,x,x,4.84733,,5.859,,5.713,,x,x,5.132,,6.07033,,x,x,6.55333,,4.868,,6.17,,5.88133,,5.00967,,6.88467,,6.16767,,5.82625,,x,x,6.562,,5.90867,
18,https://genenetwork.org/show_trait?trait_id=1421509_at_A&dataset=MA_M_0704_R,mouse,AKXD,MA_M_0704_R,1421509_at_A,Sorcs1,VPS10 domain receptor protein SORCS 1 (type 2 diabetes); proximal 3' UTR,proximal 3' UTR,N/A,19,50.15042,"Sorcs, T2dm2",58178,N/A,Mm.313672,-,12.05,241.0,50.15042,50.150871,,,rs13482605,8.49617415571822,0.856,6.35430648144444,x,x,x,x,x,x,x,x,x,x,6.3495,,6.328,,x,x,6.36333,,x,x,6.30933,,6.281,,6.38133,,x,x,6.337,,6.41733,,x,x,6.53133,,6.27167,,6.43867,,6.362,,6.205,,6.411,,6.29667,,6.28175,,x,x,6.4126,,6.4,
19,https://genenetwork.org/show_trait?trait_id=1423529_at_A&dataset=MA_M_0704_M,mouse,AKXD,MA_M_0704_M,1423529_at_A,G6pc2,"glucose-6-phosphatase, catalytic, 2 (pancreatic, autoimmunity, diabetes associated); distal 3' UTR",distal 3' UTR,N/A,2,69.227347,"G6pc-rs, IGRP",14378,N/A,Mm.140768,+,12.35,247.0,69.227347,69.227823,1,151.137795,gnf01.148.750,8.84129519937559,0.721,6.37775555555556,x,x,x,x,x,x,x,x,x,x,6.4245,,5.87367,,x,x,6.26867,,x,x,6.798,,6.37667,,6.22333,,x,x,5.91367,,6.414,,x,x,6.46333,,5.47067,,6.46733,,6.361,,6.65133,,7.04067,,6.58733,,6.6165,,x,x,6.2176,,6.63133,
20,https://genenetwork.org/show_trait?trait_id=1423529_at_A&dataset=MA_M_0704_R,mouse,AKXD,MA_M_0704_R,1423529_at_A,G6pc2,"glucose-6-phosphatase, catalytic, 2 (pancreatic, autoimmunity, diabetes associated); distal 3' UTR",distal 3' UTR,N/A,2,69.227347,"G6pc-rs, IGRP",14378,N/A,Mm.140768,+,12.35,247.0,69.227347,69.227823,14,50.441183,rs13482176,4.45728523564112,0.865,4.948271296222219,x,x,x,x,x,x,x,x,x,x,5.027,,4.85967,,x,x,4.85733,,x,x,5.00633,,4.95633,,4.658,,x,x,4.70333,,4.838,,x,x,4.76133,,4.654,,4.837,,5.037,,4.933,,6.52933,,5.03,,4.66175,,x,x,4.7528,,4.96667,
21,https://genenetwork.org/show_trait?trait_id=1448124_at_A&dataset=MA_M_0704_M,mouse,AKXD,MA_M_0704_M,1448124_at_A,Gusb,"glucuronidase, beta; last exon and 3' UTR",last exon and 3' UTR,N/A,5,129.989167,"Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,Mm.3317,-,11.35,227.0,129.989167,129.989593,12,84.531872,rs13481566,15.3692560016069,0.194,10.4835361105556,x,x,x,x,x,x,x,x,x,x,10.702,,10.3793,,x,x,10.7043,,x,x,10.2667,,10.3407,,10.4063,,x,x,10.4237,,10.307,,x,x,10.4133,,10.5257,,10.4237,,10.3533,,10.725,,10.7883,,10.4723,,10.4132,,x,x,10.6344,,10.4243,
22,https://genenetwork.org/show_trait?trait_id=1448124_at_A&dataset=MA_M_0704_R,mouse,AKXD,MA_M_0704_R,1448124_at_A,Gusb,"glucuronidase, beta; last exon and 3' UTR",last exon and 3' UTR,N/A,5,129.989167,"Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,Mm.3317,-,11.35,227.0,129.989167,129.989593,3,40.358477,rs13477072,16.819815894821,0.078,10.32215,x,x,x,x,x,x,x,x,x,x,10.5945,,10.238,,x,x,10.5707,,x,x,10.3003,,10.2073,,10.2297,,x,x,10.226,,10.1957,,x,x,10.205,,10.4367,,10.2907,,10.2973,,10.6033,,10.1583,,10.4207,,10.044,,x,x,10.4542,,10.3263,
23,https://genenetwork.org/show_trait?trait_id=1417394_at_A&dataset=MA_M_0704_M,mouse,AKXD,MA_M_0704_M,1417394_at_A,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); mid 3' UTR",mid 3' UTR,N/A,4,55.527415,"EZF, Gklf, Zie, EZF, GKLF, KLF4",16600,N/A,Mm.4325,-,1.0541871921182302,214.0,55.527415,55.527727,,,CEL-7_88140553,13.1576701817693,0.215,8.69057314816667,x,x,x,x,x,x,x,x,x,x,9.0075,,8.519,,x,x,8.76267,,x,x,8.54533,,8.585,,8.47333,,x,x,8.75467,,8.35467,,x,x,9.19833,,8.71067,,8.58433,,8.283,,8.811,,9.22533,,8.80767,,8.70075,,x,x,8.7454,,8.36167,
24,https://genenetwork.org/show_trait?trait_id=1417394_at_A&dataset=MA_M_0704_R,mouse,AKXD,MA_M_0704_R,1417394_at_A,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); mid 3' UTR",mid 3' UTR,N/A,4,55.527415,"EZF, Gklf, Zie, EZF, GKLF, KLF4",16600,N/A,Mm.4325,-,1.0541871921182302,214.0,55.527415,55.527727,,,CEL-7_88140553,17.1826507776859,0.0649999999999999,8.017841666722221,x,x,x,x,x,x,x,x,x,x,8.4115,,7.739,,x,x,8.197,,x,x,7.88567,,7.92367,,7.819,,x,x,8.108,,7.61633,,x,x,8.584,,8.02633,,7.745,,7.59367,,8.219,,8.489,,8.15167,,8.18025,,x,x,8.1064,,7.52567,
25,https://genenetwork.org/show_trait?trait_id=1456950_at_B&dataset=MA_M_0704_M,mouse,AKXD,MA_M_0704_M,1456950_at_B,Alms1,"Alstrom syndrome 1 (pigmentary retinopathy, deafness, cardiomyopathy, obesity, diabetes); four of last six exons",four of last six exons,N/A,6,85.696716,"ALSS, ALMS, KIAA0328",236266,N/A,Mm.246967,+,7.55,151.0,85.696716,85.696717,1,88.786027,D1Mit440,10.9464740430612,0.389,8.30801388888889,x,x,x,x,x,x,x,x,x,x,8.406,,8.35467,,x,x,8.269,,x,x,8.26,,8.34233,,8.30967,,x,x,8.39533,,8.33267,,x,x,8.37,,8.32867,,8.29067,,8.157,,8.44033,,8.06333,,8.26233,,8.19025,,x,x,8.283,,8.489,
26,https://genenetwork.org/show_trait?trait_id=1456950_at_B&dataset=MA_M_0704_R,mouse,AKXD,MA_M_0704_R,1456950_at_B,Alms1,"Alstrom syndrome 1 (pigmentary retinopathy, deafness, cardiomyopathy, obesity, diabetes); four of last six exons",four of last six exons,N/A,6,85.696716,"ALSS, ALMS, KIAA0328",236266,N/A,Mm.246967,+,7.55,151.0,85.696716,85.696717,,,gnf12.068.951,10.787502883949001,0.568,7.91971296294444,x,x,x,x,x,x,x,x,x,x,7.9035,,7.93367,,x,x,7.9,,x,x,7.867,,8.07767,,7.77333,,x,x,7.95267,,7.84233,,x,x,7.84467,,8.082,,7.84033,,7.83233,,8.00533,,8.061,,7.97433,,7.652,,x,x,7.955,,8.05767,
27,https://genenetwork.org/show_trait?trait_id=1420635_a_at_A&dataset=MA_M_0704_M,mouse,AKXD,MA_M_0704_M,1420635_a_at_A,Tcirg1,"T-cell, immune regulator 1",,N/A,19,3.896107,"ATP6N1C, ATP6a3, Atp6i, OC-116, OPTB1, Stv1, TIRC7, Vph1, oc",27060,N/A,Mm.271689,-,11.65,233.0,3.896107,3.897068,12,9.555074,rs3717661,5.8722564044052,0.569,10.2997092588889,x,x,x,x,x,x,x,x,x,x,10.461,,10.399,,x,x,10.4523,,x,x,10.2353,,10.2893,,10.336,,x,x,10.205,,10.124,,x,x,10.4287,,10.457,,10.4293,,10.2487,,10.505,,9.229,,10.4037,,10.3545,,x,x,10.4896,,10.3473,
28,https://genenetwork.org/show_trait?trait_id=1420635_a_at_A&dataset=MA_M_0704_R,mouse,AKXD,MA_M_0704_R,1420635_a_at_A,Tcirg1,"T-cell, immune regulator 1",,N/A,19,3.896107,"ATP6N1C, ATP6a3, Atp6i, OC-116, OPTB1, Stv1, TIRC7, Vph1, oc",27060,N/A,Mm.271689,-,11.65,233.0,3.896107,3.897068,,,D2Mit238,5.58448460201481,0.575,9.96940370372222,x,x,x,x,x,x,x,x,x,x,10.145,,10.0787,,x,x,10.1477,,x,x,9.96267,,9.923,,9.97333,,x,x,9.887,,9.81867,,x,x,10.1123,,10.0883,,10.1123,,9.91267,,10.19,,8.83633,,10.0557,,10.097,,x,x,10.1106,,9.998,
29,https://genenetwork.org/show_trait?trait_id=1443678_at_B&dataset=MA_M_0704_M,mouse,AKXD,MA_M_0704_M,1443678_at_B,Alms1,"Alstrom syndrome 1 (pigmentary retinopathy, deafness, cardiomyopathy, obesity, diabetes); intron 10 (from EST AK140639)",intron 10 (from EST AK140639),N/A,6,85.634774,"ALSS, ALMS, KIAA0328, foz, aussie",236266,N/A,Mm.246967,+,5.55,111.0,85.634774,85.634902,8,117.545016,rs13480011,11.6206065051484,0.459,7.89173611111111,x,x,x,x,x,x,x,x,x,x,8.0995,,8.104,,x,x,8.22467,,x,x,8.25267,,7.94233,,7.216,,x,x,7.97767,,8.13067,,x,x,7.82833,,8.148,,7.91,,7.751,,7.66333,,7.716,,7.647,,7.55575,,x,x,7.389,,8.49533,
30,https://genenetwork.org/show_trait?trait_id=1443678_at_B&dataset=MA_M_0704_R,mouse,AKXD,MA_M_0704_R,1443678_at_B,Alms1,"Alstrom syndrome 1 (pigmentary retinopathy, deafness, cardiomyopathy, obesity, diabetes); intron 10 (from EST AK140639)",intron 10 (from EST AK140639),N/A,6,85.634774,"ALSS, ALMS, KIAA0328, foz, aussie",236266,N/A,Mm.246967,+,5.55,111.0,85.634774,85.634902,18,61.03338,rs13483390,9.237927313533659,0.636,8.11454999988889,x,x,x,x,x,x,x,x,x,x,8.171,,8.096,,x,x,8.094,,x,x,8.08267,,8.13033,,8.39933,,x,x,7.97833,,8.05933,,x,x,8.044,,8.22733,,8.18567,,8.22033,,7.94833,,8.15433,,7.95167,,8.1155,,x,x,8.1034,,8.10033,
31,https://genenetwork.org/show_trait?trait_id=1420284_at_A&dataset=MA_M_0704_M,mouse,AKXD,MA_M_0704_M,1420284_at_A,Bat4,HLA-B associated transcript 4 (immunity); last exon and 3' UTR,last exon and 3' UTR,N/A,17,35.124612,"NG5, G5, Bat4, Bat-4, D17H6S54E",81845,N/A,Mm.7405,+,0.0,169.0,35.124612,35.124814,4,23.985283,rs13477608,6.1604907366413,0.472,10.3683666659444,x,x,x,x,x,x,x,x,x,x,10.625,,10.4177,,x,x,10.453,,x,x,10.49,,10.4683,,10.6683,,x,x,10.3803,,10.6253,,x,x,10.6107,,10.2133,,10.1333,,10.34,,10.4487,,8.89867,,10.2823,,10.669,,x,x,10.3886,,10.518,
32,https://genenetwork.org/show_trait?trait_id=1420284_at_A&dataset=MA_M_0704_R,mouse,AKXD,MA_M_0704_R,1420284_at_A,Bat4,HLA-B associated transcript 4 (immunity); last exon and 3' UTR,last exon and 3' UTR,N/A,17,35.124612,"NG5, G5, Bat4, Bat-4, D17H6S54E",81845,N/A,Mm.7405,+,0.0,169.0,35.124612,35.124814,,,D2Mit238,6.35919620728471,0.297,10.752908333166701,x,x,x,x,x,x,x,x,x,x,10.86,,10.7893,,x,x,10.7407,,x,x,10.884,,10.745,,10.8793,,x,x,10.7447,,10.8577,,x,x,10.8393,,10.7383,,10.789,,10.6503,,10.7057,,9.85367,,10.733,,11.0907,,x,x,10.7936,,10.858,
33,https://genenetwork.org/show_trait?trait_id=1417793_at_A&dataset=MA_M_0704_M,mouse,AKXD,MA_M_0704_M,1417793_at_A,Irgm2,immunity-related GTPase family M member 2 (Chlamydia resistance); distal 3' UTR,distal 3' UTR,N/A,11,58.222186,"GTPI, Iigp2, AI481100, MGC102455, Irgm2",54396,N/A,Mm.33902,+,10.65,213.0,58.222186,58.222556,11,5.226907,D11Mit74,9.09586411318619,0.757,8.86347777783333,x,x,x,x,x,x,x,x,x,x,8.9485,,9.19267,,x,x,9.456,,x,x,9.35867,,8.25233,,8.06333,,x,x,9.02267,,8.10067,,x,x,8.87867,,9.01167,,9.024,,9.09567,,8.90867,,8.52833,,8.92933,,9.0385,,x,x,8.8596,,8.87333,
