chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	0	 Rasrelated associated with diabetes 
1	rs31868650	10809088	0	X	Y	0.278	-2.341072e+00	2.862479e+00	1.000000e-05	4.142725e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000023	-9	0	X	Y	0.274	-2.369729e+00	2.856457e+00	1.000000e-05	4.076045e-01	0	 Rasrelated associated with diabetes 
1	rs6360236	11083825	0	X	Y	0.274	-2.369729e+00	2.856457e+00	1.000000e-05	4.076045e-01	0	 Rasrelated associated with diabetes 
1	rs32740138	11416077	0	X	Y	0.275	-2.479525e+00	2.850468e+00	1.000000e-05	3.852613e-01	0	 Rasrelated associated with diabetes 
-9	rs249962268_01Mit1	-9	0	X	Y	0.275	-2.479525e+00	2.850468e+00	1.000000e-05	3.852613e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000280	-9	0	X	Y	0.275	-2.479525e+00	2.850468e+00	1.000000e-05	3.852613e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000024	-9	0	X	Y	0.270	-2.586496e+00	2.850710e+00	1.000000e-05	3.651689e-01	0	 Rasrelated associated with diabetes 
1	rs30991578	11793253	0	X	Y	0.271	-2.731111e+00	2.844337e+00	1.000000e-05	3.379453e-01	0	 Rasrelated associated with diabetes 
1	rs32347261	12740981	0	X	Y	0.271	-2.731111e+00	2.844337e+00	1.000000e-05	3.379453e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000292	-9	0	X	Y	0.271	-2.731111e+00	2.844337e+00	1.000000e-05	3.379453e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000025	-9	0	X	Y	0.259	-1.951179e+00	2.872670e+00	1.000000e-05	4.976662e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000306	-9	0	X	Y	0.259	-1.951179e+00	2.872670e+00	1.000000e-05	4.976662e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000026	-9	0	X	Y	0.262	-2.176478e+00	2.873181e+00	1.000000e-05	4.495003e-01	0	 Rasrelated associated with diabetes 
1	rs36585555	12938444	0	X	Y	0.262	-2.176478e+00	2.873181e+00	1.000000e-05	4.495003e-01	0	 Rasrelated associated with diabetes 
1	rs30477285	12994801	0	X	Y	0.263	-2.272647e+00	2.866463e+00	1.000000e-05	4.286706e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000308	-9	0	X	Y	0.263	-2.272647e+00	2.866463e+00	1.000000e-05	4.286706e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000027	-9	0	X	Y	0.266	-2.624237e+00	2.860543e+00	1.000000e-05	3.598783e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000309	-9	0	X	Y	0.264	-2.647046e+00	2.858793e+00	1.000000e-05	3.554316e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000028	-9	0	X	Y	0.264	-2.647046e+00	2.858793e+00	1.000000e-05	3.554316e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000317	-9	0	X	Y	0.264	-2.647046e+00	2.858793e+00	1.000000e-05	3.554316e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000318	-9	0	X	Y	0.267	-2.753941e+00	2.853929e+00	1.000000e-05	3.355544e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000029	-9	0	X	Y	0.267	-2.753941e+00	2.853929e+00	1.000000e-05	3.355544e-01	0	 Rasrelated associated with diabetes 
1	rs32223513	13055719	0	X	Y	0.267	-2.753941e+00	2.853929e+00	1.000000e-05	3.355544e-01	0	 Rasrelated associated with diabetes 
1	rs45688852	13073341	0	X	Y	0.267	-2.753941e+00	2.853929e+00	1.000000e-05	3.355544e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000030	-9	0	X	Y	0.267	-2.753941e+00	2.853929e+00	1.000000e-05	3.355544e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000327	-9	0	X	Y	0.267	-2.753941e+00	2.853929e+00	1.000000e-05	3.355544e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000328	-9	0	X	Y	0.266	-2.915791e+00	2.859342e+00	1.000000e-05	3.088995e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000031	-9	0	X	Y	0.266	-2.915791e+00	2.859342e+00	1.000000e-05	3.088995e-01	0	 Rasrelated associated with diabetes 
1	rs48988706	13842623	0	X	Y	0.266	-2.915791e+00	2.859342e+00	1.000000e-05	3.088995e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000329	-9	0	X	Y	0.265	-2.996264e+00	2.851121e+00	1.000000e-05	2.943806e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000032	-9	0	X	Y	0.263	-2.880943e+00	2.850096e+00	1.000000e-05	3.131408e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000330	-9	0	X	Y	0.263	-2.880943e+00	2.850096e+00	1.000000e-05	3.131408e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000033	-9	0	X	Y	0.261	-2.712306e+00	2.849508e+00	1.000000e-05	3.421506e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000034	-9	0	X	Y	0.261	-2.712306e+00	2.849508e+00	1.000000e-05	3.421506e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000339	-9	0	X	Y	0.250	-2.220274e+00	2.848390e+00	1.000000e-05	4.364790e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000340	-9	0	X	Y	0.250	-2.220274e+00	2.848390e+00	1.000000e-05	4.364790e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000035	-9	0	X	Y	0.252	-2.440335e+00	2.847740e+00	1.000000e-05	3.923526e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000343	-9	0	X	Y	0.261	-2.712306e+00	2.849508e+00	1.000000e-05	3.421506e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000036	-9	0	X	Y	0.261	-2.712306e+00	2.849508e+00	1.000000e-05	3.421506e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000344	-9	0	X	Y	0.261	-2.712306e+00	2.849508e+00	1.000000e-05	3.421506e-01	0	 Rasrelated associated with diabetes 
1	rs31710291	13855369	0	X	Y	0.263	-2.522118e+00	2.851543e+00	1.000000e-05	3.773441e-01	0	 Rasrelated associated with diabetes 
1	rs31794283	13860415	0	X	Y	0.263	-2.522118e+00	2.851543e+00	1.000000e-05	3.773441e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000345	-9	0	X	Y	0.263	-2.522118e+00	2.851543e+00	1.000000e-05	3.773441e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000037	-9	0	X	Y	0.265	-2.726986e+00	2.852271e+00	1.000000e-05	3.400166e-01	0	 Rasrelated associated with diabetes 
1	rs6296049	13890559	0	X	Y	0.265	-2.726986e+00	2.852271e+00	1.000000e-05	3.400166e-01	0	 Rasrelated associated with diabetes 
1	rs32381514	14567972	0	X	Y	0.265	-2.726986e+00	2.852271e+00	1.000000e-05	3.400166e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000346	-9	0	X	Y	0.265	-2.726986e+00	2.852271e+00	1.000000e-05	3.400166e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000038	-9	0	X	Y	0.262	-2.933818e+00	2.842252e+00	1.000000e-05	3.030321e-01	0	 Rasrelated associated with diabetes 
1	rs31577697	14576853	0	X	Y	0.262	-2.933818e+00	2.842252e+00	1.000000e-05	3.030321e-01	0	 Rasrelated associated with diabetes 
1	rs30996958	14748117	0	X	Y	0.262	-2.933818e+00	2.842252e+00	1.000000e-05	3.030321e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000364	-9	0	X	Y	0.262	-2.933818e+00	2.842252e+00	1.000000e-05	3.030321e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000039	-9	0	X	Y	0.264	-3.031542e+00	2.843217e+00	1.000000e-05	2.874109e-01	0	 Rasrelated associated with diabetes 
1	rs31574495	14753392	0	X	Y	0.264	-3.031542e+00	2.843217e+00	1.000000e-05	2.874109e-01	0	 Rasrelated associated with diabetes 
1	rs6291839	14797138	0	X	Y	0.266	-3.246964e+00	2.843843e+00	1.000000e-05	2.547190e-01	0	 Rasrelated associated with diabetes 
1	rs32105394	14909034	0	X	Y	0.266	-3.246964e+00	2.843843e+00	1.000000e-05	2.547190e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000366	-9	0	X	Y	0.266	-3.246964e+00	2.843843e+00	1.000000e-05	2.547190e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000368	-9	0	X	Y	0.268	-3.081941e+00	2.846499e+00	1.000000e-05	2.800455e-01	0	 Rasrelated associated with diabetes 
1	rs3088964	15206803	0	X	Y	0.268	-3.081941e+00	2.846499e+00	1.000000e-05	2.800455e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000370	-9	0	X	Y	0.268	-3.081941e+00	2.846499e+00	1.000000e-05	2.800455e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000040	-9	0	X	Y	0.271	-2.959084e+00	2.857313e+00	1.000000e-05	3.014450e-01	0	 Rasrelated associated with diabetes 
1	rs3678179	15508184	0	X	Y	0.271	-2.959084e+00	2.857313e+00	1.000000e-05	3.014450e-01	0	 Rasrelated associated with diabetes 
1	rs32109300	15817404	0	X	Y	0.271	-2.959084e+00	2.857313e+00	1.000000e-05	3.014450e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000041	-9	0	X	Y	0.271	-2.959084e+00	2.857313e+00	1.000000e-05	3.014450e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000387	-9	0	X	Y	0.271	-2.959084e+00	2.857313e+00	1.000000e-05	3.014450e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000042	-9	0	X	Y	0.265	-3.037557e+00	2.850934e+00	1.000000e-05	2.877611e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000043	-9	0	X	Y	0.263	-2.832357e+00	2.850303e+00	1.000000e-05	3.213891e-01	0	 Rasrelated associated with diabetes 
1	rs32127151	15981339	0	X	Y	0.263	-2.832357e+00	2.850303e+00	1.000000e-05	3.213891e-01	0	 Rasrelated associated with diabetes 
1	rs47275793	16106636	0	X	Y	0.263	-2.832357e+00	2.850303e+00	1.000000e-05	3.213891e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000403	-9	0	X	Y	0.263	-2.832357e+00	2.850303e+00	1.000000e-05	3.213891e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000044	-9	0	X	Y	0.259	-2.958369e+00	2.840977e+00	1.000000e-05	2.987967e-01	0	 Rasrelated associated with diabetes 
1	rs51394091	17255046	0	X	Y	0.259	-2.958369e+00	2.840977e+00	1.000000e-05	2.987967e-01	0	 Rasrelated associated with diabetes 
1	rs31817535	17259053	0	X	Y	0.259	-2.958369e+00	2.840977e+00	1.000000e-05	2.987967e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000404	-9	0	X	Y	0.259	-2.958369e+00	2.840977e+00	1.000000e-05	2.987967e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000045	-9	0	X	Y	0.259	-2.744191e+00	2.841891e+00	1.000000e-05	3.352264e-01	0	 Rasrelated associated with diabetes 
1	rs32171777	17395985	0	X	Y	0.259	-2.744191e+00	2.841891e+00	1.000000e-05	3.352264e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000405	-9	0	X	Y	0.259	-2.744191e+00	2.841891e+00	1.000000e-05	3.352264e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000046	-9	0	X	Y	0.257	-2.790519e+00	2.840768e+00	1.000000e-05	3.269566e-01	0	 Rasrelated associated with diabetes 
1	rs32043384	18168753	0	X	Y	0.257	-2.790519e+00	2.840768e+00	1.000000e-05	3.269566e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000419	-9	0	X	Y	0.257	-2.790519e+00	2.840768e+00	1.000000e-05	3.269566e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000047	-9	0	X	Y	0.255	-2.957525e+00	2.839350e+00	1.000000e-05	2.986581e-01	0	 Rasrelated associated with diabetes 
1	rs219716413	18496617	0	X	Y	0.255	-2.957525e+00	2.839350e+00	1.000000e-05	2.986581e-01	0	 Rasrelated associated with diabetes 
1	rs13475747	18605609	0	X	Y	0.255	-2.957525e+00	2.839350e+00	1.000000e-05	2.986581e-01	0	 Rasrelated associated with diabetes 
1	rs51820747	18790547	0	X	Y	0.255	-2.957525e+00	2.839350e+00	1.000000e-05	2.986581e-01	0	 Rasrelated associated with diabetes 
1	rs51700370	18823698	0	X	Y	0.257	-2.950050e-01	2.846529e+00	1.000000e-05	9.175460e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000433	-9	0	X	Y	0.257	-2.950050e-01	2.846529e+00	1.000000e-05	9.175460e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000434	-9	0	X	Y	0.254	-8.872079e-02	2.852531e+00	1.000000e-05	9.752142e-01	0	 Rasrelated associated with diabetes 
1	rs31772262	20623542	0	X	Y	0.254	-8.872079e-02	2.852531e+00	1.000000e-05	9.752142e-01	0	 Rasrelated associated with diabetes 
1	rs3670611	20633818	0	X	Y	0.252	1.233166e-01	2.852175e+00	1.000000e-05	9.655501e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000445	-9	0	X	Y	0.252	1.233166e-01	2.852175e+00	1.000000e-05	9.655501e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000048	-9	0	X	Y	0.252	4.720856e-01	2.852021e+00	1.000000e-05	8.686717e-01	0	 Rasrelated associated with diabetes 
1	rs36660068	20775218	0	X	Y	0.254	2.359581e-01	2.852496e+00	1.000000e-05	9.341447e-01	0	 Rasrelated associated with diabetes 
1	rs6404446	20784227	0	X	Y	0.254	2.359581e-01	2.852496e+00	1.000000e-05	9.341447e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000049	-9	0	X	Y	0.254	2.359581e-01	2.852496e+00	1.000000e-05	9.341447e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000499	-9	0	X	Y	0.254	2.359581e-01	2.852496e+00	1.000000e-05	9.341447e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000500	-9	0	X	Y	0.256	1.410091e-01	2.853107e+00	1.000000e-05	9.606242e-01	0	 Rasrelated associated with diabetes 
1	rs32101154	21591279	0	X	Y	0.256	1.410091e-01	2.853107e+00	1.000000e-05	9.606242e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000501	-9	0	X	Y	0.254	3.310188e-01	2.852456e+00	1.000000e-05	9.077144e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000050	-9	0	X	Y	0.252	3.029775e-01	2.852118e+00	1.000000e-05	9.154913e-01	0	 Rasrelated associated with diabetes 
1	rs6253968	21638464	0	X	Y	0.252	3.029775e-01	2.852118e+00	1.000000e-05	9.154913e-01	0	 Rasrelated associated with diabetes 
1	rs32315565	21640961	0	X	Y	0.252	3.029775e-01	2.852118e+00	1.000000e-05	9.154913e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000051	-9	0	X	Y	0.252	3.029775e-01	2.852118e+00	1.000000e-05	9.154913e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000511	-9	0	X	Y	0.252	3.029775e-01	2.852118e+00	1.000000e-05	9.154913e-01	0	 Rasrelated associated with diabetes 
1	rs31766107	22062131	0	X	Y	0.254	2.383684e-01	2.852495e+00	1.000000e-05	9.334735e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000512	-9	0	X	Y	0.254	2.383684e-01	2.852495e+00	1.000000e-05	9.334735e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000518	-9	0	X	Y	0.254	2.383684e-01	2.852495e+00	1.000000e-05	9.334735e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000052	-9	0	X	Y	0.255	5.585805e-01	2.859521e+00	1.000000e-05	8.452951e-01	0	 Rasrelated associated with diabetes 
1	rs46856073	22104486	0	X	Y	0.255	5.585805e-01	2.859521e+00	1.000000e-05	8.452951e-01	0	 Rasrelated associated with diabetes 
1	rs46249537	22104600	0	X	Y	0.255	5.585805e-01	2.859521e+00	1.000000e-05	8.452951e-01	0	 Rasrelated associated with diabetes 
1	rs31949292	22168405	0	X	Y	0.253	3.123504e-01	2.859209e+00	1.000000e-05	9.131025e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000519	-9	0	X	Y	0.253	3.123504e-01	2.859209e+00	1.000000e-05	9.131025e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000053	-9	0	X	Y	0.251	6.475410e-01	2.858735e+00	1.000000e-05	8.209992e-01	0	 Rasrelated associated with diabetes 
1	rs30499557	22400540	0	X	Y	0.251	6.475410e-01	2.858735e+00	1.000000e-05	8.209992e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000054	-9	0	X	Y	0.249	6.548503e-01	2.858727e+00	1.000000e-05	8.190133e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000055	-9	0	X	Y	0.248	-2.921844e+00	2.832032e+00	1.000000e-05	3.032672e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000520	-9	0	X	Y	0.243	-2.734092e+00	2.813809e+00	1.000000e-05	3.322141e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000056	-9	0	X	Y	0.243	-2.734092e+00	2.813809e+00	1.000000e-05	3.322141e-01	0	 Rasrelated associated with diabetes 
1	rs6316488	23145049	0	X	Y	0.243	-2.734092e+00	2.813809e+00	1.000000e-05	3.322141e-01	0	 Rasrelated associated with diabetes 
1	rs32400861	23152100	0	X	Y	0.248	-3.122244e+00	2.817537e+00	1.000000e-05	2.689314e-01	0	 Rasrelated associated with diabetes 
1	rs32597415	23379426	0	X	Y	0.248	-3.122244e+00	2.817537e+00	1.000000e-05	2.689314e-01	0	 Rasrelated associated with diabetes 
1	rs228543676	23495995	0	X	Y	0.250	-3.398959e+00	2.816060e+00	1.000000e-05	2.286492e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000521	-9	0	X	Y	0.250	-3.398959e+00	2.816060e+00	1.000000e-05	2.286492e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000057	-9	0	X	Y	0.234	-3.442263e+00	2.802101e+00	1.000000e-05	2.205040e-01	0	 Rasrelated associated with diabetes 
1	rs239824187	23576777	0	X	Y	0.234	-3.442263e+00	2.802101e+00	1.000000e-05	2.205040e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000058	-9	0	X	Y	0.234	-3.442263e+00	2.802101e+00	1.000000e-05	2.205040e-01	0	 Rasrelated associated with diabetes 
1	rs13475765	23815235	0	X	Y	0.236	-3.200875e+00	2.801749e+00	1.000000e-05	2.544272e-01	0	 Rasrelated associated with diabetes 
1	rs4222215	23996126	0	X	Y	0.236	-3.200875e+00	2.801749e+00	1.000000e-05	2.544272e-01	0	 Rasrelated associated with diabetes 
1	rs13475766	24109329	0	X	Y	0.236	-3.200875e+00	2.801749e+00	1.000000e-05	2.544272e-01	0	 Rasrelated associated with diabetes 
1	rs31567874	25237332	0	X	Y	0.236	-3.200875e+00	2.801749e+00	1.000000e-05	2.544272e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000059	-9	0	X	Y	0.236	-3.200875e+00	2.801749e+00	1.000000e-05	2.544272e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000060	-9	0	X	Y	0.248	-3.405775e+00	2.802740e+00	1.000000e-05	2.255249e-01	0	 Rasrelated associated with diabetes 
