chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	0	 Rasrelated associated with diabetes 
1	rs31574495	14753392	0	X	Y	0.264	-5.138632e+00	5.015969e+00	5.674243e+00	3.066740e-01	0	 Rasrelated associated with diabetes 
1	rs6291839	14797138	0	X	Y	0.266	-4.682390e+00	4.976888e+00	5.481638e+00	3.477596e-01	0	 Rasrelated associated with diabetes 
1	rs32105394	14909034	0	X	Y	0.266	-4.682390e+00	4.976888e+00	5.481638e+00	3.477596e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000366	-9	0	X	Y	0.266	-4.682390e+00	4.976888e+00	5.481638e+00	3.477596e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000368	-9	0	X	Y	0.268	-4.288175e+00	4.930434e+00	5.504782e+00	3.853323e-01	0	 Rasrelated associated with diabetes 
1	rs3088964	15206803	0	X	Y	0.268	-4.288175e+00	4.930434e+00	5.504782e+00	3.853323e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000370	-9	0	X	Y	0.268	-4.288175e+00	4.930434e+00	5.504782e+00	3.853323e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000040	-9	0	X	Y	0.271	-5.124672e+00	4.934534e+00	5.720045e+00	3.000897e-01	0	 Rasrelated associated with diabetes 
1	rs3678179	15508184	0	X	Y	0.271	-5.124672e+00	4.934534e+00	5.720045e+00	3.000897e-01	0	 Rasrelated associated with diabetes 
1	rs32109300	15817404	0	X	Y	0.271	-5.124672e+00	4.934534e+00	5.720045e+00	3.000897e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000041	-9	0	X	Y	0.271	-5.124672e+00	4.934534e+00	5.720045e+00	3.000897e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000387	-9	0	X	Y	0.271	-5.124672e+00	4.934534e+00	5.720045e+00	3.000897e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000042	-9	0	X	Y	0.265	-5.415607e+00	4.823196e+00	5.714171e+00	2.626574e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000043	-9	0	X	Y	0.263	-3.981816e+00	4.824955e+00	5.383741e+00	4.100640e-01	0	 Rasrelated associated with diabetes 
1	rs32127151	15981339	0	X	Y	0.263	-3.981816e+00	4.824955e+00	5.383741e+00	4.100640e-01	0	 Rasrelated associated with diabetes 
1	rs47275793	16106636	0	X	Y	0.263	-3.981816e+00	4.824955e+00	5.383741e+00	4.100640e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000403	-9	0	X	Y	0.263	-3.981816e+00	4.824955e+00	5.383741e+00	4.100640e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000044	-9	0	X	Y	0.259	-3.241793e+00	4.831656e+00	5.254853e+00	5.029122e-01	0	 Rasrelated associated with diabetes 
1	rs51394091	17255046	0	X	Y	0.259	-3.241793e+00	4.831656e+00	5.254853e+00	5.029122e-01	0	 Rasrelated associated with diabetes 
1	rs31817535	17259053	0	X	Y	0.259	-3.241793e+00	4.831656e+00	5.254853e+00	5.029122e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000404	-9	0	X	Y	0.259	-3.241793e+00	4.831656e+00	5.254853e+00	5.029122e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000045	-9	0	X	Y	0.259	-3.570710e+00	4.805557e+00	5.307663e+00	4.582010e-01	0	 Rasrelated associated with diabetes 
1	rs32171777	17395985	0	X	Y	0.259	-3.570710e+00	4.805557e+00	5.307663e+00	4.582010e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000405	-9	0	X	Y	0.259	-3.570710e+00	4.805557e+00	5.307663e+00	4.582010e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000046	-9	0	X	Y	0.257	-4.731630e+00	4.808228e+00	5.433832e+00	3.260935e-01	0	 Rasrelated associated with diabetes 
1	rs32043384	18168753	0	X	Y	0.257	-4.731630e+00	4.808228e+00	5.433832e+00	3.260935e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000419	-9	0	X	Y	0.257	-4.731630e+00	4.808228e+00	5.433832e+00	3.260935e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000047	-9	0	X	Y	0.255	-5.092873e+00	4.838014e+00	5.387045e+00	2.935696e-01	0	 Rasrelated associated with diabetes 
1	rs219716413	18496617	0	X	Y	0.255	-5.092873e+00	4.838014e+00	5.387045e+00	2.935696e-01	0	 Rasrelated associated with diabetes 
1	rs13475747	18605609	0	X	Y	0.255	-5.092873e+00	4.838014e+00	5.387045e+00	2.935696e-01	0	 Rasrelated associated with diabetes 
1	rs51820747	18790547	0	X	Y	0.255	-5.092873e+00	4.838014e+00	5.387045e+00	2.935696e-01	0	 Rasrelated associated with diabetes 
1	rs51700370	18823698	0	X	Y	0.257	-2.656733e+00	4.840966e+00	5.241706e+00	5.836623e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000433	-9	0	X	Y	0.257	-2.656733e+00	4.840966e+00	5.241706e+00	5.836623e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000434	-9	0	X	Y	0.254	-3.718265e+00	4.823693e+00	5.360805e+00	4.415798e-01	0	 Rasrelated associated with diabetes 
1	rs31772262	20623542	0	X	Y	0.254	-3.718265e+00	4.823693e+00	5.360805e+00	4.415798e-01	0	 Rasrelated associated with diabetes 
1	rs3670611	20633818	0	X	Y	0.252	-4.124392e+00	4.863045e+00	5.510770e+00	3.972403e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000445	-9	0	X	Y	0.252	-4.124392e+00	4.863045e+00	5.510770e+00	3.972403e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000048	-9	0	X	Y	0.252	-2.074532e+00	4.949081e+00	5.301183e+00	6.754710e-01	0	 Rasrelated associated with diabetes 
1	rs36660068	20775218	0	X	Y	0.254	-2.444455e+00	4.924782e+00	5.319279e+00	6.201058e-01	0	 Rasrelated associated with diabetes 
1	rs6404446	20784227	0	X	Y	0.254	-2.444455e+00	4.924782e+00	5.319279e+00	6.201058e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000049	-9	0	X	Y	0.254	-2.444455e+00	4.924782e+00	5.319279e+00	6.201058e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000499	-9	0	X	Y	0.254	-2.444455e+00	4.924782e+00	5.319279e+00	6.201058e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000500	-9	0	X	Y	0.256	-3.845659e+00	4.911180e+00	5.451540e+00	4.343910e-01	0	 Rasrelated associated with diabetes 
1	rs32101154	21591279	0	X	Y	0.256	-3.845659e+00	4.911180e+00	5.451540e+00	4.343910e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000501	-9	0	X	Y	0.254	-3.437191e+00	4.906863e+00	5.350420e+00	4.843165e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000050	-9	0	X	Y	0.252	-4.234536e+00	4.841557e+00	5.357502e+00	3.826721e-01	0	 Rasrelated associated with diabetes 
1	rs6253968	21638464	0	X	Y	0.252	-4.234536e+00	4.841557e+00	5.357502e+00	3.826721e-01	0	 Rasrelated associated with diabetes 
1	rs32315565	21640961	0	X	Y	0.252	-4.234536e+00	4.841557e+00	5.357502e+00	3.826721e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000051	-9	0	X	Y	0.252	-4.234536e+00	4.841557e+00	5.357502e+00	3.826721e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000511	-9	0	X	Y	0.252	-4.234536e+00	4.841557e+00	5.357502e+00	3.826721e-01	0	 Rasrelated associated with diabetes 
1	rs31766107	22062131	0	X	Y	0.254	-3.923523e+00	4.885167e+00	5.296514e+00	4.226995e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000512	-9	0	X	Y	0.254	-3.923523e+00	4.885167e+00	5.296514e+00	4.226995e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000518	-9	0	X	Y	0.254	-3.923523e+00	4.885167e+00	5.296514e+00	4.226995e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000052	-9	0	X	Y	0.255	-3.032076e+00	4.719999e+00	5.214066e+00	5.212468e-01	0	 Rasrelated associated with diabetes 
1	rs46856073	22104486	0	X	Y	0.255	-3.032076e+00	4.719999e+00	5.214066e+00	5.212468e-01	0	 Rasrelated associated with diabetes 
1	rs46249537	22104600	0	X	Y	0.255	-3.032076e+00	4.719999e+00	5.214066e+00	5.212468e-01	0	 Rasrelated associated with diabetes 
1	rs31949292	22168405	0	X	Y	0.253	-3.537518e+00	4.716007e+00	5.189929e+00	4.539395e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000519	-9	0	X	Y	0.253	-3.537518e+00	4.716007e+00	5.189929e+00	4.539395e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000053	-9	0	X	Y	0.251	-3.682388e+00	4.790051e+00	5.286408e+00	4.428091e-01	0	 Rasrelated associated with diabetes 
1	rs30499557	22400540	0	X	Y	0.251	-3.682388e+00	4.790051e+00	5.286408e+00	4.428091e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000054	-9	0	X	Y	0.249	-3.040488e+00	4.676421e+00	5.230745e+00	5.162149e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000055	-9	0	X	Y	0.248	-6.797353e+00	4.426970e+00	5.576051e+00	1.260207e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000520	-9	0	X	Y	0.243	-5.954729e+00	4.443265e+00	5.452183e+00	1.814845e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000056	-9	0	X	Y	0.243	-5.954729e+00	4.443265e+00	5.452183e+00	1.814845e-01	0	 Rasrelated associated with diabetes 
1	rs6316488	23145049	0	X	Y	0.243	-5.954729e+00	4.443265e+00	5.452183e+00	1.814845e-01	0	 Rasrelated associated with diabetes 
1	rs32400861	23152100	0	X	Y	0.248	-7.830166e+00	4.484800e+00	6.070181e+00	8.212919e-02	0	 Rasrelated associated with diabetes 
1	rs32597415	23379426	0	X	Y	0.248	-7.830166e+00	4.484800e+00	6.070181e+00	8.212919e-02	0	 Rasrelated associated with diabetes 
1	rs228543676	23495995	0	X	Y	0.250	-8.264246e+00	4.497742e+00	6.344909e+00	6.741037e-02	0	 Rasrelated associated with diabetes 
-9	rsm10000000521	-9	0	X	Y	0.250	-8.264246e+00	4.497742e+00	6.344909e+00	6.741037e-02	0	 Rasrelated associated with diabetes 
-9	rsm10000000057	-9	0	X	Y	0.234	-6.726709e+00	4.456524e+00	6.162111e+00	1.325381e-01	0	 Rasrelated associated with diabetes 
1	rs239824187	23576777	0	X	Y	0.234	-6.726709e+00	4.456524e+00	6.162111e+00	1.325381e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000058	-9	0	X	Y	0.234	-6.726709e+00	4.456524e+00	6.162111e+00	1.325381e-01	0	 Rasrelated associated with diabetes 
1	rs13475765	23815235	0	X	Y	0.236	-6.374499e+00	4.487436e+00	6.180565e+00	1.567814e-01	0	 Rasrelated associated with diabetes 
1	rs4222215	23996126	0	X	Y	0.236	-6.374499e+00	4.487436e+00	6.180565e+00	1.567814e-01	0	 Rasrelated associated with diabetes 
1	rs13475766	24109329	0	X	Y	0.236	-6.374499e+00	4.487436e+00	6.180565e+00	1.567814e-01	0	 Rasrelated associated with diabetes 
1	rs31567874	25237332	0	X	Y	0.236	-6.374499e+00	4.487436e+00	6.180565e+00	1.567814e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000059	-9	0	X	Y	0.236	-6.374499e+00	4.487436e+00	6.180565e+00	1.567814e-01	0	 Rasrelated associated with diabetes 
