chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	0	 Rasrelated associated with diabetes 
1	rs3677817	5185979	0	X	Y	0.272	-1.309744e+00	4.692215e+00	3.978427e-02	7.803895e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000121	-9	0	X	Y	0.271	-1.212651e+00	4.677703e+00	3.842048e-02	7.956765e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000011	-9	0	X	Y	0.269	-9.017140e-01	4.675645e+00	3.882960e-02	8.472403e-01	0	 Rasrelated associated with diabetes 
1	rs47937185	5316776	0	X	Y	0.269	-9.017140e-01	4.675645e+00	3.882960e-02	8.472403e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000012	-9	0	X	Y	0.269	-9.017140e-01	4.675645e+00	3.882960e-02	8.472403e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000148	-9	0	X	Y	0.269	-9.017140e-01	4.675645e+00	3.882960e-02	8.472403e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000013	-9	0	X	Y	0.278	-9.457201e-01	4.735871e+00	4.231346e-02	8.418934e-01	0	 Rasrelated associated with diabetes 
1	rs32140280	5641533	0	X	Y	0.278	-9.457201e-01	4.735871e+00	4.231346e-02	8.418934e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000014	-9	0	X	Y	0.278	-9.457201e-01	4.735871e+00	4.231346e-02	8.418934e-01	0	 Rasrelated associated with diabetes 
1	rs32096391	6097778	0	X	Y	0.280	-1.022831e+00	4.751327e+00	4.350264e-02	8.297414e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000015	-9	0	X	Y	0.280	-1.022831e+00	4.751327e+00	4.350264e-02	8.297414e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000176	-9	0	X	Y	0.280	-1.022831e+00	4.751327e+00	4.350264e-02	8.297414e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000016	-9	0	X	Y	0.282	-9.963992e-01	4.755841e+00	4.299482e-02	8.342311e-01	0	 Rasrelated associated with diabetes 
1	rs47493511	6357478	0	X	Y	0.282	-9.963992e-01	4.755841e+00	4.299482e-02	8.342311e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000180	-9	0	X	Y	0.282	-9.963992e-01	4.755841e+00	4.299482e-02	8.342311e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000017	-9	0	X	Y	0.284	-1.366518e+00	4.766467e+00	4.667046e-02	7.745992e-01	0	 Rasrelated associated with diabetes 
1	rs31190522	6747440	0	X	Y	0.284	-1.366518e+00	4.766467e+00	4.667046e-02	7.745992e-01	0	 Rasrelated associated with diabetes 
1	rs6298633	6830161	0	X	Y	0.284	-1.366518e+00	4.766467e+00	4.667046e-02	7.745992e-01	0	 Rasrelated associated with diabetes 
1	rs31362910	9843988	0	X	Y	0.284	-1.366518e+00	4.766467e+00	4.667046e-02	7.745992e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000184	-9	0	X	Y	0.284	-1.338411e+00	4.762836e+00	4.348897e-02	7.789490e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000018	-9	0	X	Y	0.284	-1.338411e+00	4.762836e+00	4.348897e-02	7.789490e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000255	-9	0	X	Y	0.284	-1.338411e+00	4.762836e+00	4.348897e-02	7.789490e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000019	-9	0	X	Y	0.281	-1.210800e+00	4.742273e+00	4.241480e-02	7.986988e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000261	-9	0	X	Y	0.281	-1.210800e+00	4.742273e+00	4.241480e-02	7.986988e-01	0	 Rasrelated associated with diabetes 
1	rs31878990	10098253	0	X	Y	0.284	-1.338411e+00	4.762836e+00	4.348897e-02	7.789490e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000262	-9	0	X	Y	0.283	-1.258962e+00	4.746074e+00	4.221660e-02	7.910387e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000263	-9	0	X	Y	0.283	-1.258962e+00	4.746074e+00	4.221660e-02	7.910387e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000020	-9	0	X	Y	0.281	-1.210800e+00	4.742273e+00	4.241480e-02	7.986988e-01	0	 Rasrelated associated with diabetes 
1	rs32186775	10162992	0	X	Y	0.281	-1.210800e+00	4.742273e+00	4.241480e-02	7.986988e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000265	-9	0	X	Y	0.278	-1.478018e+00	4.738510e+00	4.410507e-02	7.553808e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000021	-9	0	X	Y	0.281	-1.651848e+00	4.741386e+00	4.200997e-02	7.278598e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000271	-9	0	X	Y	0.281	-1.651848e+00	4.741386e+00	4.200997e-02	7.278598e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000022	-9	0	X	Y	0.277	-1.282237e+00	4.749327e+00	4.219496e-02	7.874103e-01	0	 Rasrelated associated with diabetes 
1	rs31868650	10809088	0	X	Y	0.278	-1.154391e+00	4.763307e+00	4.174937e-02	8.087197e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000023	-9	0	X	Y	0.274	-1.051563e+00	4.756330e+00	4.299805e-02	8.252166e-01	0	 Rasrelated associated with diabetes 
1	rs6360236	11083825	0	X	Y	0.274	-1.051563e+00	4.756330e+00	4.299805e-02	8.252166e-01	0	 Rasrelated associated with diabetes 
1	rs32740138	11416077	0	X	Y	0.275	-1.117286e+00	4.748113e+00	4.375291e-02	8.141718e-01	0	 Rasrelated associated with diabetes 
-9	rs249962268_01Mit1	-9	0	X	Y	0.275	-1.117286e+00	4.748113e+00	4.375291e-02	8.141718e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000280	-9	0	X	Y	0.275	-1.117286e+00	4.748113e+00	4.375291e-02	8.141718e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000024	-9	0	X	Y	0.270	-1.152872e+00	4.751474e+00	4.449215e-02	8.085001e-01	0	 Rasrelated associated with diabetes 
1	rs30991578	11793253	0	X	Y	0.271	-1.260823e+00	4.743760e+00	4.564636e-02	7.906373e-01	0	 Rasrelated associated with diabetes 
1	rs32347261	12740981	0	X	Y	0.271	-1.260823e+00	4.743760e+00	4.564636e-02	7.906373e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000292	-9	0	X	Y	0.271	-1.260823e+00	4.743760e+00	4.564636e-02	7.906373e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000025	-9	0	X	Y	0.259	-1.146931e-01	4.778766e+00	3.977148e-02	9.808725e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000306	-9	0	X	Y	0.259	-1.146931e-01	4.778766e+00	3.977148e-02	9.808725e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000026	-9	0	X	Y	0.262	5.256809e-01	4.775247e+00	3.579602e-02	9.124363e-01	0	 Rasrelated associated with diabetes 
1	rs36585555	12938444	0	X	Y	0.262	5.256809e-01	4.775247e+00	3.579602e-02	9.124363e-01	0	 Rasrelated associated with diabetes 
1	rs30477285	12994801	0	X	Y	0.263	6.595817e-01	4.763164e+00	3.491207e-02	8.899832e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000308	-9	0	X	Y	0.263	6.595817e-01	4.763164e+00	3.491207e-02	8.899832e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000027	-9	0	X	Y	0.266	8.169026e-01	4.755804e+00	3.461493e-02	8.637665e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000309	-9	0	X	Y	0.264	7.878731e-01	4.754874e+00	3.530811e-02	8.685371e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000028	-9	0	X	Y	0.264	7.878731e-01	4.754874e+00	3.530811e-02	8.685371e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000317	-9	0	X	Y	0.264	7.878731e-01	4.754874e+00	3.530811e-02	8.685371e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000318	-9	0	X	Y	0.267	3.413859e-01	4.753114e+00	3.832307e-02	9.428034e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000029	-9	0	X	Y	0.267	3.413859e-01	4.753114e+00	3.832307e-02	9.428034e-01	0	 Rasrelated associated with diabetes 
1	rs32223513	13055719	0	X	Y	0.267	3.413859e-01	4.753114e+00	3.832307e-02	9.428034e-01	0	 Rasrelated associated with diabetes 
1	rs45688852	13073341	0	X	Y	0.267	3.413859e-01	4.753114e+00	3.832307e-02	9.428034e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000030	-9	0	X	Y	0.267	3.413859e-01	4.753114e+00	3.832307e-02	9.428034e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000327	-9	0	X	Y	0.267	3.413859e-01	4.753114e+00	3.832307e-02	9.428034e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000328	-9	0	X	Y	0.266	-3.109354e-01	4.768408e+00	4.256812e-02	9.480643e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000031	-9	0	X	Y	0.266	-3.109354e-01	4.768408e+00	4.256812e-02	9.480643e-01	0	 Rasrelated associated with diabetes 
1	rs48988706	13842623	0	X	Y	0.266	-3.109354e-01	4.768408e+00	4.256812e-02	9.480643e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000329	-9	0	X	Y	0.265	-3.177035e-01	4.753618e+00	4.206591e-02	9.467707e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000032	-9	0	X	Y	0.263	4.479670e-02	4.746539e+00	3.908121e-02	9.924779e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000330	-9	0	X	Y	0.263	4.479670e-02	4.746539e+00	3.908121e-02	9.924779e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000033	-9	0	X	Y	0.261	4.358665e-01	4.740702e+00	3.662252e-02	9.268230e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000034	-9	0	X	Y	0.261	4.358665e-01	4.740702e+00	3.662252e-02	9.268230e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000339	-9	0	X	Y	0.250	-3.326934e-01	4.737694e+00	4.023987e-02	9.440762e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000340	-9	0	X	Y	0.250	-3.326934e-01	4.737694e+00	4.023987e-02	9.440762e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000035	-9	0	X	Y	0.252	2.997986e-01	4.731601e+00	3.524684e-02	9.495330e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000343	-9	0	X	Y	0.261	4.358665e-01	4.740702e+00	3.662252e-02	9.268230e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000036	-9	0	X	Y	0.261	4.358665e-01	4.740702e+00	3.662252e-02	9.268230e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000344	-9	0	X	Y	0.261	4.358665e-01	4.740702e+00	3.662252e-02	9.268230e-01	0	 Rasrelated associated with diabetes 
1	rs31710291	13855369	0	X	Y	0.263	4.549423e-01	4.744712e+00	3.713465e-02	9.236944e-01	0	 Rasrelated associated with diabetes 
1	rs31794283	13860415	0	X	Y	0.263	4.549423e-01	4.744712e+00	3.713465e-02	9.236944e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000345	-9	0	X	Y	0.263	4.549423e-01	4.744712e+00	3.713465e-02	9.236944e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000037	-9	0	X	Y	0.265	1.885790e-01	4.749165e+00	3.863841e-02	9.683598e-01	0	 Rasrelated associated with diabetes 
1	rs6296049	13890559	0	X	Y	0.265	1.885790e-01	4.749165e+00	3.863841e-02	9.683598e-01	0	 Rasrelated associated with diabetes 
1	rs32381514	14567972	0	X	Y	0.265	1.885790e-01	4.749165e+00	3.863841e-02	9.683598e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000346	-9	0	X	Y	0.265	1.885790e-01	4.749165e+00	3.863841e-02	9.683598e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000038	-9	0	X	Y	0.262	2.666694e-01	4.733936e+00	3.839575e-02	9.551256e-01	0	 Rasrelated associated with diabetes 
1	rs31577697	14576853	0	X	Y	0.262	2.666694e-01	4.733936e+00	3.839575e-02	9.551256e-01	0	 Rasrelated associated with diabetes 
1	rs30996958	14748117	0	X	Y	0.262	2.666694e-01	4.733936e+00	3.839575e-02	9.551256e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000364	-9	0	X	Y	0.262	2.666694e-01	4.733936e+00	3.839575e-02	9.551256e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000039	-9	0	X	Y	0.264	-4.918493e-02	4.737913e+00	3.997438e-02	9.917260e-01	0	 Rasrelated associated with diabetes 
1	rs31574495	14753392	0	X	Y	0.264	-4.918493e-02	4.737913e+00	3.997438e-02	9.917260e-01	0	 Rasrelated associated with diabetes 
1	rs6291839	14797138	0	X	Y	0.266	-3.926950e-01	4.742365e+00	4.194872e-02	9.340765e-01	0	 Rasrelated associated with diabetes 
1	rs32105394	14909034	0	X	Y	0.266	-3.926950e-01	4.742365e+00	4.194872e-02	9.340765e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000366	-9	0	X	Y	0.266	-3.926950e-01	4.742365e+00	4.194872e-02	9.340765e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000368	-9	0	X	Y	0.268	-6.582582e-01	4.746922e+00	4.403187e-02	8.898293e-01	0	 Rasrelated associated with diabetes 
1	rs3088964	15206803	0	X	Y	0.268	-6.582582e-01	4.746922e+00	4.403187e-02	8.898293e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000370	-9	0	X	Y	0.268	-6.582582e-01	4.746922e+00	4.403187e-02	8.898293e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000040	-9	0	X	Y	0.271	-6.122790e-01	4.763478e+00	4.340938e-02	8.978346e-01	0	 Rasrelated associated with diabetes 
1	rs3678179	15508184	0	X	Y	0.271	-6.122790e-01	4.763478e+00	4.340938e-02	8.978346e-01	0	 Rasrelated associated with diabetes 
1	rs32109300	15817404	0	X	Y	0.271	-6.122790e-01	4.763478e+00	4.340938e-02	8.978346e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000041	-9	0	X	Y	0.271	-6.122790e-01	4.763478e+00	4.340938e-02	8.978346e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000387	-9	0	X	Y	0.271	-6.122790e-01	4.763478e+00	4.340938e-02	8.978346e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000042	-9	0	X	Y	0.265	-9.060362e-01	4.752287e+00	4.522848e-02	8.489623e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000043	-9	0	X	Y	0.263	-6.359801e-01	4.747398e+00	4.302536e-02	8.935458e-01	0	 Rasrelated associated with diabetes 
1	rs32127151	15981339	0	X	Y	0.263	-6.359801e-01	4.747398e+00	4.302536e-02	8.935458e-01	0	 Rasrelated associated with diabetes 
1	rs47275793	16106636	0	X	Y	0.263	-6.359801e-01	4.747398e+00	4.302536e-02	8.935458e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000403	-9	0	X	Y	0.263	-6.359801e-01	4.747398e+00	4.302536e-02	8.935458e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000044	-9	0	X	Y	0.259	-6.828370e-01	4.733778e+00	4.385911e-02	8.854285e-01	0	 Rasrelated associated with diabetes 
1	rs51394091	17255046	0	X	Y	0.259	-6.828370e-01	4.733778e+00	4.385911e-02	8.854285e-01	0	 Rasrelated associated with diabetes 
1	rs31817535	17259053	0	X	Y	0.259	-6.828370e-01	4.733778e+00	4.385911e-02	8.854285e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000404	-9	0	X	Y	0.259	-6.828370e-01	4.733778e+00	4.385911e-02	8.854285e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000045	-9	0	X	Y	0.259	-8.351094e-01	4.735507e+00	4.606806e-02	8.601704e-01	0	 Rasrelated associated with diabetes 
1	rs32171777	17395985	0	X	Y	0.259	-8.351094e-01	4.735507e+00	4.606806e-02	8.601704e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000405	-9	0	X	Y	0.259	-8.351094e-01	4.735507e+00	4.606806e-02	8.601704e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000046	-9	0	X	Y	0.257	-1.111316e+00	4.737715e+00	4.984572e-02	8.147483e-01	0	 Rasrelated associated with diabetes 
1	rs32043384	18168753	0	X	Y	0.257	-1.111316e+00	4.737715e+00	4.984572e-02	8.147483e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000419	-9	0	X	Y	0.257	-1.111316e+00	4.737715e+00	4.984572e-02	8.147483e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000047	-9	0	X	Y	0.255	-8.403995e-01	4.733914e+00	4.625481e-02	8.592471e-01	0	 Rasrelated associated with diabetes 
1	rs219716413	18496617	0	X	Y	0.255	-8.403995e-01	4.733914e+00	4.625481e-02	8.592471e-01	0	 Rasrelated associated with diabetes 
1	rs13475747	18605609	0	X	Y	0.255	-8.403995e-01	4.733914e+00	4.625481e-02	8.592471e-01	0	 Rasrelated associated with diabetes 
1	rs51820747	18790547	0	X	Y	0.255	-8.403995e-01	4.733914e+00	4.625481e-02	8.592471e-01	0	 Rasrelated associated with diabetes 
1	rs51700370	18823698	0	X	Y	0.257	1.908068e+00	4.708450e+00	2.517627e-02	6.856674e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000433	-9	0	X	Y	0.257	1.908068e+00	4.708450e+00	2.517627e-02	6.856674e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000434	-9	0	X	Y	0.254	1.391934e+00	4.721068e+00	2.661194e-02	7.683806e-01	0	 Rasrelated associated with diabetes 
1	rs31772262	20623542	0	X	Y	0.254	1.391934e+00	4.721068e+00	2.661194e-02	7.683806e-01	0	 Rasrelated associated with diabetes 
1	rs3670611	20633818	0	X	Y	0.252	1.734065e+00	4.717824e+00	2.436815e-02	7.135350e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000445	-9	0	X	Y	0.252	1.734065e+00	4.717824e+00	2.436815e-02	7.135350e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000048	-9	0	X	Y	0.252	2.867940e+00	4.712413e+00	2.104344e-02	5.433822e-01	0	 Rasrelated associated with diabetes 
1	rs36660068	20775218	0	X	Y	0.254	2.575368e+00	4.715702e+00	2.314453e-02	5.854973e-01	0	 Rasrelated associated with diabetes 
1	rs6404446	20784227	0	X	Y	0.254	2.575368e+00	4.715702e+00	2.314453e-02	5.854973e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000049	-9	0	X	Y	0.254	2.575368e+00	4.715702e+00	2.314453e-02	5.854973e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000499	-9	0	X	Y	0.254	2.575368e+00	4.715702e+00	2.314453e-02	5.854973e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000500	-9	0	X	Y	0.256	2.269614e+00	4.715301e+00	2.174006e-02	6.307302e-01	0	 Rasrelated associated with diabetes 
1	rs32101154	21591279	0	X	Y	0.256	2.269614e+00	4.715301e+00	2.174006e-02	6.307302e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000501	-9	0	X	Y	0.254	2.319759e+00	4.712411e+00	1.992969e-02	6.229909e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000050	-9	0	X	Y	0.252	2.132357e+00	4.703181e+00	1.310917e-02	6.506891e-01	0	 Rasrelated associated with diabetes 
1	rs6253968	21638464	0	X	Y	0.252	2.132357e+00	4.703181e+00	1.310917e-02	6.506891e-01	0	 Rasrelated associated with diabetes 
1	rs32315565	21640961	0	X	Y	0.252	2.132357e+00	4.703181e+00	1.310917e-02	6.506891e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000051	-9	0	X	Y	0.252	2.132357e+00	4.703181e+00	1.310917e-02	6.506891e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000511	-9	0	X	Y	0.252	2.132357e+00	4.703181e+00	1.310917e-02	6.506891e-01	0	 Rasrelated associated with diabetes 
1	rs31766107	22062131	0	X	Y	0.254	2.902417e+00	4.692988e+00	5.753252e-03	5.368723e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000512	-9	0	X	Y	0.254	2.902417e+00	4.692988e+00	5.753252e-03	5.368723e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000518	-9	0	X	Y	0.254	2.902417e+00	4.692988e+00	5.753252e-03	5.368723e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000052	-9	0	X	Y	0.255	3.156006e+00	4.702443e+00	4.645250e-03	5.027893e-01	0	 Rasrelated associated with diabetes 
1	rs46856073	22104486	0	X	Y	0.255	3.156006e+00	4.702443e+00	4.645250e-03	5.027893e-01	0	 Rasrelated associated with diabetes 
1	rs46249537	22104600	0	X	Y	0.255	3.156006e+00	4.702443e+00	4.645250e-03	5.027893e-01	0	 Rasrelated associated with diabetes 
1	rs31949292	22168405	0	X	Y	0.253	2.926024e+00	4.705857e+00	7.465898e-03	5.346870e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000519	-9	0	X	Y	0.253	2.926024e+00	4.705857e+00	7.465898e-03	5.346870e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000053	-9	0	X	Y	0.251	3.126074e+00	4.697632e+00	1.436489e-03	5.064106e-01	0	 Rasrelated associated with diabetes 
1	rs30499557	22400540	0	X	Y	0.251	3.126074e+00	4.697632e+00	1.436489e-03	5.064106e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000054	-9	0	X	Y	0.249	3.011361e+00	4.703656e+00	6.317321e-03	5.226552e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000055	-9	0	X	Y	0.248	-5.299560e+00	4.787276e+00	1.400741e-01	2.694216e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000520	-9	0	X	Y	0.243	-5.093757e+00	4.746929e+00	1.234734e-01	2.843432e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000056	-9	0	X	Y	0.243	-5.093757e+00	4.746929e+00	1.234734e-01	2.843432e-01	0	 Rasrelated associated with diabetes 
1	rs6316488	23145049	0	X	Y	0.243	-5.093757e+00	4.746929e+00	1.234734e-01	2.843432e-01	0	 Rasrelated associated with diabetes 
1	rs32400861	23152100	0	X	Y	0.248	-5.895692e+00	4.776418e+00	1.485825e-01	2.183117e-01	0	 Rasrelated associated with diabetes 
1	rs32597415	23379426	0	X	Y	0.248	-5.895692e+00	4.776418e+00	1.485825e-01	2.183117e-01	0	 Rasrelated associated with diabetes 
1	rs228543676	23495995	0	X	Y	0.250	-5.584957e+00	4.775580e+00	1.460342e-01	2.433941e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000521	-9	0	X	Y	0.250	-5.584957e+00	4.775580e+00	1.460342e-01	2.433941e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000057	-9	0	X	Y	0.234	-4.474227e+00	4.716368e+00	1.019292e-01	3.437685e-01	0	 Rasrelated associated with diabetes 
1	rs239824187	23576777	0	X	Y	0.234	-4.474227e+00	4.716368e+00	1.019292e-01	3.437685e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000058	-9	0	X	Y	0.234	-4.474227e+00	4.716368e+00	1.019292e-01	3.437685e-01	0	 Rasrelated associated with diabetes 
1	rs13475765	23815235	0	X	Y	0.236	-4.239765e+00	4.712488e+00	9.890931e-02	3.692078e-01	0	 Rasrelated associated with diabetes 
1	rs4222215	23996126	0	X	Y	0.236	-4.239765e+00	4.712488e+00	9.890931e-02	3.692078e-01	0	 Rasrelated associated with diabetes 
1	rs13475766	24109329	0	X	Y	0.236	-4.239765e+00	4.712488e+00	9.890931e-02	3.692078e-01	0	 Rasrelated associated with diabetes 
1	rs31567874	25237332	0	X	Y	0.236	-4.239765e+00	4.712488e+00	9.890931e-02	3.692078e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000059	-9	0	X	Y	0.236	-4.239765e+00	4.712488e+00	9.890931e-02	3.692078e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000060	-9	0	X	Y	0.248	-4.937475e+00	4.690648e+00	7.640275e-02	2.935958e-01	0	 Rasrelated associated with diabetes 
