chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	0	 Rasrelated associated with diabetes 
1	rs32140280	5641533	0	X	Y	0.278	-4.211211e+00	2.690934e+00	1.000000e-05	1.189372e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000014	-9	0	X	Y	0.278	-4.211211e+00	2.690934e+00	1.000000e-05	1.189372e-01	0	 Rasrelated associated with diabetes 
1	rs32096391	6097778	0	X	Y	0.280	-4.337437e+00	2.698254e+00	1.000000e-05	1.092879e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000015	-9	0	X	Y	0.280	-4.337437e+00	2.698254e+00	1.000000e-05	1.092879e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000176	-9	0	X	Y	0.280	-4.337437e+00	2.698254e+00	1.000000e-05	1.092879e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000016	-9	0	X	Y	0.282	-4.490907e+00	2.700453e+00	1.000000e-05	9.764161e-02	0	 Rasrelated associated with diabetes 
1	rs47493511	6357478	0	X	Y	0.282	-4.490907e+00	2.700453e+00	1.000000e-05	9.764161e-02	0	 Rasrelated associated with diabetes 
-9	rsm10000000180	-9	0	X	Y	0.282	-4.490907e+00	2.700453e+00	1.000000e-05	9.764161e-02	0	 Rasrelated associated with diabetes 
-9	rsm10000000017	-9	0	X	Y	0.284	-4.577222e+00	2.703345e+00	1.000000e-05	9.174823e-02	0	 Rasrelated associated with diabetes 
1	rs31190522	6747440	0	X	Y	0.284	-4.577222e+00	2.703345e+00	1.000000e-05	9.174823e-02	0	 Rasrelated associated with diabetes 
1	rs6298633	6830161	0	X	Y	0.284	-4.577222e+00	2.703345e+00	1.000000e-05	9.174823e-02	0	 Rasrelated associated with diabetes 
1	rs31362910	9843988	0	X	Y	0.284	-4.577222e+00	2.703345e+00	1.000000e-05	9.174823e-02	0	 Rasrelated associated with diabetes 
-9	rsm10000000184	-9	0	X	Y	0.284	-4.463109e+00	2.704156e+00	1.000000e-05	1.001841e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000018	-9	0	X	Y	0.284	-4.463109e+00	2.704156e+00	1.000000e-05	1.001841e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000255	-9	0	X	Y	0.284	-4.463109e+00	2.704156e+00	1.000000e-05	1.001841e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000019	-9	0	X	Y	0.281	-4.322399e+00	2.693310e+00	1.000000e-05	1.098665e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000261	-9	0	X	Y	0.281	-4.322399e+00	2.693310e+00	1.000000e-05	1.098665e-01	0	 Rasrelated associated with diabetes 
1	rs31878990	10098253	0	X	Y	0.284	-4.463109e+00	2.704156e+00	1.000000e-05	1.001841e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000262	-9	0	X	Y	0.283	-4.333176e+00	2.696597e+00	1.000000e-05	1.094179e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000263	-9	0	X	Y	0.283	-4.333176e+00	2.696597e+00	1.000000e-05	1.094179e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000020	-9	0	X	Y	0.281	-4.322399e+00	2.693310e+00	1.000000e-05	1.098665e-01	0	 Rasrelated associated with diabetes 
1	rs32186775	10162992	0	X	Y	0.281	-4.322399e+00	2.693310e+00	1.000000e-05	1.098665e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000265	-9	0	X	Y	0.278	-4.427410e+00	2.689457e+00	1.000000e-05	1.010573e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000021	-9	0	X	Y	0.281	-4.681029e+00	2.690758e+00	1.000000e-05	8.322631e-02	0	 Rasrelated associated with diabetes 
-9	rsm10000000271	-9	0	X	Y	0.281	-4.681029e+00	2.690758e+00	1.000000e-05	8.322631e-02	0	 Rasrelated associated with diabetes 
-9	rsm10000000022	-9	0	X	Y	0.277	-4.321410e+00	2.695332e+00	1.000000e-05	1.102129e-01	0	 Rasrelated associated with diabetes 
1	rs31868650	10809088	0	X	Y	0.278	-4.289312e+00	2.703712e+00	1.000000e-05	1.139813e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000023	-9	0	X	Y	0.274	-4.261670e+00	2.698262e+00	1.000000e-05	1.155865e-01	0	 Rasrelated associated with diabetes 
1	rs6360236	11083825	0	X	Y	0.274	-4.261670e+00	2.698262e+00	1.000000e-05	1.155865e-01	0	 Rasrelated associated with diabetes 
1	rs32740138	11416077	0	X	Y	0.275	-4.347106e+00	2.692359e+00	1.000000e-05	1.077373e-01	0	 Rasrelated associated with diabetes 
-9	rs249962268_01Mit1	-9	0	X	Y	0.275	-4.347106e+00	2.692359e+00	1.000000e-05	1.077373e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000280	-9	0	X	Y	0.275	-4.347106e+00	2.692359e+00	1.000000e-05	1.077373e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000024	-9	0	X	Y	0.270	-4.600502e+00	2.691182e+00	1.000000e-05	8.868346e-02	0	 Rasrelated associated with diabetes 
1	rs30991578	11793253	0	X	Y	0.271	-4.621359e+00	2.685507e+00	1.000000e-05	8.659396e-02	0	 Rasrelated associated with diabetes 
1	rs32347261	12740981	0	X	Y	0.271	-4.621359e+00	2.685507e+00	1.000000e-05	8.659396e-02	0	 Rasrelated associated with diabetes 
-9	rsm10000000292	-9	0	X	Y	0.271	-4.621359e+00	2.685507e+00	1.000000e-05	8.659396e-02	0	 Rasrelated associated with diabetes 
-9	rsm10000000025	-9	0	X	Y	0.259	-4.003331e+00	2.714093e+00	1.000000e-05	1.415467e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000306	-9	0	X	Y	0.259	-4.003331e+00	2.714093e+00	1.000000e-05	1.415467e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000026	-9	0	X	Y	0.262	-3.824141e+00	2.716334e+00	1.000000e-05	1.605023e-01	0	 Rasrelated associated with diabetes 
1	rs36585555	12938444	0	X	Y	0.262	-3.824141e+00	2.716334e+00	1.000000e-05	1.605023e-01	0	 Rasrelated associated with diabetes 
1	rs30477285	12994801	0	X	Y	0.263	-3.748983e+00	2.710693e+00	1.000000e-05	1.679668e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000308	-9	0	X	Y	0.263	-3.748983e+00	2.710693e+00	1.000000e-05	1.679668e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000027	-9	0	X	Y	0.266	-3.902064e+00	2.705361e+00	1.000000e-05	1.505364e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000309	-9	0	X	Y	0.264	-3.754537e+00	2.704671e+00	1.000000e-05	1.664005e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000028	-9	0	X	Y	0.264	-3.754537e+00	2.704671e+00	1.000000e-05	1.664005e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000317	-9	0	X	Y	0.264	-3.754537e+00	2.704671e+00	1.000000e-05	1.664005e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000318	-9	0	X	Y	0.267	-3.981446e+00	2.699074e+00	1.000000e-05	1.415199e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000029	-9	0	X	Y	0.267	-3.981446e+00	2.699074e+00	1.000000e-05	1.415199e-01	0	 Rasrelated associated with diabetes 
1	rs32223513	13055719	0	X	Y	0.267	-3.981446e+00	2.699074e+00	1.000000e-05	1.415199e-01	0	 Rasrelated associated with diabetes 
1	rs45688852	13073341	0	X	Y	0.267	-3.981446e+00	2.699074e+00	1.000000e-05	1.415199e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000030	-9	0	X	Y	0.267	-3.981446e+00	2.699074e+00	1.000000e-05	1.415199e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000327	-9	0	X	Y	0.267	-3.981446e+00	2.699074e+00	1.000000e-05	1.415199e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000328	-9	0	X	Y	0.266	-4.119590e+00	2.703989e+00	1.000000e-05	1.289724e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000031	-9	0	X	Y	0.266	-4.119590e+00	2.703989e+00	1.000000e-05	1.289724e-01	0	 Rasrelated associated with diabetes 
1	rs48988706	13842623	0	X	Y	0.266	-4.119590e+00	2.703989e+00	1.000000e-05	1.289724e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000329	-9	0	X	Y	0.265	-4.034372e+00	2.697058e+00	1.000000e-05	1.360366e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000032	-9	0	X	Y	0.263	-3.955907e+00	2.696098e+00	1.000000e-05	1.436393e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000330	-9	0	X	Y	0.263	-3.955907e+00	2.696098e+00	1.000000e-05	1.436393e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000033	-9	0	X	Y	0.261	-3.770496e+00	2.695999e+00	1.000000e-05	1.632656e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000034	-9	0	X	Y	0.261	-3.770496e+00	2.695999e+00	1.000000e-05	1.632656e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000339	-9	0	X	Y	0.250	-3.512126e+00	2.694700e+00	1.000000e-05	1.937322e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000340	-9	0	X	Y	0.250	-3.512126e+00	2.694700e+00	1.000000e-05	1.937322e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000035	-9	0	X	Y	0.252	-3.332982e+00	2.695779e+00	1.000000e-05	2.175551e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000343	-9	0	X	Y	0.261	-3.770496e+00	2.695999e+00	1.000000e-05	1.632656e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000036	-9	0	X	Y	0.261	-3.770496e+00	2.695999e+00	1.000000e-05	1.632656e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000344	-9	0	X	Y	0.261	-3.770496e+00	2.695999e+00	1.000000e-05	1.632656e-01	0	 Rasrelated associated with diabetes 
1	rs31710291	13855369	0	X	Y	0.263	-3.899134e+00	2.696450e+00	1.000000e-05	1.495025e-01	0	 Rasrelated associated with diabetes 
1	rs31794283	13860415	0	X	Y	0.263	-3.899134e+00	2.696450e+00	1.000000e-05	1.495025e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000345	-9	0	X	Y	0.263	-3.899134e+00	2.696450e+00	1.000000e-05	1.495025e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000037	-9	0	X	Y	0.265	-4.146566e+00	2.696333e+00	1.000000e-05	1.254297e-01	0	 Rasrelated associated with diabetes 
1	rs6296049	13890559	0	X	Y	0.265	-4.146566e+00	2.696333e+00	1.000000e-05	1.254297e-01	0	 Rasrelated associated with diabetes 
1	rs32381514	14567972	0	X	Y	0.265	-4.146566e+00	2.696333e+00	1.000000e-05	1.254297e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000346	-9	0	X	Y	0.265	-4.146566e+00	2.696333e+00	1.000000e-05	1.254297e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000038	-9	0	X	Y	0.262	-3.958403e+00	2.688845e+00	1.000000e-05	1.423163e-01	0	 Rasrelated associated with diabetes 
1	rs31577697	14576853	0	X	Y	0.262	-3.958403e+00	2.688845e+00	1.000000e-05	1.423163e-01	0	 Rasrelated associated with diabetes 
1	rs30996958	14748117	0	X	Y	0.262	-3.958403e+00	2.688845e+00	1.000000e-05	1.423163e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000364	-9	0	X	Y	0.262	-3.958403e+00	2.688845e+00	1.000000e-05	1.423163e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000039	-9	0	X	Y	0.264	-4.147563e+00	2.688964e+00	1.000000e-05	1.243123e-01	0	 Rasrelated associated with diabetes 
1	rs31574495	14753392	0	X	Y	0.264	-4.147563e+00	2.688964e+00	1.000000e-05	1.243123e-01	0	 Rasrelated associated with diabetes 
1	rs6291839	14797138	0	X	Y	0.266	-4.360158e+00	2.689090e+00	1.000000e-05	1.062673e-01	0	 Rasrelated associated with diabetes 
1	rs32105394	14909034	0	X	Y	0.266	-4.360158e+00	2.689090e+00	1.000000e-05	1.062673e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000366	-9	0	X	Y	0.266	-4.360158e+00	2.689090e+00	1.000000e-05	1.062673e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000368	-9	0	X	Y	0.268	-4.458982e+00	2.690184e+00	1.000000e-05	9.875258e-02	0	 Rasrelated associated with diabetes 
1	rs3088964	15206803	0	X	Y	0.268	-4.458982e+00	2.690184e+00	1.000000e-05	9.875258e-02	0	 Rasrelated associated with diabetes 
-9	rsm10000000370	-9	0	X	Y	0.268	-4.458982e+00	2.690184e+00	1.000000e-05	9.875258e-02	0	 Rasrelated associated with diabetes 
-9	rsm10000000040	-9	0	X	Y	0.271	-4.453768e+00	2.699983e+00	1.000000e-05	1.003702e-01	0	 Rasrelated associated with diabetes 
1	rs3678179	15508184	0	X	Y	0.271	-4.453768e+00	2.699983e+00	1.000000e-05	1.003702e-01	0	 Rasrelated associated with diabetes 
1	rs32109300	15817404	0	X	Y	0.271	-4.453768e+00	2.699983e+00	1.000000e-05	1.003702e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000041	-9	0	X	Y	0.271	-4.453768e+00	2.699983e+00	1.000000e-05	1.003702e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000387	-9	0	X	Y	0.271	-4.453768e+00	2.699983e+00	1.000000e-05	1.003702e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000042	-9	0	X	Y	0.265	-4.466582e+00	2.694157e+00	1.000000e-05	9.867644e-02	0	 Rasrelated associated with diabetes 
-9	rsm10000000043	-9	0	X	Y	0.263	-4.218808e+00	2.694400e+00	1.000000e-05	1.187484e-01	0	 Rasrelated associated with diabetes 
1	rs32127151	15981339	0	X	Y	0.263	-4.218808e+00	2.694400e+00	1.000000e-05	1.187484e-01	0	 Rasrelated associated with diabetes 
1	rs47275793	16106636	0	X	Y	0.263	-4.218808e+00	2.694400e+00	1.000000e-05	1.187484e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000403	-9	0	X	Y	0.263	-4.218808e+00	2.694400e+00	1.000000e-05	1.187484e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000044	-9	0	X	Y	0.259	-4.229804e+00	2.685976e+00	1.000000e-05	1.166540e-01	0	 Rasrelated associated with diabetes 
1	rs51394091	17255046	0	X	Y	0.259	-4.229804e+00	2.685976e+00	1.000000e-05	1.166540e-01	0	 Rasrelated associated with diabetes 
1	rs31817535	17259053	0	X	Y	0.259	-4.229804e+00	2.685976e+00	1.000000e-05	1.166540e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000404	-9	0	X	Y	0.259	-4.229804e+00	2.685976e+00	1.000000e-05	1.166540e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000045	-9	0	X	Y	0.259	-4.235748e+00	2.685936e+00	1.000000e-05	1.161384e-01	0	 Rasrelated associated with diabetes 
1	rs32171777	17395985	0	X	Y	0.259	-4.235748e+00	2.685936e+00	1.000000e-05	1.161384e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000405	-9	0	X	Y	0.259	-4.235748e+00	2.685936e+00	1.000000e-05	1.161384e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000046	-9	0	X	Y	0.257	-4.039408e+00	2.686337e+00	1.000000e-05	1.340048e-01	0	 Rasrelated associated with diabetes 
1	rs32043384	18168753	0	X	Y	0.257	-4.039408e+00	2.686337e+00	1.000000e-05	1.340048e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000419	-9	0	X	Y	0.257	-4.039408e+00	2.686337e+00	1.000000e-05	1.340048e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000047	-9	0	X	Y	0.255	-3.944830e+00	2.686271e+00	1.000000e-05	1.433016e-01	0	 Rasrelated associated with diabetes 
1	rs219716413	18496617	0	X	Y	0.255	-3.944830e+00	2.686271e+00	1.000000e-05	1.433016e-01	0	 Rasrelated associated with diabetes 
1	rs13475747	18605609	0	X	Y	0.255	-3.944830e+00	2.686271e+00	1.000000e-05	1.433016e-01	0	 Rasrelated associated with diabetes 
1	rs51820747	18790547	0	X	Y	0.255	-3.944830e+00	2.686271e+00	1.000000e-05	1.433016e-01	0	 Rasrelated associated with diabetes 
1	rs51700370	18823698	0	X	Y	0.257	-3.305145e+00	2.690605e+00	1.000000e-05	2.205248e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000433	-9	0	X	Y	0.257	-3.305145e+00	2.690605e+00	1.000000e-05	2.205248e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000434	-9	0	X	Y	0.254	-3.037796e+00	2.697596e+00	1.000000e-05	2.612667e-01	0	 Rasrelated associated with diabetes 
1	rs31772262	20623542	0	X	Y	0.254	-3.037796e+00	2.697596e+00	1.000000e-05	2.612667e-01	0	 Rasrelated associated with diabetes 
1	rs3670611	20633818	0	X	Y	0.252	-2.829142e+00	2.698228e+00	1.000000e-05	2.954770e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000445	-9	0	X	Y	0.252	-2.829142e+00	2.698228e+00	1.000000e-05	2.954770e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000048	-9	0	X	Y	0.252	-2.346850e+00	2.700196e+00	1.000000e-05	3.856571e-01	0	 Rasrelated associated with diabetes 
1	rs36660068	20775218	0	X	Y	0.254	-2.306089e+00	2.700679e+00	1.000000e-05	3.940341e-01	0	 Rasrelated associated with diabetes 
1	rs6404446	20784227	0	X	Y	0.254	-2.306089e+00	2.700679e+00	1.000000e-05	3.940341e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000049	-9	0	X	Y	0.254	-2.306089e+00	2.700679e+00	1.000000e-05	3.940341e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000499	-9	0	X	Y	0.254	-2.306089e+00	2.700679e+00	1.000000e-05	3.940341e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000500	-9	0	X	Y	0.256	-2.492703e+00	2.700528e+00	1.000000e-05	3.569316e-01	0	 Rasrelated associated with diabetes 
1	rs32101154	21591279	0	X	Y	0.256	-2.492703e+00	2.700528e+00	1.000000e-05	3.569316e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000501	-9	0	X	Y	0.254	-2.432463e+00	2.700207e+00	1.000000e-05	3.685940e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000050	-9	0	X	Y	0.252	-2.261308e+00	2.700507e+00	1.000000e-05	4.032385e-01	0	 Rasrelated associated with diabetes 
1	rs6253968	21638464	0	X	Y	0.252	-2.261308e+00	2.700507e+00	1.000000e-05	4.032385e-01	0	 Rasrelated associated with diabetes 
1	rs32315565	21640961	0	X	Y	0.252	-2.261308e+00	2.700507e+00	1.000000e-05	4.032385e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000051	-9	0	X	Y	0.252	-2.261308e+00	2.700507e+00	1.000000e-05	4.032385e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000511	-9	0	X	Y	0.252	-2.261308e+00	2.700507e+00	1.000000e-05	4.032385e-01	0	 Rasrelated associated with diabetes 
1	rs31766107	22062131	0	X	Y	0.254	-2.197894e+00	2.701062e+00	1.000000e-05	4.166321e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000512	-9	0	X	Y	0.254	-2.197894e+00	2.701062e+00	1.000000e-05	4.166321e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000518	-9	0	X	Y	0.254	-2.197894e+00	2.701062e+00	1.000000e-05	4.166321e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000052	-9	0	X	Y	0.255	-2.085268e+00	2.708293e+00	1.000000e-05	4.420989e-01	0	 Rasrelated associated with diabetes 
1	rs46856073	22104486	0	X	Y	0.255	-2.085268e+00	2.708293e+00	1.000000e-05	4.420989e-01	0	 Rasrelated associated with diabetes 
1	rs46249537	22104600	0	X	Y	0.255	-2.085268e+00	2.708293e+00	1.000000e-05	4.420989e-01	0	 Rasrelated associated with diabetes 
1	rs31949292	22168405	0	X	Y	0.253	-2.085402e+00	2.707846e+00	1.000000e-05	4.419943e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000519	-9	0	X	Y	0.253	-2.085402e+00	2.707846e+00	1.000000e-05	4.419943e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000053	-9	0	X	Y	0.251	-1.841082e+00	2.708376e+00	1.000000e-05	4.973170e-01	0	 Rasrelated associated with diabetes 
1	rs30499557	22400540	0	X	Y	0.251	-1.841082e+00	2.708376e+00	1.000000e-05	4.973170e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000054	-9	0	X	Y	0.249	-1.943598e+00	2.708071e+00	1.000000e-05	4.736515e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000055	-9	0	X	Y	0.248	-7.227618e+00	2.663610e+00	2.280009e-02	7.151400e-03	0	 Rasrelated associated with diabetes 
-9	rsm10000000520	-9	0	X	Y	0.243	-7.305639e+00	2.639839e+00	1.455203e-02	6.099460e-03	0	 Rasrelated associated with diabetes 
-9	rsm10000000056	-9	0	X	Y	0.243	-7.305639e+00	2.639839e+00	1.455203e-02	6.099460e-03	0	 Rasrelated associated with diabetes 
1	rs6316488	23145049	0	X	Y	0.243	-7.305639e+00	2.639839e+00	1.455203e-02	6.099460e-03	0	 Rasrelated associated with diabetes 
1	rs32400861	23152100	0	X	Y	0.248	-7.308883e+00	2.651118e+00	2.413006e-02	6.293268e-03	0	 Rasrelated associated with diabetes 
1	rs32597415	23379426	0	X	Y	0.248	-7.308883e+00	2.651118e+00	2.413006e-02	6.293268e-03	0	 Rasrelated associated with diabetes 
1	rs228543676	23495995	0	X	Y	0.250	-7.542562e+00	2.657418e+00	3.899453e-02	4.932064e-03	0	 Rasrelated associated with diabetes 
-9	rsm10000000521	-9	0	X	Y	0.250	-7.542562e+00	2.657418e+00	3.899453e-02	4.932064e-03	0	 Rasrelated associated with diabetes 
-9	rsm10000000057	-9	0	X	Y	0.234	-6.457045e+00	2.657381e+00	4.044343e-02	1.585515e-02	0	 Rasrelated associated with diabetes 
1	rs239824187	23576777	0	X	Y	0.234	-6.457045e+00	2.657381e+00	4.044343e-02	1.585515e-02	0	 Rasrelated associated with diabetes 
-9	rsm10000000058	-9	0	X	Y	0.234	-6.457045e+00	2.657381e+00	4.044343e-02	1.585515e-02	0	 Rasrelated associated with diabetes 
1	rs13475765	23815235	0	X	Y	0.236	-6.405055e+00	2.644040e+00	2.026678e-02	1.617364e-02	0	 Rasrelated associated with diabetes 
1	rs4222215	23996126	0	X	Y	0.236	-6.405055e+00	2.644040e+00	2.026678e-02	1.617364e-02	0	 Rasrelated associated with diabetes 
1	rs13475766	24109329	0	X	Y	0.236	-6.405055e+00	2.644040e+00	2.026678e-02	1.617364e-02	0	 Rasrelated associated with diabetes 
1	rs31567874	25237332	0	X	Y	0.236	-6.405055e+00	2.644040e+00	2.026678e-02	1.617364e-02	0	 Rasrelated associated with diabetes 
-9	rsm10000000059	-9	0	X	Y	0.236	-6.405055e+00	2.644040e+00	2.026678e-02	1.617364e-02	0	 Rasrelated associated with diabetes 
