chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	0	 Rasrelated associated with diabetes 
1	rs31710291	13855369	0	X	Y	0.263	2.257784e+00	2.428194e+00	1.000000e-05	3.534182e-01	0	 Rasrelated associated with diabetes 
1	rs31794283	13860415	0	X	Y	0.263	2.257784e+00	2.428194e+00	1.000000e-05	3.534182e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000345	-9	0	X	Y	0.263	2.257784e+00	2.428194e+00	1.000000e-05	3.534182e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000037	-9	0	X	Y	0.265	2.073131e+00	2.430197e+00	1.000000e-05	3.944885e-01	0	 Rasrelated associated with diabetes 
1	rs6296049	13890559	0	X	Y	0.265	2.073131e+00	2.430197e+00	1.000000e-05	3.944885e-01	0	 Rasrelated associated with diabetes 
1	rs32381514	14567972	0	X	Y	0.265	2.073131e+00	2.430197e+00	1.000000e-05	3.944885e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000346	-9	0	X	Y	0.265	2.073131e+00	2.430197e+00	1.000000e-05	3.944885e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000038	-9	0	X	Y	0.262	2.166742e+00	2.422065e+00	1.000000e-05	3.719246e-01	0	 Rasrelated associated with diabetes 
1	rs31577697	14576853	0	X	Y	0.262	2.166742e+00	2.422065e+00	1.000000e-05	3.719246e-01	0	 Rasrelated associated with diabetes 
1	rs30996958	14748117	0	X	Y	0.262	2.166742e+00	2.422065e+00	1.000000e-05	3.719246e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000364	-9	0	X	Y	0.262	2.166742e+00	2.422065e+00	1.000000e-05	3.719246e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000039	-9	0	X	Y	0.264	1.848901e+00	2.424378e+00	1.000000e-05	4.464496e-01	0	 Rasrelated associated with diabetes 
1	rs31574495	14753392	0	X	Y	0.264	1.848901e+00	2.424378e+00	1.000000e-05	4.464496e-01	0	 Rasrelated associated with diabetes 
1	rs6291839	14797138	0	X	Y	0.266	1.589744e+00	2.426553e+00	1.000000e-05	5.130151e-01	0	 Rasrelated associated with diabetes 
1	rs32105394	14909034	0	X	Y	0.266	1.589744e+00	2.426553e+00	1.000000e-05	5.130151e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000366	-9	0	X	Y	0.266	1.589744e+00	2.426553e+00	1.000000e-05	5.130151e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000368	-9	0	X	Y	0.268	1.423372e+00	2.428586e+00	1.000000e-05	5.583772e-01	0	 Rasrelated associated with diabetes 
1	rs3088964	15206803	0	X	Y	0.268	1.423372e+00	2.428586e+00	1.000000e-05	5.583772e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000370	-9	0	X	Y	0.268	1.423372e+00	2.428586e+00	1.000000e-05	5.583772e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000040	-9	0	X	Y	0.271	1.680653e+00	2.436613e+00	1.000000e-05	4.910323e-01	0	 Rasrelated associated with diabetes 
1	rs3678179	15508184	0	X	Y	0.271	1.680653e+00	2.436613e+00	1.000000e-05	4.910323e-01	0	 Rasrelated associated with diabetes 
1	rs32109300	15817404	0	X	Y	0.271	1.680653e+00	2.436613e+00	1.000000e-05	4.910323e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000041	-9	0	X	Y	0.271	1.680653e+00	2.436613e+00	1.000000e-05	4.910323e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000387	-9	0	X	Y	0.271	1.680653e+00	2.436613e+00	1.000000e-05	4.910323e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000042	-9	0	X	Y	0.265	8.115538e-01	2.433381e+00	1.000000e-05	7.390476e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000043	-9	0	X	Y	0.263	9.975547e-01	2.431785e+00	1.000000e-05	6.820220e-01	0	 Rasrelated associated with diabetes 
1	rs32127151	15981339	0	X	Y	0.263	9.975547e-01	2.431785e+00	1.000000e-05	6.820220e-01	0	 Rasrelated associated with diabetes 
1	rs47275793	16106636	0	X	Y	0.263	9.975547e-01	2.431785e+00	1.000000e-05	6.820220e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000403	-9	0	X	Y	0.263	9.975547e-01	2.431785e+00	1.000000e-05	6.820220e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000044	-9	0	X	Y	0.259	7.471975e-01	2.424704e+00	1.000000e-05	7.582334e-01	0	 Rasrelated associated with diabetes 
1	rs51394091	17255046	0	X	Y	0.259	7.471975e-01	2.424704e+00	1.000000e-05	7.582334e-01	0	 Rasrelated associated with diabetes 
1	rs31817535	17259053	0	X	Y	0.259	7.471975e-01	2.424704e+00	1.000000e-05	7.582334e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000404	-9	0	X	Y	0.259	7.471975e-01	2.424704e+00	1.000000e-05	7.582334e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000045	-9	0	X	Y	0.259	6.770474e-01	2.424792e+00	1.000000e-05	7.803225e-01	0	 Rasrelated associated with diabetes 
1	rs32171777	17395985	0	X	Y	0.259	6.770474e-01	2.424792e+00	1.000000e-05	7.803225e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000405	-9	0	X	Y	0.259	6.770474e-01	2.424792e+00	1.000000e-05	7.803225e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000046	-9	0	X	Y	0.257	4.394446e-01	2.424233e+00	1.000000e-05	8.563106e-01	0	 Rasrelated associated with diabetes 
1	rs32043384	18168753	0	X	Y	0.257	4.394446e-01	2.424233e+00	1.000000e-05	8.563106e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000419	-9	0	X	Y	0.257	4.394446e-01	2.424233e+00	1.000000e-05	8.563106e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000047	-9	0	X	Y	0.255	6.067812e-01	2.423486e+00	1.000000e-05	8.025158e-01	0	 Rasrelated associated with diabetes 
1	rs219716413	18496617	0	X	Y	0.255	6.067812e-01	2.423486e+00	1.000000e-05	8.025158e-01	0	 Rasrelated associated with diabetes 
1	rs13475747	18605609	0	X	Y	0.255	6.067812e-01	2.423486e+00	1.000000e-05	8.025158e-01	0	 Rasrelated associated with diabetes 
1	rs51820747	18790547	0	X	Y	0.255	6.067812e-01	2.423486e+00	1.000000e-05	8.025158e-01	0	 Rasrelated associated with diabetes 
1	rs51700370	18823698	0	X	Y	0.257	6.301449e-01	2.424054e+00	1.000000e-05	7.951261e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000433	-9	0	X	Y	0.257	6.301449e-01	2.424054e+00	1.000000e-05	7.951261e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000434	-9	0	X	Y	0.254	-3.238692e-01	2.429372e+00	1.000000e-05	8.940592e-01	0	 Rasrelated associated with diabetes 
1	rs31772262	20623542	0	X	Y	0.254	-3.238692e-01	2.429372e+00	1.000000e-05	8.940592e-01	0	 Rasrelated associated with diabetes 
1	rs3670611	20633818	0	X	Y	0.252	-6.242740e-02	2.429162e+00	1.000000e-05	9.795191e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000445	-9	0	X	Y	0.252	-6.242740e-02	2.429162e+00	1.000000e-05	9.795191e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000048	-9	0	X	Y	0.252	1.420967e+00	2.427396e+00	1.000000e-05	5.588491e-01	0	 Rasrelated associated with diabetes 
1	rs36660068	20775218	0	X	Y	0.254	1.225783e+00	2.428148e+00	1.000000e-05	6.141567e-01	0	 Rasrelated associated with diabetes 
1	rs6404446	20784227	0	X	Y	0.254	1.225783e+00	2.428148e+00	1.000000e-05	6.141567e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000049	-9	0	X	Y	0.254	1.225783e+00	2.428148e+00	1.000000e-05	6.141567e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000499	-9	0	X	Y	0.254	1.225783e+00	2.428148e+00	1.000000e-05	6.141567e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000500	-9	0	X	Y	0.256	9.056352e-01	2.429244e+00	1.000000e-05	7.096293e-01	0	 Rasrelated associated with diabetes 
1	rs32101154	21591279	0	X	Y	0.256	9.056352e-01	2.429244e+00	1.000000e-05	7.096293e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000501	-9	0	X	Y	0.254	7.070887e-01	2.429026e+00	1.000000e-05	7.712319e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000050	-9	0	X	Y	0.252	1.681833e-01	2.429141e+00	1.000000e-05	9.448609e-01	0	 Rasrelated associated with diabetes 
1	rs6253968	21638464	0	X	Y	0.252	1.681833e-01	2.429141e+00	1.000000e-05	9.448609e-01	0	 Rasrelated associated with diabetes 
1	rs32315565	21640961	0	X	Y	0.252	1.681833e-01	2.429141e+00	1.000000e-05	9.448609e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000051	-9	0	X	Y	0.252	1.681833e-01	2.429141e+00	1.000000e-05	9.448609e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000511	-9	0	X	Y	0.252	1.681833e-01	2.429141e+00	1.000000e-05	9.448609e-01	0	 Rasrelated associated with diabetes 
1	rs31766107	22062131	0	X	Y	0.254	1.337451e-01	2.429448e+00	1.000000e-05	9.561441e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000512	-9	0	X	Y	0.254	1.337451e-01	2.429448e+00	1.000000e-05	9.561441e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000518	-9	0	X	Y	0.254	1.337451e-01	2.429448e+00	1.000000e-05	9.561441e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000052	-9	0	X	Y	0.255	2.710538e-01	2.435545e+00	1.000000e-05	9.114807e-01	0	 Rasrelated associated with diabetes 
1	rs46856073	22104486	0	X	Y	0.255	2.710538e-01	2.435545e+00	1.000000e-05	9.114807e-01	0	 Rasrelated associated with diabetes 
1	rs46249537	22104600	0	X	Y	0.255	2.710538e-01	2.435545e+00	1.000000e-05	9.114807e-01	0	 Rasrelated associated with diabetes 
1	rs31949292	22168405	0	X	Y	0.253	4.352004e-01	2.435043e+00	1.000000e-05	8.583085e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000519	-9	0	X	Y	0.253	4.352004e-01	2.435043e+00	1.000000e-05	8.583085e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000053	-9	0	X	Y	0.251	6.119192e-01	2.434681e+00	1.000000e-05	8.017752e-01	0	 Rasrelated associated with diabetes 
1	rs30499557	22400540	0	X	Y	0.251	6.119192e-01	2.434681e+00	1.000000e-05	8.017752e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000054	-9	0	X	Y	0.249	7.580113e-02	2.435003e+00	1.000000e-05	9.751925e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000055	-9	0	X	Y	0.248	-2.218772e+00	2.413120e+00	1.000000e-05	3.587967e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000520	-9	0	X	Y	0.243	-2.068777e+00	2.397494e+00	1.000000e-05	3.890768e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000056	-9	0	X	Y	0.243	-2.068777e+00	2.397494e+00	1.000000e-05	3.890768e-01	0	 Rasrelated associated with diabetes 
1	rs6316488	23145049	0	X	Y	0.243	-2.068777e+00	2.397494e+00	1.000000e-05	3.890768e-01	0	 Rasrelated associated with diabetes 
1	rs32400861	23152100	0	X	Y	0.248	-2.697588e+00	2.399473e+00	1.000000e-05	2.620574e-01	0	 Rasrelated associated with diabetes 
1	rs32597415	23379426	0	X	Y	0.248	-2.697588e+00	2.399473e+00	1.000000e-05	2.620574e-01	0	 Rasrelated associated with diabetes 
1	rs228543676	23495995	0	X	Y	0.250	-2.824629e+00	2.398753e+00	1.000000e-05	2.401711e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000521	-9	0	X	Y	0.250	-2.824629e+00	2.398753e+00	1.000000e-05	2.401711e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000057	-9	0	X	Y	0.234	-2.989034e+00	2.386206e+00	1.000000e-05	2.115853e-01	0	 Rasrelated associated with diabetes 
1	rs239824187	23576777	0	X	Y	0.234	-2.989034e+00	2.386206e+00	1.000000e-05	2.115853e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000058	-9	0	X	Y	0.234	-2.989034e+00	2.386206e+00	1.000000e-05	2.115853e-01	0	 Rasrelated associated with diabetes 
1	rs13475765	23815235	0	X	Y	0.236	-3.144276e+00	2.384019e+00	1.000000e-05	1.884873e-01	0	 Rasrelated associated with diabetes 
1	rs4222215	23996126	0	X	Y	0.236	-3.144276e+00	2.384019e+00	1.000000e-05	1.884873e-01	0	 Rasrelated associated with diabetes 
1	rs13475766	24109329	0	X	Y	0.236	-3.144276e+00	2.384019e+00	1.000000e-05	1.884873e-01	0	 Rasrelated associated with diabetes 
1	rs31567874	25237332	0	X	Y	0.236	-3.144276e+00	2.384019e+00	1.000000e-05	1.884873e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000059	-9	0	X	Y	0.236	-3.144276e+00	2.384019e+00	1.000000e-05	1.884873e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000060	-9	0	X	Y	0.248	-3.901328e+00	2.380978e+00	1.000000e-05	1.026472e-01	0	 Rasrelated associated with diabetes 
1	rs32245765	25298573	0	X	Y	0.248	-3.901328e+00	2.380978e+00	1.000000e-05	1.026472e-01	0	 Rasrelated associated with diabetes 
